cell_id,enodeb_id,site_name,latitude,longitude,antenna_height_m,sector,azimuth_deg,electrical_tilt_deg,mechanical_tilt_deg,total_tilt_deg,clutter_type,elevation_m,frequency_band,pci,tac,vendor,technology,status
KYIV-012-1,KYIV-012,Kyiv-Site-012,50.455945,30.529092,41,1,-1,2,0,2,Suburban,65.6,Band 3 (1800MHz),34,40011,Ericsson,LTE,Active
KYIV-012-2,KYIV-012,Kyiv-Site-012,50.455945,30.529092,35,2,119,4,1,5,Dense Urban,56.8,Band 3 (1800MHz),35,40011,Ericsson,LTE,Active
KYIV-012-3,KYIV-012,Kyiv-Site-012,50.455945,30.529092,43,3,240,6,2,8,Dense Urban,54.3,Band 3 (1800MHz),36,40011,Ericsson,LTE,Active
KYIV-013-1,KYIV-013,Kyiv-Site-013,50.461468,30.514886,31,1,0,2,3,5,Urban,52.6,Band 1 (2100MHz),37,40012,Ericsson,LTE,Active
KYIV-013-2,KYIV-013,Kyiv-Site-013,50.461468,30.514886,44,2,124,6,3,9,Suburban,58.8,Band 1 (2100MHz),38,40012,Ericsson,LTE,Active
KYIV-013-3,KYIV-013,Kyiv-Site-013,50.461468,30.514886,32,3,245,2,2,4,Suburban,70.5,Band 1 (2100MHz),39,40012,Ericsson,LTE,Active
KYIV-014-1,KYIV-014,Kyiv-Site-014,50.455649,30.544322,39,1,0,3,1,4,Urban,38.7,Band 3 (1800MHz),40,40013,Ericsson,LTE,Active
KYIV-014-2,KYIV-014,Kyiv-Site-014,50.455649,30.544322,33,2,116,6,0,6,Suburban,47.2,Band 3 (1800MHz),41,40013,Ericsson,LTE,Active
KYIV-014-3,KYIV-014,Kyiv-Site-014,50.455649,30.544322,37,3,240,5,1,6,Dense Urban,55.7,Band 3 (1800MHz),42,40013,Ericsson,LTE,Active
KYIV-015-1,KYIV-015,Kyiv-Site-015,50.452233,30.503497,35,1,4,4,3,7,Urban,60.4,Band 1 (2100MHz),43,40014,Ericsson,LTE,Active
KYIV-015-2,KYIV-015,Kyiv-Site-015,50.452233,30.503497,34,2,123,6,3,9,Suburban,70.7,Band 1 (2100MHz),44,40014,Ericsson,LTE,Active
KYIV-015-3,KYIV-015,Kyiv-Site-015,50.452233,30.503497,36,3,240,3,0,3,Suburban,52.2,Band 1 (2100MHz),45,40014,Ericsson,LTE,Active
KYIV-016-1,KYIV-016,Kyiv-Site-016,50.447688,30.523205,43,1,4,6,1,7,Suburban,51.9,Band 3 (1800MHz),46,40015,Ericsson,LTE,Active
KYIV-016-2,KYIV-016,Kyiv-Site-016,50.447688,30.523205,28,2,123,5,1,6,Dense Urban,55.9,Band 3 (1800MHz),47,40015,Ericsson,LTE,Active
KYIV-016-3,KYIV-016,Kyiv-Site-016,50.447688,30.523205,32,3,242,6,1,7,Urban,64.9,Band 3 (1800MHz),48,40015,Ericsson,LTE,Active
