serving_cell,neighbor_cell,neighbor_rank,distance_m,cell_individual_offset_dB,handover_allowed,relation_type,last_updated
KYIV-001-3,KYIV-002-2,4,450.4,5.7,Yes,Inter-Frequency,2026-07-15
KYIV-001-3,KYIV-002-3,5,450.4,-0.0,Yes,Inter-Frequency,2026-07-15
KYIV-001-3,KYIV-004-1,6,508.6,-3.7,Yes,Inter-Frequency,2026-07-15
KYIV-001-3,KYIV-004-2,7,508.6,-5.4,Yes,Inter-Frequency,2026-07-15
KYIV-001-3,KYIV-004-3,8,508.6,-4.2,Yes,Inter-Frequency,2026-07-15
KYIV-001-3,KYIV-013-1,9,762.4,-1.8,Yes,Intra-Frequency,2026-07-15
KYIV-001-3,KYIV-013-2,10,762.4,-1.4,Yes,Intra-Frequency,2026-07-15
KYIV-001-3,KYIV-013-3,11,762.4,1.5,Yes,Intra-Frequency,2026-07-15
KYIV-001-3,KYIV-010-1,12,811.3,4.1,Yes,Inter-Frequency,2026-07-15
KYIV-001-3,KYIV-010-2,13,811.3,5.7,Yes,Inter-Frequency,2026-07-15
KYIV-002-1,KYIV-002-2,1,0.0,2.6,Yes,Intra-Frequency,2026-07-15
KYIV-002-1,KYIV-002-3,2,0.0,1.7,Yes,Intra-Frequency,2026-07-15
KYIV-002-1,KYIV-004-1,3,100.3,3.6,Yes,Intra-Frequency,2026-07-15
KYIV-002-1,KYIV-004-2,4,100.3,5.1,Yes,Intra-Frequency,2026-07-15
KYIV-002-1,KYIV-004-3,5,100.3,-2.2,Yes,Intra-Frequency,2026-07-15
KYIV-002-1,KYIV-010-1,6,433.2,0.4,Yes,Intra-Frequency,2026-07-15
KYIV-002-1,KYIV-010-2,7,433.2,-5.0,Yes,Intra-Frequency,2026-07-15
KYIV-002-1,KYIV-010-3,8,433.2,2.6,Yes,Intra-Frequency,2026-07-15
KYIV-002-1,KYIV-001-1,9,450.4,5.6,Yes,Inter-Frequency,2026-07-15
KYIV-002-1,KYIV-001-2,10,450.4,5.5,Yes,Inter-Frequency,2026-07-15
KYIV-002-1,KYIV-001-3,11,450.4,0.3,Yes,Inter-Frequency,2026-07-15
KYIV-002-1,KYIV-003-1,12,859.7,1.1,Yes,Inter-Frequency,2026-07-15
KYIV-002-1,KYIV-003-2,13,859.7,3.6,Yes,Inter-Frequency,2026-07-15
KYIV-002-1,KYIV-003-3,14,859.7,-2.9,Yes,Inter-Frequency,2026-07-15
KYIV-002-2,KYIV-002-1,1,0.0,-1.9,Yes,Intra-Frequency,2026-07-15
KYIV-002-2,KYIV-002-3,2,0.0,3.9,Yes,Intra-Frequency,2026-07-15
KYIV-002-2,KYIV-004-1,3,100.3,-0.9,Yes,Intra-Frequency,2026-07-15
KYIV-002-2,KYIV-004-2,4,100.3,1.2,Yes,Intra-Frequency,2026-07-15
KYIV-002-2,KYIV-004-3,5,100.3,5.0,Yes,Intra-Frequency,2026-07-15
KYIV-002-2,KYIV-010-1,6,433.2,-5.0,Yes,Intra-Frequency,2026-07-15
KYIV-002-2,KYIV-010-2,7,433.2,3.1,Yes,Intra-Frequency,2026-07-15
KYIV-002-2,KYIV-010-3,8,433.2,-3.1,Yes,Intra-Frequency,2026-07-15
KYIV-002-3,KYIV-002-1,1,0.0,5.5,Yes,Intra-Frequency,2026-07-15
KYIV-002-3,KYIV-002-2,2,0.0,-0.7,Yes,Intra-Frequency,2026-07-15
KYIV-002-3,KYIV-004-1,3,100.3,-1.9,Yes,Intra-Frequency,2026-07-15
KYIV-002-3,KYIV-004-2,4,100.3,0.6,Yes,Intra-Frequency,2026-07-15
KYIV-002-3,KYIV-004-3,5,100.3,-5.6,Yes,Intra-Frequency,2026-07-15
KYIV-002-3,KYIV-010-1,6,433.2,3.9,Yes,Intra-Frequency,2026-07-15
KYIV-002-3,KYIV-010-2,7,433.2,-5.3,Yes,Intra-Frequency,2026-07-15
KYIV-002-3,KYIV-010-3,8,433.2,-4.8,Yes,Intra-Frequency,2026-07-15
KYIV-002-3,KYIV-001-1,9,450.4,-2.3,Yes,Inter-Frequency,2026-07-15
KYIV-002-3,KYIV-001-2,10,450.4,3.7,Yes,Inter-Frequency,2026-07-15
KYIV-002-3,KYIV-001-3,11,450.4,0.3,Yes,Inter-Frequency,2026-07-15
KYIV-002-3,KYIV-003-1,12,859.7,3.9,Yes,Inter-Frequency,2026-07-15
KYIV-003-1,KYIV-003-2,1,0.0,4.8,Yes,Intra-Frequency,2026-07-15
KYIV-003-1,KYIV-003-3,2,0.0,5.4,Yes,Intra-Frequency,2026-07-15
KYIV-003-1,KYIV-010-1,3,441.5,-1.1,Yes,Inter-Frequency,2026-07-15
KYIV-003-1,KYIV-010-2,4,441.5,2.3,Yes,Inter-Frequency,2026-07-15
KYIV-003-1,KYIV-010-3,5,441.5,-5.6,Yes,Inter-Frequency,2026-07-15
KYIV-003-1,KYIV-014-1,6,447.4,-2.3,Yes,Inter-Frequency,2026-07-15
KYIV-003-1,KYIV-014-2,7,447.4,3.9,Yes,Inter-Frequency,2026-07-15
KYIV-003-1,KYIV-014-3,8,447.4,4.7,Yes,Inter-Frequency,2026-07-15
KYIV-003-1,KYIV-006-1,9,496.4,1.8,Yes,Inter-Frequency,2026-07-15
KYIV-003-1,KYIV-006-2,10,496.4,-2.8,Yes,Inter-Frequency,2026-07-15
KYIV-003-1,KYIV-006-3,11,496.4,-0.6,Yes,Inter-Frequency,2026-07-15
KYIV-003-1,KYIV-012-1,12,727.9,-3.6,Yes,Inter-Frequency,2026-07-15
KYIV-003-2,KYIV-003-1,1,0.0,-5.0,Yes,Intra-Frequency,2026-07-15
KYIV-003-2,KYIV-003-3,2,0.0,-5.9,Yes,Intra-Frequency,2026-07-15
KYIV-003-2,KYIV-010-1,3,441.5,-0.6,Yes,Inter-Frequency,2026-07-15
KYIV-003-2,KYIV-010-2,4,441.5,-1.1,Yes,Inter-Frequency,2026-07-15
KYIV-003-2,KYIV-010-3,5,441.5,-1.4,Yes,Inter-Frequency,2026-07-15
KYIV-003-2,KYIV-014-1,6,447.4,-5.6,Yes,Inter-Frequency,2026-07-15
KYIV-003-2,KYIV-014-2,7,447.4,-1.7,Yes,Inter-Frequency,2026-07-15
KYIV-003-2,KYIV-014-3,8,447.4,-1.9,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-003-1,1,0.0,-2.1,Yes,Intra-Frequency,2026-07-15
KYIV-003-3,KYIV-003-2,2,0.0,0.1,Yes,Intra-Frequency,2026-07-15
KYIV-003-3,KYIV-010-1,3,441.5,-4.8,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-010-2,4,441.5,3.7,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-010-3,5,441.5,-6.0,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-014-1,6,447.4,5.5,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-014-2,7,447.4,2.4,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-014-3,8,447.4,-4.8,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-006-1,9,496.4,5.0,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-006-2,10,496.4,-1.7,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-006-3,11,496.4,-3.1,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-012-1,12,727.9,5.5,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-012-2,13,727.9,-5.0,Yes,Inter-Frequency,2026-07-15
KYIV-003-3,KYIV-012-3,14,727.9,0.7,Yes,Inter-Frequency,2026-07-15
KYIV-004-1,KYIV-004-2,1,0.0,1.1,Yes,Intra-Frequency,2026-07-15
KYIV-004-1,KYIV-004-3,2,0.0,-0.3,Yes,Intra-Frequency,2026-07-15
KYIV-004-1,KYIV-002-1,3,100.3,-4.8,Yes,Intra-Frequency,2026-07-15
KYIV-004-1,KYIV-002-2,4,100.3,0.7,Yes,Intra-Frequency,2026-07-15
KYIV-004-1,KYIV-002-3,5,100.3,5.1,Yes,Intra-Frequency,2026-07-15
KYIV-004-1,KYIV-010-1,6,336.1,5.3,Yes,Intra-Frequency,2026-07-15
KYIV-004-1,KYIV-010-2,7,336.1,0.4,Yes,Intra-Frequency,2026-07-15
KYIV-004-1,KYIV-010-3,8,336.1,4.6,Yes,Intra-Frequency,2026-07-15
KYIV-004-1,KYIV-001-1,9,508.6,1.8,Yes,Inter-Frequency,2026-07-15
KYIV-004-1,KYIV-001-2,10,508.6,4.7,Yes,Inter-Frequency,2026-07-15
KYIV-004-1,KYIV-001-3,11,508.6,4.4,Yes,Inter-Frequency,2026-07-15
KYIV-004-2,KYIV-004-1,1,0.0,2.6,Yes,Intra-Frequency,2026-07-15
KYIV-004-2,KYIV-004-3,2,0.0,-4.3,Yes,Intra-Frequency,2026-07-15
KYIV-004-2,KYIV-002-1,3,100.3,2.7,Yes,Intra-Frequency,2026-07-15
KYIV-004-2,KYIV-002-2,4,100.3,1.5,Yes,Intra-Frequency,2026-07-15
KYIV-004-2,KYIV-002-3,5,100.3,3.0,Yes,Intra-Frequency,2026-07-15
KYIV-004-2,KYIV-010-1,6,336.1,-5.8,Yes,Intra-Frequency,2026-07-15
KYIV-004-2,KYIV-010-2,7,336.1,-4.2,Yes,Intra-Frequency,2026-07-15
KYIV-004-2,KYIV-010-3,8,336.1,3.8,Yes,Intra-Frequency,2026-07-15
KYIV-004-2,KYIV-001-1,9,508.6,-4.6,Yes,Inter-Frequency,2026-07-15
KYIV-004-2,KYIV-001-2,10,508.6,0.4,Yes,Inter-Frequency,2026-07-15
KYIV-004-2,KYIV-001-3,11,508.6,-4.7,Yes,Inter-Frequency,2026-07-15
KYIV-004-2,KYIV-003-1,12,759.5,-4.4,Yes,Inter-Frequency,2026-07-15
KYIV-004-3,KYIV-004-1,1,0.0,-5.7,Yes,Intra-Frequency,2026-07-15
KYIV-004-3,KYIV-004-2,2,0.0,-0.5,Yes,Intra-Frequency,2026-07-15
KYIV-004-3,KYIV-002-1,3,100.3,4.0,Yes,Intra-Frequency,2026-07-15
KYIV-004-3,KYIV-002-2,4,100.3,-3.5,Yes,Intra-Frequency,2026-07-15
KYIV-004-3,KYIV-002-3,5,100.3,3.6,Yes,Intra-Frequency,2026-07-15
KYIV-004-3,KYIV-010-1,6,336.1,-5.8,Yes,Intra-Frequency,2026-07-15
KYIV-004-3,KYIV-010-2,7,336.1,-2.5,Yes,Intra-Frequency,2026-07-15
KYIV-004-3,KYIV-010-3,8,336.1,4.7,Yes,Intra-Frequency,2026-07-15
KYIV-004-3,KYIV-001-1,9,508.6,3.3,Yes,Inter-Frequency,2026-07-15
KYIV-004-3,KYIV-001-2,10,508.6,2.9,Yes,Inter-Frequency,2026-07-15
KYIV-004-3,KYIV-001-3,11,508.6,6.0,Yes,Inter-Frequency,2026-07-15
KYIV-004-3,KYIV-003-1,12,759.5,4.6,Yes,Inter-Frequency,2026-07-15
KYIV-005-1,KYIV-005-2,1,0.0,3.6,Yes,Intra-Frequency,2026-07-15
KYIV-005-1,KYIV-005-3,2,0.0,0.0,Yes,Intra-Frequency,2026-07-15
KYIV-005-1,KYIV-013-1,3,105.1,5.8,Yes,Intra-Frequency,2026-07-15
KYIV-005-1,KYIV-013-2,4,105.1,-4.8,Yes,Intra-Frequency,2026-07-15
KYIV-005-1,KYIV-013-3,5,105.1,-5.9,Yes,Intra-Frequency,2026-07-15
KYIV-005-1,KYIV-001-1,6,834.5,-4.3,Yes,Intra-Frequency,2026-07-15
KYIV-005-1,KYIV-001-2,7,834.5,-0.3,Yes,Intra-Frequency,2026-07-15
KYIV-005-1,KYIV-001-3,8,834.5,1.3,Yes,Intra-Frequency,2026-07-15
KYIV-005-1,KYIV-011-1,9,1107.9,-4.3,Yes,Intra-Frequency,2026-07-15
KYIV-005-1,KYIV-011-2,10,1107.9,1.3,Yes,Intra-Frequency,2026-07-15
KYIV-005-1,KYIV-011-3,11,1107.9,-2.9,Yes,Intra-Frequency,2026-07-15
KYIV-005-1,KYIV-012-1,12,1167.9,-4.4,Yes,Inter-Frequency,2026-07-15
KYIV-005-1,KYIV-012-2,13,1167.9,1.2,Yes,Inter-Frequency,2026-07-15
KYIV-005-2,KYIV-005-1,1,0.0,4.1,Yes,Intra-Frequency,2026-07-15
KYIV-005-2,KYIV-005-3,2,0.0,2.6,Yes,Intra-Frequency,2026-07-15
KYIV-005-2,KYIV-013-1,3,105.1,-2.9,Yes,Intra-Frequency,2026-07-15
KYIV-005-2,KYIV-013-2,4,105.1,1.1,Yes,Intra-Frequency,2026-07-15
KYIV-005-2,KYIV-013-3,5,105.1,4.6,Yes,Intra-Frequency,2026-07-15
KYIV-005-2,KYIV-001-1,6,834.5,2.2,Yes,Intra-Frequency,2026-07-15
KYIV-005-2,KYIV-001-2,7,834.5,4.3,Yes,Intra-Frequency,2026-07-15
KYIV-005-2,KYIV-001-3,8,834.5,-2.0,Yes,Intra-Frequency,2026-07-15
KYIV-005-2,KYIV-011-1,9,1107.9,-5.9,Yes,Intra-Frequency,2026-07-15
KYIV-005-2,KYIV-011-2,10,1107.9,-5.4,Yes,Intra-Frequency,2026-07-15
KYIV-005-2,KYIV-011-3,11,1107.9,-0.0,Yes,Intra-Frequency,2026-07-15
KYIV-005-2,KYIV-012-1,12,1167.9,1.4,Yes,Inter-Frequency,2026-07-15
KYIV-005-3,KYIV-005-1,1,0.0,-3.6,Yes,Intra-Frequency,2026-07-15
KYIV-005-3,KYIV-005-2,2,0.0,0.4,Yes,Intra-Frequency,2026-07-15
KYIV-005-3,KYIV-013-1,3,105.1,-5.8,Yes,Intra-Frequency,2026-07-15
KYIV-005-3,KYIV-013-2,4,105.1,5.8,Yes,Intra-Frequency,2026-07-15
KYIV-005-3,KYIV-013-3,5,105.1,4.5,Yes,Intra-Frequency,2026-07-15
KYIV-005-3,KYIV-001-1,6,834.5,-2.7,Yes,Intra-Frequency,2026-07-15
KYIV-005-3,KYIV-001-2,7,834.5,4.0,Yes,Intra-Frequency,2026-07-15
KYIV-005-3,KYIV-001-3,8,834.5,0.1,Yes,Intra-Frequency,2026-07-15
KYIV-005-3,KYIV-011-1,9,1107.9,-2.2,Yes,Intra-Frequency,2026-07-15
KYIV-006-1,KYIV-006-2,1,0.0,-2.6,Yes,Intra-Frequency,2026-07-15
KYIV-006-1,KYIV-006-3,2,0.0,0.5,Yes,Intra-Frequency,2026-07-15
KYIV-006-1,KYIV-003-1,3,496.4,-5.4,Yes,Inter-Frequency,2026-07-15
KYIV-006-1,KYIV-003-2,4,496.4,4.4,Yes,Inter-Frequency,2026-07-15
KYIV-006-1,KYIV-003-3,5,496.4,-5.8,Yes,Inter-Frequency,2026-07-15
KYIV-006-1,KYIV-010-1,6,571.5,-5.2,Yes,Intra-Frequency,2026-07-15
KYIV-006-1,KYIV-010-2,7,571.5,-2.2,Yes,Intra-Frequency,2026-07-15
KYIV-006-1,KYIV-010-3,8,571.5,-5.9,Yes,Intra-Frequency,2026-07-15
KYIV-006-1,KYIV-014-1,9,572.9,3.1,Yes,Intra-Frequency,2026-07-15
KYIV-006-1,KYIV-014-2,10,572.9,1.1,Yes,Intra-Frequency,2026-07-15
KYIV-006-1,KYIV-014-3,11,572.9,-0.2,Yes,Intra-Frequency,2026-07-15
KYIV-006-2,KYIV-006-1,1,0.0,1.6,Yes,Intra-Frequency,2026-07-15
KYIV-006-2,KYIV-006-3,2,0.0,0.4,Yes,Intra-Frequency,2026-07-15
KYIV-006-2,KYIV-003-1,3,496.4,-5.0,Yes,Inter-Frequency,2026-07-15
KYIV-006-2,KYIV-003-2,4,496.4,-0.3,Yes,Inter-Frequency,2026-07-15
KYIV-006-2,KYIV-003-3,5,496.4,-2.0,Yes,Inter-Frequency,2026-07-15
KYIV-006-2,KYIV-010-1,6,571.5,-1.8,Yes,Intra-Frequency,2026-07-15
KYIV-006-2,KYIV-010-2,7,571.5,-5.8,Yes,Intra-Frequency,2026-07-15
KYIV-006-2,KYIV-010-3,8,571.5,0.5,Yes,Intra-Frequency,2026-07-15
KYIV-006-2,KYIV-014-1,9,572.9,-5.1,Yes,Intra-Frequency,2026-07-15
KYIV-006-3,KYIV-006-1,1,0.0,-1.7,Yes,Intra-Frequency,2026-07-15
KYIV-006-3,KYIV-006-2,2,0.0,-0.4,Yes,Intra-Frequency,2026-07-15
KYIV-006-3,KYIV-003-1,3,496.4,3.5,Yes,Inter-Frequency,2026-07-15
KYIV-006-3,KYIV-003-2,4,496.4,-2.5,Yes,Inter-Frequency,2026-07-15
KYIV-006-3,KYIV-003-3,5,496.4,-2.7,Yes,Inter-Frequency,2026-07-15
KYIV-006-3,KYIV-010-1,6,571.5,-2.9,Yes,Intra-Frequency,2026-07-15
KYIV-006-3,KYIV-010-2,7,571.5,-5.7,Yes,Intra-Frequency,2026-07-15
KYIV-006-3,KYIV-010-3,8,571.5,-4.4,Yes,Intra-Frequency,2026-07-15
KYIV-006-3,KYIV-014-1,9,572.9,-2.4,Yes,Intra-Frequency,2026-07-15
KYIV-006-3,KYIV-014-2,10,572.9,1.6,Yes,Intra-Frequency,2026-07-15
KYIV-006-3,KYIV-014-3,11,572.9,-1.3,Yes,Intra-Frequency,2026-07-15
KYIV-007-1,KYIV-007-2,1,0.0,-3.5,Yes,Intra-Frequency,2026-07-15
KYIV-007-1,KYIV-007-3,2,0.0,-0.4,Yes,Intra-Frequency,2026-07-15
KYIV-007-1,KYIV-009-1,3,1056.3,1.0,Yes,Intra-Frequency,2026-07-15
KYIV-007-1,KYIV-009-2,4,1056.3,2.1,Yes,Intra-Frequency,2026-07-15
KYIV-007-1,KYIV-009-3,5,1056.3,-2.5,Yes,Intra-Frequency,2026-07-15
KYIV-007-1,KYIV-016-1,6,1136.4,-4.7,Yes,Inter-Frequency,2026-07-15
KYIV-007-1,KYIV-016-2,7,1136.4,-4.2,Yes,Inter-Frequency,2026-07-15
KYIV-007-1,KYIV-016-3,8,1136.4,-1.5,Yes,Inter-Frequency,2026-07-15
KYIV-007-1,KYIV-008-1,9,1396.2,-3.0,Yes,Inter-Frequency,2026-07-15
KYIV-007-1,KYIV-008-2,10,1396.2,1.2,Yes,Inter-Frequency,2026-07-15
KYIV-007-2,KYIV-007-1,1,0.0,-5.1,Yes,Intra-Frequency,2026-07-15
KYIV-007-2,KYIV-007-3,2,0.0,2.0,Yes,Intra-Frequency,2026-07-15
KYIV-007-2,KYIV-009-1,3,1056.3,2.3,Yes,Intra-Frequency,2026-07-15
KYIV-007-2,KYIV-009-2,4,1056.3,2.2,Yes,Intra-Frequency,2026-07-15
KYIV-007-2,KYIV-009-3,5,1056.3,2.7,Yes,Intra-Frequency,2026-07-15
KYIV-007-2,KYIV-016-1,6,1136.4,-4.9,Yes,Inter-Frequency,2026-07-15
KYIV-007-2,KYIV-016-2,7,1136.4,5.8,Yes,Inter-Frequency,2026-07-15
KYIV-007-2,KYIV-016-3,8,1136.4,-0.0,Yes,Inter-Frequency,2026-07-15
KYIV-007-3,KYIV-007-1,1,0.0,-0.3,Yes,Intra-Frequency,2026-07-15
KYIV-007-3,KYIV-007-2,2,0.0,2.3,Yes,Intra-Frequency,2026-07-15
KYIV-007-3,KYIV-009-1,3,1056.3,3.1,Yes,Intra-Frequency,2026-07-15
KYIV-007-3,KYIV-009-2,4,1056.3,-1.9,Yes,Intra-Frequency,2026-07-15
KYIV-007-3,KYIV-009-3,5,1056.3,0.4,Yes,Intra-Frequency,2026-07-15
KYIV-007-3,KYIV-016-1,6,1136.4,-4.9,Yes,Inter-Frequency,2026-07-15
KYIV-007-3,KYIV-016-2,7,1136.4,3.9,Yes,Inter-Frequency,2026-07-15
KYIV-007-3,KYIV-016-3,8,1136.4,-1.6,Yes,Inter-Frequency,2026-07-15
KYIV-007-3,KYIV-008-1,9,1396.2,1.3,Yes,Inter-Frequency,2026-07-15
KYIV-008-1,KYIV-008-2,1,0.0,5.0,Yes,Intra-Frequency,2026-07-15
KYIV-008-1,KYIV-008-3,2,0.0,-3.5,Yes,Intra-Frequency,2026-07-15
KYIV-008-1,KYIV-014-1,3,661.2,0.5,Yes,Intra-Frequency,2026-07-15
KYIV-008-1,KYIV-014-2,4,661.2,4.0,Yes,Intra-Frequency,2026-07-15
KYIV-008-1,KYIV-014-3,5,661.2,-1.8,Yes,Intra-Frequency,2026-07-15
KYIV-008-1,KYIV-003-1,6,852.9,-2.8,Yes,Inter-Frequency,2026-07-15
KYIV-008-1,KYIV-003-2,7,852.9,-3.7,Yes,Inter-Frequency,2026-07-15
KYIV-008-1,KYIV-003-3,8,852.9,3.9,Yes,Inter-Frequency,2026-07-15
KYIV-008-2,KYIV-008-1,1,0.0,-5.0,Yes,Intra-Frequency,2026-07-15
KYIV-008-2,KYIV-008-3,2,0.0,4.1,Yes,Intra-Frequency,2026-07-15
KYIV-008-2,KYIV-014-1,3,661.2,6.0,Yes,Intra-Frequency,2026-07-15
KYIV-008-2,KYIV-014-2,4,661.2,4.7,Yes,Intra-Frequency,2026-07-15
KYIV-008-2,KYIV-014-3,5,661.2,-5.8,Yes,Intra-Frequency,2026-07-15
KYIV-008-2,KYIV-003-1,6,852.9,2.5,Yes,Inter-Frequency,2026-07-15
KYIV-008-2,KYIV-003-2,7,852.9,-0.2,Yes,Inter-Frequency,2026-07-15
KYIV-008-2,KYIV-003-3,8,852.9,-4.7,Yes,Inter-Frequency,2026-07-15
KYIV-008-3,KYIV-008-1,1,0.0,5.1,Yes,Intra-Frequency,2026-07-15
KYIV-008-3,KYIV-008-2,2,0.0,1.5,Yes,Intra-Frequency,2026-07-15
KYIV-008-3,KYIV-014-1,3,661.2,3.2,Yes,Intra-Frequency,2026-07-15
KYIV-008-3,KYIV-014-2,4,661.2,3.4,Yes,Intra-Frequency,2026-07-15
KYIV-008-3,KYIV-014-3,5,661.2,0.1,Yes,Intra-Frequency,2026-07-15
KYIV-008-3,KYIV-003-1,6,852.9,4.1,Yes,Inter-Frequency,2026-07-15
KYIV-008-3,KYIV-003-2,7,852.9,-0.0,Yes,Inter-Frequency,2026-07-15
KYIV-008-3,KYIV-003-3,8,852.9,-5.7,Yes,Inter-Frequency,2026-07-15
KYIV-008-3,KYIV-012-1,9,1038.5,-3.4,Yes,Intra-Frequency,2026-07-15
KYIV-009-1,KYIV-009-2,1,0.0,-3.8,Yes,Intra-Frequency,2026-07-15
KYIV-009-1,KYIV-009-3,2,0.0,-3.5,Yes,Intra-Frequency,2026-07-15
KYIV-009-1,KYIV-016-1,3,221.4,-0.7,Yes,Inter-Frequency,2026-07-15
KYIV-009-1,KYIV-016-2,4,221.4,3.0,Yes,Inter-Frequency,2026-07-15
KYIV-009-1,KYIV-016-3,5,221.4,-1.9,Yes,Inter-Frequency,2026-07-15
KYIV-009-1,KYIV-007-1,6,1056.3,5.3,Yes,Intra-Frequency,2026-07-15
KYIV-009-1,KYIV-007-2,7,1056.3,3.6,Yes,Intra-Frequency,2026-07-15
KYIV-009-1,KYIV-007-3,8,1056.3,-3.7,Yes,Intra-Frequency,2026-07-15
KYIV-009-1,KYIV-012-1,9,1228.3,0.1,Yes,Inter-Frequency,2026-07-15
KYIV-009-1,KYIV-012-2,10,1228.3,1.2,Yes,Inter-Frequency,2026-07-15
KYIV-009-1,KYIV-012-3,11,1228.3,-4.2,Yes,Inter-Frequency,2026-07-15
KYIV-009-1,KYIV-011-1,12,1365.7,2.8,Yes,Intra-Frequency,2026-07-15
KYIV-009-2,KYIV-009-1,1,0.0,-1.3,Yes,Intra-Frequency,2026-07-15
KYIV-009-2,KYIV-009-3,2,0.0,3.6,Yes,Intra-Frequency,2026-07-15
KYIV-009-2,KYIV-016-1,3,221.4,2.0,Yes,Inter-Frequency,2026-07-15
KYIV-009-2,KYIV-016-2,4,221.4,-5.6,Yes,Inter-Frequency,2026-07-15
KYIV-009-2,KYIV-016-3,5,221.4,0.4,Yes,Inter-Frequency,2026-07-15
KYIV-009-2,KYIV-007-1,6,1056.3,0.2,Yes,Intra-Frequency,2026-07-15
KYIV-009-2,KYIV-007-2,7,1056.3,1.4,Yes,Intra-Frequency,2026-07-15
KYIV-009-2,KYIV-007-3,8,1056.3,-5.4,Yes,Intra-Frequency,2026-07-15
KYIV-009-2,KYIV-012-1,9,1228.3,4.6,Yes,Inter-Frequency,2026-07-15
KYIV-009-2,KYIV-012-2,10,1228.3,-3.9,Yes,Inter-Frequency,2026-07-15
KYIV-009-2,KYIV-012-3,11,1228.3,0.7,Yes,Inter-Frequency,2026-07-15
KYIV-009-2,KYIV-011-1,12,1365.7,-1.1,Yes,Intra-Frequency,2026-07-15
KYIV-009-2,KYIV-011-2,13,1365.7,-1.0,Yes,Intra-Frequency,2026-07-15
KYIV-009-3,KYIV-009-1,1,0.0,0.3,Yes,Intra-Frequency,2026-07-15
KYIV-009-3,KYIV-009-2,2,0.0,3.1,Yes,Intra-Frequency,2026-07-15
KYIV-009-3,KYIV-016-1,3,221.4,-5.3,Yes,Inter-Frequency,2026-07-15
