cell_id,enodeb_id,site_name,latitude,longitude,antenna_height_m,sector,azimuth_deg,electrical_tilt_deg,mechanical_tilt_deg,total_tilt_deg,clutter_type,elevation_m,frequency_band,pci,tac,vendor,technology,status
KYIV-008-2,KYIV-008,Kyiv-Site-008,50.46378,30.540523,29,2,120,3,2,5,Suburban,36.7,Band 3 (1800MHz),23,40007,Ericsson,LTE,Active
KYIV-008-3,KYIV-008,Kyiv-Site-008,50.46378,30.540523,25,3,239,2,2,4,Dense Urban,45.7,Band 3 (1800MHz),24,40007,Ericsson,LTE,Active
KYIV-009-1,KYIV-009,Kyiv-Site-009,50.455058,30.508768,28,1,2,3,3,6,Dense Urban,55.8,Band 1 (2100MHz),25,40008,Ericsson,LTE,Active
KYIV-009-2,KYIV-009,Kyiv-Site-009,50.455058,30.508768,34,2,122,6,1,7,Dense Urban,39.4,Band 1 (2100MHz),26,40008,Ericsson,LTE,Active
KYIV-009-3,KYIV-009,Kyiv-Site-009,50.455058,30.508768,34,3,244,6,1,7,Suburban,41.1,Band 1 (2100MHz),27,40008,Ericsson,LTE,Active
KYIV-010-1,KYIV-010,Kyiv-Site-010,50.447197,30.543592,50,1,5,2,2,4,Suburban,62.7,Band 3 (1800MHz),28,40009,Ericsson,LTE,Active
KYIV-010-2,KYIV-010,Kyiv-Site-010,50.447197,30.543592,25,2,116,6,1,7,Suburban,54.2,Band 3 (1800MHz),29,40009,Ericsson,LTE,Active
KYIV-010-3,KYIV-010,Kyiv-Site-010,50.447197,30.543592,34,3,242,4,0,4,Urban,58.5,Band 3 (1800MHz),30,40009,Ericsson,LTE,Active
KYIV-011-1,KYIV-011,Kyiv-Site-011,50.443136,30.504911,35,1,0,3,1,4,Urban,71.9,Band 1 (2100MHz),31,40010,Ericsson,LTE,Active
KYIV-011-2,KYIV-011,Kyiv-Site-011,50.443136,30.504911,25,2,124,6,3,9,Urban,59.2,Band 1 (2100MHz),32,40010,Ericsson,LTE,Active
KYIV-011-3,KYIV-011,Kyiv-Site-011,50.443136,30.504911,46,3,237,2,0,2,Suburban,51.2,Band 1 (2100MHz),33,40010,Ericsson,LTE,Active
KYIV-012-1,KYIV-012,Kyiv-Site-012,50.44063,30.510201,42,1,3,6,2,8,Suburban,63.7,Band 3 (1800MHz),34,40011,Ericsson,LTE,Active
KYIV-012-2,KYIV-012,Kyiv-Site-012,50.44063,30.510201,50,2,121,2,0,2,Urban,46.2,Band 3 (1800MHz),35,40011,Ericsson,LTE,Active
KYIV-012-3,KYIV-012,Kyiv-Site-012,50.44063,30.510201,28,3,240,3,2,5,Suburban,79.4,Band 3 (1800MHz),36,40011,Ericsson,LTE,Active
KYIV-013-1,KYIV-013,Kyiv-Site-013,50.444859,30.540192,34,1,5,3,2,5,Dense Urban,43.9,Band 1 (2100MHz),37,40012,Ericsson,LTE,Active
KYIV-013-2,KYIV-013,Kyiv-Site-013,50.444859,30.540192,42,2,125,3,0,3,Suburban,74.4,Band 1 (2100MHz),38,40012,Ericsson,LTE,Active
KYIV-013-3,KYIV-013,Kyiv-Site-013,50.444859,30.540192,31,3,245,4,2,6,Urban,52.5,Band 1 (2100MHz),39,40012,Ericsson,LTE,Active
KYIV-014-1,KYIV-014,Kyiv-Site-014,50.439335,30.532937,37,1,-1,5,2,7,Suburban,61.1,Band 3 (1800MHz),40,40013,Ericsson,LTE,Active
KYIV-014-2,KYIV-014,Kyiv-Site-014,50.439335,30.532937,30,2,123,2,0,2,Suburban,75.1,Band 3 (1800MHz),41,40013,Ericsson,LTE,Active
KYIV-014-3,KYIV-014,Kyiv-Site-014,50.439335,30.532937,43,3,237,2,2,4,Dense Urban,39.1,Band 3 (1800MHz),42,40013,Ericsson,LTE,Active
KYIV-015-1,KYIV-015,Kyiv-Site-015,50.453497,30.538411,44,1,3,5,3,8,Dense Urban,56.5,Band 1 (2100MHz),43,40014,Ericsson,LTE,Active
KYIV-015-2,KYIV-015,Kyiv-Site-015,50.453497,30.538411,39,2,119,5,1,6,Urban,55.0,Band 1 (2100MHz),44,40014,Ericsson,LTE,Active
KYIV-015-3,KYIV-015,Kyiv-Site-015,50.453497,30.538411,29,3,239,6,0,6,Urban,66.0,Band 1 (2100MHz),45,40014,Ericsson,LTE,Active
KYIV-016-1,KYIV-016,Kyiv-Site-016,50.452545,30.504792,29,1,4,5,1,6,Urban,70.8,Band 3 (1800MHz),46,40015,Ericsson,LTE,Active
KYIV-016-2,KYIV-016,Kyiv-Site-016,50.452545,30.504792,34,2,115,2,1,3,Suburban,43.7,Band 3 (1800MHz),47,40015,Ericsson,LTE,Active
KYIV-016-3,KYIV-016,Kyiv-Site-016,50.452545,30.504792,27,3,245,6,0,6,Dense Urban,41.8,Band 3 (1800MHz),48,40015,Ericsson,LTE,Active
