cell_id,enodeb_id,site_name,latitude,longitude,antenna_height_m,sector,azimuth_deg,electrical_tilt_deg,mechanical_tilt_deg,total_tilt_deg,clutter_type,elevation_m,frequency_band,pci,tac,vendor,technology,status
HELS-005-2,HELS-005,Helsinki-Site-005,60.16161,24.942055,31,2,124,5,0,5,Suburban,78.7,Band 1 (2100MHz),14,44004,Nokia,LTE,Active
HELS-005-3,HELS-005,Helsinki-Site-005,60.16161,24.942055,47,3,238,4,2,6,Urban,43.9,Band 1 (2100MHz),15,44004,Nokia,LTE,Active
HELS-006-1,HELS-006,Helsinki-Site-006,60.173345,24.939833,43,1,3,6,3,9,Urban,74.4,Band 3 (1800MHz),16,44005,Nokia,LTE,Active
HELS-006-2,HELS-006,Helsinki-Site-006,60.173345,24.939833,49,2,118,2,2,4,Urban,55.6,Band 3 (1800MHz),17,44005,Nokia,LTE,Active
HELS-006-3,HELS-006,Helsinki-Site-006,60.173345,24.939833,29,3,240,3,1,4,Suburban,71.3,Band 3 (1800MHz),18,44005,Nokia,LTE,Active
HELS-007-1,HELS-007,Helsinki-Site-007,60.165437,24.948822,39,1,5,5,3,8,Urban,34.9,Band 1 (2100MHz),19,44006,Nokia,LTE,Active
HELS-007-2,HELS-007,Helsinki-Site-007,60.165437,24.948822,46,2,120,3,1,4,Suburban,47.7,Band 1 (2100MHz),20,44006,Nokia,LTE,Active
HELS-007-3,HELS-007,Helsinki-Site-007,60.165437,24.948822,40,3,241,5,0,5,Suburban,43.1,Band 1 (2100MHz),21,44006,Nokia,LTE,Active
HELS-008-1,HELS-008,Helsinki-Site-008,60.167367,24.948495,36,1,-3,2,0,2,Dense Urban,70.1,Band 3 (1800MHz),22,44007,Nokia,LTE,Active
HELS-008-2,HELS-008,Helsinki-Site-008,60.167367,24.948495,26,2,120,4,2,6,Suburban,52.9,Band 3 (1800MHz),23,44007,Nokia,LTE,Active
HELS-008-3,HELS-008,Helsinki-Site-008,60.167367,24.948495,36,3,245,4,0,4,Suburban,45.6,Band 3 (1800MHz),24,44007,Nokia,LTE,Active
HELS-009-1,HELS-009,Helsinki-Site-009,60.173398,24.956338,27,1,4,4,0,4,Suburban,57.0,Band 1 (2100MHz),25,44008,Nokia,LTE,Active
HELS-009-2,HELS-009,Helsinki-Site-009,60.173398,24.956338,40,2,122,4,1,5,Urban,77.3,Band 1 (2100MHz),26,44008,Nokia,LTE,Active
HELS-009-3,HELS-009,Helsinki-Site-009,60.173398,24.956338,46,3,236,4,0,4,Urban,74.5,Band 1 (2100MHz),27,44008,Nokia,LTE,Active
HELS-010-1,HELS-010,Helsinki-Site-010,60.172807,24.958828,47,1,-5,3,1,4,Suburban,43.9,Band 3 (1800MHz),28,44009,Nokia,LTE,Active
HELS-010-2,HELS-010,Helsinki-Site-010,60.172807,24.958828,33,2,122,3,1,4,Suburban,61.9,Band 3 (1800MHz),29,44009,Nokia,LTE,Active
HELS-010-3,HELS-010,Helsinki-Site-010,60.172807,24.958828,28,3,236,5,3,8,Urban,55.1,Band 3 (1800MHz),30,44009,Nokia,LTE,Active
HELS-011-1,HELS-011,Helsinki-Site-011,60.156487,24.954803,28,1,-2,6,3,9,Suburban,52.6,Band 1 (2100MHz),31,44010,Nokia,LTE,Active
HELS-011-2,HELS-011,Helsinki-Site-011,60.156487,24.954803,38,2,119,3,3,6,Dense Urban,34.7,Band 1 (2100MHz),32,44010,Nokia,LTE,Active
HELS-011-3,HELS-011,Helsinki-Site-011,60.156487,24.954803,41,3,241,6,0,6,Dense Urban,45.3,Band 1 (2100MHz),33,44010,Nokia,LTE,Active
HELS-012-1,HELS-012,Helsinki-Site-012,60.170273,24.947864,47,1,1,5,3,8,Dense Urban,66.0,Band 3 (1800MHz),34,44011,Nokia,LTE,Active
HELS-012-2,HELS-012,Helsinki-Site-012,60.170273,24.947864,46,2,123,5,1,6,Suburban,35.0,Band 3 (1800MHz),35,44011,Nokia,LTE,Active
HELS-012-3,HELS-012,Helsinki-Site-012,60.170273,24.947864,50,3,236,5,2,7,Urban,73.8,Band 3 (1800MHz),36,44011,Nokia,LTE,Active
HELS-013-1,HELS-013,Helsinki-Site-013,60.160918,24.912238,36,1,-2,4,0,4,Urban,74.0,Band 1 (2100MHz),37,44012,Nokia,LTE,Active
HELS-013-2,HELS-013,Helsinki-Site-013,60.160918,24.912238,43,2,116,3,3,6,Urban,34.8,Band 1 (2100MHz),38,44012,Nokia,LTE,Active
HELS-013-3,HELS-013,Helsinki-Site-013,60.160918,24.912238,36,3,243,2,1,3,Dense Urban,67.0,Band 1 (2100MHz),39,44012,Nokia,LTE,Active
HELS-014-1,HELS-014,Helsinki-Site-014,60.16928,24.940072,44,1,1,5,0,5,Dense Urban,31.9,Band 3 (1800MHz),40,44013,Nokia,LTE,Active
HELS-014-2,HELS-014,Helsinki-Site-014,60.16928,24.940072,35,2,119,6,3,9,Suburban,49.4,Band 3 (1800MHz),41,44013,Nokia,LTE,Active
HELS-014-3,HELS-014,Helsinki-Site-014,60.16928,24.940072,44,3,237,4,2,6,Suburban,65.4,Band 3 (1800MHz),42,44013,Nokia,LTE,Active
