cell_id,enodeb_id,site_name,latitude,longitude,antenna_height_m,sector,azimuth_deg,electrical_tilt_deg,mechanical_tilt_deg,total_tilt_deg,clutter_type,elevation_m,frequency_band,pci,tac,vendor,technology,status
TKYO-009-3,TKYO-009,Tokyo-Downtown-Site-009,35.662026,139.701106,29,3,237,3,2,5,Dense Urban,53.7,Band 1 (2100MHz),27,42008,Rakuten,LTE,Active
TKYO-010-1,TKYO-010,Tokyo-Downtown-Site-010,35.658974,139.691566,34,1,-3,2,0,2,Urban,58.4,Band 41 (2500MHz),28,42009,Rakuten,LTE,Active
TKYO-010-2,TKYO-010,Tokyo-Downtown-Site-010,35.658974,139.691566,25,2,119,6,0,6,Urban,68.7,Band 41 (2500MHz),29,42009,Rakuten,LTE,Active
TKYO-010-3,TKYO-010,Tokyo-Downtown-Site-010,35.658974,139.691566,50,3,235,3,3,6,Dense Urban,46.5,Band 41 (2500MHz),30,42009,Rakuten,LTE,Active
TKYO-011-1,TKYO-011,Tokyo-Downtown-Site-011,35.666645,139.710341,30,1,-1,5,2,7,Urban,66.0,Band 1 (2100MHz),31,42010,Rakuten,LTE,Active
TKYO-011-2,TKYO-011,Tokyo-Downtown-Site-011,35.666645,139.710341,49,2,116,2,0,2,Urban,65.1,Band 1 (2100MHz),32,42010,Rakuten,LTE,Active
TKYO-011-3,TKYO-011,Tokyo-Downtown-Site-011,35.666645,139.710341,45,3,241,3,3,6,Urban,72.6,Band 1 (2100MHz),33,42010,Rakuten,LTE,Active
TKYO-012-1,TKYO-012,Tokyo-Downtown-Site-012,35.651056,139.712673,40,1,0,4,2,6,Dense Urban,41.7,Band 41 (2500MHz),34,42011,Rakuten,LTE,Active
TKYO-012-2,TKYO-012,Tokyo-Downtown-Site-012,35.651056,139.712673,41,2,124,4,2,6,Urban,73.0,Band 41 (2500MHz),35,42011,Rakuten,LTE,Active
TKYO-012-3,TKYO-012,Tokyo-Downtown-Site-012,35.651056,139.712673,49,3,244,2,1,3,High-Rise,38.9,Band 41 (2500MHz),36,42011,Rakuten,LTE,Active
TKYO-013-1,TKYO-013,Tokyo-Downtown-Site-013,35.664912,139.714386,39,1,0,5,0,5,Urban,49.6,Band 1 (2100MHz),37,42012,Rakuten,LTE,Active
TKYO-013-2,TKYO-013,Tokyo-Downtown-Site-013,35.664912,139.714386,35,2,122,2,3,5,Urban,48.2,Band 1 (2100MHz),38,42012,Rakuten,LTE,Active
TKYO-013-3,TKYO-013,Tokyo-Downtown-Site-013,35.664912,139.714386,35,3,245,3,3,6,High-Rise,47.5,Band 1 (2100MHz),39,42012,Rakuten,LTE,Active
TKYO-014-1,TKYO-014,Tokyo-Downtown-Site-014,35.658898,139.688798,49,1,3,2,0,2,Urban,71.0,Band 41 (2500MHz),40,42013,Rakuten,LTE,Active
TKYO-014-2,TKYO-014,Tokyo-Downtown-Site-014,35.658898,139.688798,27,2,124,4,0,4,High-Rise,70.6,Band 41 (2500MHz),41,42013,Rakuten,LTE,Active
TKYO-014-3,TKYO-014,Tokyo-Downtown-Site-014,35.658898,139.688798,33,3,240,5,0,5,Dense Urban,37.2,Band 41 (2500MHz),42,42013,Rakuten,LTE,Active
TKYO-015-1,TKYO-015,Tokyo-Downtown-Site-015,35.656633,139.707073,32,1,-4,3,3,6,High-Rise,77.6,Band 1 (2100MHz),43,42014,Rakuten,LTE,Active
TKYO-015-2,TKYO-015,Tokyo-Downtown-Site-015,35.656633,139.707073,31,2,122,5,2,7,Dense Urban,73.9,Band 1 (2100MHz),44,42014,Rakuten,LTE,Active
TKYO-015-3,TKYO-015,Tokyo-Downtown-Site-015,35.656633,139.707073,35,3,245,4,3,7,Urban,67.4,Band 1 (2100MHz),45,42014,Rakuten,LTE,Active
TKYO-016-1,TKYO-016,Tokyo-Downtown-Site-016,35.647805,139.71284,37,1,-2,6,2,8,Dense Urban,47.9,Band 41 (2500MHz),46,42015,Rakuten,LTE,Active
TKYO-016-2,TKYO-016,Tokyo-Downtown-Site-016,35.647805,139.71284,40,2,116,5,1,6,High-Rise,74.0,Band 41 (2500MHz),47,42015,Rakuten,LTE,Active
TKYO-016-3,TKYO-016,Tokyo-Downtown-Site-016,35.647805,139.71284,39,3,243,5,1,6,Urban,62.0,Band 41 (2500MHz),48,42015,Rakuten,LTE,Active
