cell_id,enodeb_id,clutter_type,total_ho_attempts,total_ho_success,total_ho_failures,ho_failure_rate_pct,failure_too_early,failure_too_late,failure_wrong_cell,total_pingpong,pingpong_rate_pct,avg_rsrp_dBm,problem_cell
TKYO-009-3,TKYO-009,Dense Urban,167252,163406,3846,2.3,1923,1153,770,849,0.52,-82.6,No
TKYO-010-1,TKYO-010,Urban,213931,212691,1240,0.58,620,372,248,3169,1.49,-86.4,No
TKYO-010-2,TKYO-010,Urban,176464,173112,3352,1.9,1676,1006,670,2094,1.21,-88.8,No
TKYO-010-3,TKYO-010,Dense Urban,154275,153288,987,0.64,493,296,198,536,0.35,-77.8,No
TKYO-011-1,TKYO-011,Urban,213121,207580,5541,2.6,2770,1663,1108,2698,1.3,-82.5,No
TKYO-011-2,TKYO-011,Urban,190321,185735,4586,2.41,2293,1375,918,1002,0.54,-83.1,No
TKYO-011-3,TKYO-011,Urban,235668,229942,5726,2.43,2863,1717,1146,3058,1.33,-81.1,No
TKYO-012-1,TKYO-012,Dense Urban,191369,187351,4018,2.1,2009,1205,804,2173,1.16,-83.2,No
TKYO-012-2,TKYO-012,Urban,238152,232008,6144,2.58,3072,1843,1229,1183,0.51,-81.8,No
TKYO-012-3,TKYO-012,High-Rise,294999,289572,5427,1.84,2714,1628,1085,3098,1.07,-84.5,No
TKYO-013-1,TKYO-013,Urban,225109,222903,2206,0.98,1103,662,441,1181,0.53,-78.4,No
TKYO-013-2,TKYO-013,Urban,226926,209317,17609,7.76,8804,5283,3522,6970,3.33,-91.0,Yes
TKYO-013-3,TKYO-013,High-Rise,297390,293911,3479,1.17,1740,1044,695,3409,1.16,-81.8,No
TKYO-014-1,TKYO-014,Urban,282094,275155,6939,2.46,3470,2082,1387,3797,1.38,-81.6,No
TKYO-014-2,TKYO-014,High-Rise,289636,287406,2230,0.77,1115,669,446,2557,0.89,-81.3,No
TKYO-014-3,TKYO-014,Dense Urban,214864,210868,3996,1.86,1998,1199,799,1454,0.69,-79.0,No
TKYO-015-1,TKYO-015,High-Rise,157612,150315,7297,4.63,3648,2189,1460,6388,4.25,-94.1,Yes
TKYO-015-2,TKYO-015,Dense Urban,204619,202921,1698,0.83,849,509,340,1948,0.96,-79.7,No
TKYO-015-3,TKYO-015,Urban,175153,170845,4308,2.46,2154,1292,862,1571,0.92,-74.7,No
TKYO-016-1,TKYO-016,Dense Urban,214179,192355,21824,10.19,10912,6547,4365,6578,3.42,-102.8,Yes
TKYO-016-2,TKYO-016,High-Rise,212125,207713,4412,2.08,2206,1324,882,2264,1.09,-87.2,No
TKYO-016-3,TKYO-016,Urban,154038,152498,1540,1.0,770,462,308,1570,1.03,-86.5,No
