serving_cell,neighbor_cell,neighbor_rank,distance_m,cell_individual_offset_dB,handover_allowed,relation_type,last_updated
TKYO-002-1,TKYO-002-3,2,0.0,5.3,Yes,Intra-Frequency,2026-01-13
TKYO-002-1,TKYO-011-1,3,484.1,-3.2,Yes,Inter-Frequency,2026-01-13
TKYO-002-1,TKYO-011-2,4,484.1,5.5,Yes,Inter-Frequency,2026-01-13
TKYO-002-1,TKYO-011-3,5,484.1,3.3,Yes,Inter-Frequency,2026-01-13
TKYO-002-1,TKYO-005-1,6,751.0,6.0,Yes,Inter-Frequency,2026-01-13
TKYO-002-1,TKYO-005-2,7,751.0,-3.8,Yes,Inter-Frequency,2026-01-13
TKYO-002-1,TKYO-005-3,8,751.0,3.7,Yes,Inter-Frequency,2026-01-13
TKYO-002-1,TKYO-009-1,9,760.9,4.2,Yes,Inter-Frequency,2026-01-13
TKYO-002-1,TKYO-009-2,10,760.9,1.0,Yes,Inter-Frequency,2026-01-13
TKYO-002-1,TKYO-009-3,11,760.9,0.0,Yes,Inter-Frequency,2026-01-13
TKYO-002-2,TKYO-002-1,1,0.0,1.5,Yes,Intra-Frequency,2026-01-13
TKYO-002-2,TKYO-002-3,2,0.0,-3.1,Yes,Intra-Frequency,2026-01-13
TKYO-002-2,TKYO-011-1,3,484.1,-3.4,Yes,Inter-Frequency,2026-01-13
TKYO-002-2,TKYO-011-2,4,484.1,5.4,Yes,Inter-Frequency,2026-01-13
TKYO-002-2,TKYO-011-3,5,484.1,1.2,Yes,Inter-Frequency,2026-01-13
TKYO-002-2,TKYO-005-1,6,751.0,2.3,Yes,Inter-Frequency,2026-01-13
TKYO-002-2,TKYO-005-2,7,751.0,-0.1,Yes,Inter-Frequency,2026-01-13
TKYO-002-2,TKYO-005-3,8,751.0,4.6,Yes,Inter-Frequency,2026-01-13
TKYO-002-2,TKYO-009-1,9,760.9,3.6,Yes,Inter-Frequency,2026-01-13
TKYO-002-2,TKYO-009-2,10,760.9,5.9,Yes,Inter-Frequency,2026-01-13
TKYO-002-2,TKYO-009-3,11,760.9,-3.0,Yes,Inter-Frequency,2026-01-13
TKYO-002-3,TKYO-002-1,1,0.0,-1.1,Yes,Intra-Frequency,2026-01-13
TKYO-002-3,TKYO-002-2,2,0.0,-0.5,Yes,Intra-Frequency,2026-01-13
TKYO-002-3,TKYO-011-1,3,484.1,-2.1,Yes,Inter-Frequency,2026-01-13
TKYO-002-3,TKYO-011-2,4,484.1,-4.4,Yes,Inter-Frequency,2026-01-13
TKYO-002-3,TKYO-011-3,5,484.1,-5.5,Yes,Inter-Frequency,2026-01-13
TKYO-002-3,TKYO-005-1,6,751.0,-5.2,Yes,Inter-Frequency,2026-01-13
TKYO-002-3,TKYO-005-2,7,751.0,0.9,Yes,Inter-Frequency,2026-01-13
TKYO-002-3,TKYO-005-3,8,751.0,3.8,Yes,Inter-Frequency,2026-01-13
TKYO-002-3,TKYO-009-1,9,760.9,5.2,Yes,Inter-Frequency,2026-01-13
TKYO-002-3,TKYO-009-2,10,760.9,-4.1,Yes,Inter-Frequency,2026-01-13
TKYO-002-3,TKYO-009-3,11,760.9,-3.5,Yes,Inter-Frequency,2026-01-13
TKYO-002-3,TKYO-013-1,12,893.9,-5.8,Yes,Inter-Frequency,2026-01-13
TKYO-003-1,TKYO-003-2,1,0.0,3.1,Yes,Intra-Frequency,2026-01-13
TKYO-003-1,TKYO-003-3,2,0.0,5.8,Yes,Intra-Frequency,2026-01-13
TKYO-003-1,TKYO-013-1,3,151.1,-1.4,Yes,Intra-Frequency,2026-01-13
TKYO-003-1,TKYO-013-2,4,151.1,3.9,Yes,Intra-Frequency,2026-01-13
TKYO-003-1,TKYO-013-3,5,151.1,3.6,Yes,Intra-Frequency,2026-01-13
TKYO-003-1,TKYO-011-1,6,531.3,-4.9,Yes,Intra-Frequency,2026-01-13
TKYO-003-1,TKYO-011-2,7,531.3,-5.7,Yes,Intra-Frequency,2026-01-13
TKYO-003-1,TKYO-011-3,8,531.3,5.1,Yes,Intra-Frequency,2026-01-13
TKYO-003-2,TKYO-003-1,1,0.0,-4.5,Yes,Intra-Frequency,2026-01-13
TKYO-003-2,TKYO-003-3,2,0.0,-4.3,Yes,Intra-Frequency,2026-01-13
TKYO-003-2,TKYO-013-1,3,151.1,-3.2,Yes,Intra-Frequency,2026-01-13
TKYO-003-2,TKYO-013-2,4,151.1,3.0,Yes,Intra-Frequency,2026-01-13
TKYO-003-2,TKYO-013-3,5,151.1,2.1,Yes,Intra-Frequency,2026-01-13
TKYO-003-2,TKYO-011-1,6,531.3,2.4,Yes,Intra-Frequency,2026-01-13
TKYO-003-2,TKYO-011-2,7,531.3,2.1,Yes,Intra-Frequency,2026-01-13
TKYO-003-2,TKYO-011-3,8,531.3,3.3,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-003-1,1,0.0,-3.8,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-003-2,2,0.0,1.0,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-013-1,3,151.1,5.4,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-013-2,4,151.1,-2.9,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-013-3,5,151.1,1.8,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-011-1,6,531.3,-0.8,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-011-2,7,531.3,4.7,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-011-3,8,531.3,3.3,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-007-1,9,833.5,-1.7,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-007-2,10,833.5,0.8,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-007-3,11,833.5,-2.7,Yes,Intra-Frequency,2026-01-13
TKYO-003-3,TKYO-006-1,12,841.6,-3.3,Yes,Inter-Frequency,2026-01-13
TKYO-003-3,TKYO-006-2,13,841.6,-3.7,Yes,Inter-Frequency,2026-01-13
TKYO-003-3,TKYO-006-3,14,841.6,4.9,Yes,Inter-Frequency,2026-01-13
TKYO-004-1,TKYO-004-2,1,0.0,-2.7,Yes,Intra-Frequency,2026-01-13
TKYO-004-1,TKYO-004-3,2,0.0,3.8,Yes,Intra-Frequency,2026-01-13
TKYO-004-1,TKYO-012-1,3,127.2,5.5,Yes,Intra-Frequency,2026-01-13
TKYO-004-1,TKYO-012-2,4,127.2,-4.3,Yes,Intra-Frequency,2026-01-13
TKYO-004-1,TKYO-012-3,5,127.2,3.2,Yes,Intra-Frequency,2026-01-13
TKYO-004-1,TKYO-001-1,6,246.7,-0.0,Yes,Inter-Frequency,2026-01-13
TKYO-004-1,TKYO-001-2,7,246.7,-5.6,Yes,Inter-Frequency,2026-01-13
TKYO-004-1,TKYO-001-3,8,246.7,2.7,Yes,Inter-Frequency,2026-01-13
TKYO-004-2,TKYO-004-1,1,0.0,-2.2,Yes,Intra-Frequency,2026-01-13
TKYO-004-2,TKYO-004-3,2,0.0,-0.2,Yes,Intra-Frequency,2026-01-13
TKYO-004-2,TKYO-012-1,3,127.2,-5.8,Yes,Intra-Frequency,2026-01-13
TKYO-004-2,TKYO-012-2,4,127.2,4.7,Yes,Intra-Frequency,2026-01-13
TKYO-004-2,TKYO-012-3,5,127.2,2.2,Yes,Intra-Frequency,2026-01-13
TKYO-004-2,TKYO-001-1,6,246.7,-1.4,Yes,Inter-Frequency,2026-01-13
TKYO-004-2,TKYO-001-2,7,246.7,2.3,Yes,Inter-Frequency,2026-01-13
TKYO-004-2,TKYO-001-3,8,246.7,6.0,Yes,Inter-Frequency,2026-01-13
TKYO-004-3,TKYO-004-1,1,0.0,1.8,Yes,Intra-Frequency,2026-01-13
TKYO-004-3,TKYO-004-2,2,0.0,-3.2,Yes,Intra-Frequency,2026-01-13
TKYO-004-3,TKYO-012-1,3,127.2,-4.1,Yes,Intra-Frequency,2026-01-13
TKYO-004-3,TKYO-012-2,4,127.2,5.0,Yes,Intra-Frequency,2026-01-13
TKYO-004-3,TKYO-012-3,5,127.2,0.4,Yes,Intra-Frequency,2026-01-13
TKYO-004-3,TKYO-001-1,6,246.7,4.9,Yes,Inter-Frequency,2026-01-13
TKYO-004-3,TKYO-001-2,7,246.7,-2.8,Yes,Inter-Frequency,2026-01-13
TKYO-004-3,TKYO-001-3,8,246.7,1.0,Yes,Inter-Frequency,2026-01-13
TKYO-004-3,TKYO-016-1,9,429.8,4.1,Yes,Intra-Frequency,2026-01-13
TKYO-004-3,TKYO-016-2,10,429.8,-4.9,Yes,Intra-Frequency,2026-01-13
TKYO-004-3,TKYO-016-3,11,429.8,5.4,Yes,Intra-Frequency,2026-01-13
TKYO-004-3,TKYO-006-1,12,546.2,-3.8,Yes,Intra-Frequency,2026-01-13
TKYO-005-1,TKYO-005-2,1,0.0,-0.6,Yes,Intra-Frequency,2026-01-13
TKYO-005-1,TKYO-005-3,2,0.0,3.4,Yes,Intra-Frequency,2026-01-13
TKYO-005-1,TKYO-009-1,3,306.0,-4.6,Yes,Intra-Frequency,2026-01-13
TKYO-005-1,TKYO-009-2,4,306.0,2.3,Yes,Intra-Frequency,2026-01-13
TKYO-005-1,TKYO-009-3,5,306.0,-0.5,Yes,Intra-Frequency,2026-01-13
TKYO-005-1,TKYO-015-1,6,570.9,4.3,Yes,Intra-Frequency,2026-01-13
TKYO-005-1,TKYO-015-2,7,570.9,0.1,Yes,Intra-Frequency,2026-01-13
TKYO-005-1,TKYO-015-3,8,570.9,0.6,Yes,Intra-Frequency,2026-01-13
TKYO-005-1,TKYO-007-1,9,573.2,-4.5,Yes,Intra-Frequency,2026-01-13
TKYO-005-1,TKYO-007-2,10,573.2,1.7,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-005-1,1,0.0,5.2,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-005-3,2,0.0,4.2,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-009-1,3,306.0,-2.2,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-009-2,4,306.0,-3.8,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-009-3,5,306.0,4.8,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-015-1,6,570.9,-2.5,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-015-2,7,570.9,0.7,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-015-3,8,570.9,2.0,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-007-1,9,573.2,-2.9,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-007-2,10,573.2,-2.1,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-007-3,11,573.2,3.4,Yes,Intra-Frequency,2026-01-13
TKYO-005-2,TKYO-002-1,12,751.0,0.5,Yes,Inter-Frequency,2026-01-13
TKYO-005-3,TKYO-005-1,1,0.0,-3.7,Yes,Intra-Frequency,2026-01-13
TKYO-005-3,TKYO-005-2,2,0.0,-3.9,Yes,Intra-Frequency,2026-01-13
TKYO-005-3,TKYO-009-1,3,306.0,-3.4,Yes,Intra-Frequency,2026-01-13
TKYO-005-3,TKYO-009-2,4,306.0,-0.7,Yes,Intra-Frequency,2026-01-13
TKYO-005-3,TKYO-009-3,5,306.0,-5.7,Yes,Intra-Frequency,2026-01-13
TKYO-005-3,TKYO-015-1,6,570.9,-5.1,Yes,Intra-Frequency,2026-01-13
TKYO-005-3,TKYO-015-2,7,570.9,4.6,Yes,Intra-Frequency,2026-01-13
TKYO-005-3,TKYO-015-3,8,570.9,-0.2,Yes,Intra-Frequency,2026-01-13
TKYO-005-3,TKYO-007-1,9,573.2,-3.2,Yes,Intra-Frequency,2026-01-13
TKYO-005-3,TKYO-007-2,10,573.2,-2.2,Yes,Intra-Frequency,2026-01-13
TKYO-006-1,TKYO-006-2,1,0.0,4.8,Yes,Intra-Frequency,2026-01-13
TKYO-006-1,TKYO-006-3,2,0.0,-2.2,Yes,Intra-Frequency,2026-01-13
TKYO-006-1,TKYO-007-1,3,349.0,3.4,Yes,Inter-Frequency,2026-01-13
TKYO-006-1,TKYO-007-2,4,349.0,1.0,Yes,Inter-Frequency,2026-01-13
TKYO-006-1,TKYO-007-3,5,349.0,0.3,Yes,Inter-Frequency,2026-01-13
TKYO-006-1,TKYO-001-1,6,479.3,3.7,Yes,Inter-Frequency,2026-01-13
TKYO-006-1,TKYO-001-2,7,479.3,-0.8,Yes,Inter-Frequency,2026-01-13
TKYO-006-1,TKYO-001-3,8,479.3,5.1,Yes,Inter-Frequency,2026-01-13
TKYO-006-1,TKYO-015-1,9,487.8,2.7,Yes,Inter-Frequency,2026-01-13
TKYO-006-2,TKYO-006-1,1,0.0,-0.1,Yes,Intra-Frequency,2026-01-13
TKYO-006-2,TKYO-006-3,2,0.0,-1.8,Yes,Intra-Frequency,2026-01-13
TKYO-006-2,TKYO-007-1,3,349.0,5.2,Yes,Inter-Frequency,2026-01-13
TKYO-006-2,TKYO-007-2,4,349.0,-4.1,Yes,Inter-Frequency,2026-01-13
TKYO-006-2,TKYO-007-3,5,349.0,-3.3,Yes,Inter-Frequency,2026-01-13
TKYO-006-2,TKYO-001-1,6,479.3,-2.0,Yes,Inter-Frequency,2026-01-13
TKYO-006-2,TKYO-001-2,7,479.3,2.0,Yes,Inter-Frequency,2026-01-13
TKYO-006-2,TKYO-001-3,8,479.3,5.8,Yes,Inter-Frequency,2026-01-13
TKYO-006-2,TKYO-015-1,9,487.8,5.6,Yes,Inter-Frequency,2026-01-13
TKYO-006-2,TKYO-015-2,10,487.8,-2.9,Yes,Inter-Frequency,2026-01-13
TKYO-006-2,TKYO-015-3,11,487.8,-5.6,Yes,Inter-Frequency,2026-01-13
TKYO-006-3,TKYO-006-1,1,0.0,-3.5,Yes,Intra-Frequency,2026-01-13
TKYO-006-3,TKYO-006-2,2,0.0,4.5,Yes,Intra-Frequency,2026-01-13
TKYO-006-3,TKYO-007-1,3,349.0,-5.2,Yes,Inter-Frequency,2026-01-13
TKYO-006-3,TKYO-007-2,4,349.0,4.5,Yes,Inter-Frequency,2026-01-13
TKYO-006-3,TKYO-007-3,5,349.0,6.0,Yes,Inter-Frequency,2026-01-13
TKYO-006-3,TKYO-001-1,6,479.3,2.4,Yes,Inter-Frequency,2026-01-13
TKYO-006-3,TKYO-001-2,7,479.3,-2.5,Yes,Inter-Frequency,2026-01-13
TKYO-006-3,TKYO-001-3,8,479.3,5.4,Yes,Inter-Frequency,2026-01-13
TKYO-006-3,TKYO-015-1,9,487.8,3.6,Yes,Inter-Frequency,2026-01-13
TKYO-006-3,TKYO-015-2,10,487.8,-1.0,Yes,Inter-Frequency,2026-01-13
TKYO-006-3,TKYO-015-3,11,487.8,3.1,Yes,Inter-Frequency,2026-01-13
TKYO-006-3,TKYO-004-1,12,546.2,-1.8,Yes,Intra-Frequency,2026-01-13
TKYO-007-1,TKYO-007-2,1,0.0,5.4,Yes,Intra-Frequency,2026-01-13
TKYO-007-1,TKYO-007-3,2,0.0,-6.0,Yes,Intra-Frequency,2026-01-13
TKYO-007-1,TKYO-015-1,3,222.0,0.2,Yes,Intra-Frequency,2026-01-13
TKYO-007-1,TKYO-015-2,4,222.0,2.8,Yes,Intra-Frequency,2026-01-13
TKYO-007-1,TKYO-015-3,5,222.0,0.3,Yes,Intra-Frequency,2026-01-13
TKYO-007-1,TKYO-006-1,6,349.0,0.1,Yes,Inter-Frequency,2026-01-13
TKYO-007-1,TKYO-006-2,7,349.0,-5.4,Yes,Inter-Frequency,2026-01-13
TKYO-007-1,TKYO-006-3,8,349.0,-5.9,Yes,Inter-Frequency,2026-01-13
TKYO-007-1,TKYO-005-1,9,573.2,-0.5,Yes,Intra-Frequency,2026-01-13
TKYO-007-1,TKYO-005-2,10,573.2,-3.6,Yes,Intra-Frequency,2026-01-13
TKYO-007-1,TKYO-005-3,11,573.2,0.3,Yes,Intra-Frequency,2026-01-13
TKYO-007-2,TKYO-007-1,1,0.0,3.3,Yes,Intra-Frequency,2026-01-13
TKYO-007-2,TKYO-007-3,2,0.0,3.0,Yes,Intra-Frequency,2026-01-13
TKYO-007-2,TKYO-015-1,3,222.0,0.7,Yes,Intra-Frequency,2026-01-13
TKYO-007-2,TKYO-015-2,4,222.0,5.3,Yes,Intra-Frequency,2026-01-13
TKYO-007-2,TKYO-015-3,5,222.0,3.6,Yes,Intra-Frequency,2026-01-13
TKYO-007-2,TKYO-006-1,6,349.0,3.6,Yes,Inter-Frequency,2026-01-13
TKYO-007-2,TKYO-006-2,7,349.0,-0.3,Yes,Inter-Frequency,2026-01-13
TKYO-007-2,TKYO-006-3,8,349.0,-0.1,Yes,Inter-Frequency,2026-01-13
TKYO-007-2,TKYO-005-1,9,573.2,-4.0,Yes,Intra-Frequency,2026-01-13
TKYO-007-2,TKYO-005-2,10,573.2,-0.2,Yes,Intra-Frequency,2026-01-13
TKYO-007-3,TKYO-007-1,1,0.0,-3.0,Yes,Intra-Frequency,2026-01-13
TKYO-007-3,TKYO-007-2,2,0.0,-4.2,Yes,Intra-Frequency,2026-01-13
TKYO-007-3,TKYO-015-1,3,222.0,4.4,Yes,Intra-Frequency,2026-01-13
TKYO-007-3,TKYO-015-2,4,222.0,-4.9,Yes,Intra-Frequency,2026-01-13
TKYO-007-3,TKYO-015-3,5,222.0,-4.9,Yes,Intra-Frequency,2026-01-13
TKYO-007-3,TKYO-006-1,6,349.0,-0.0,Yes,Inter-Frequency,2026-01-13
TKYO-007-3,TKYO-006-2,7,349.0,-5.2,Yes,Inter-Frequency,2026-01-13
TKYO-007-3,TKYO-006-3,8,349.0,2.6,Yes,Inter-Frequency,2026-01-13
TKYO-008-1,TKYO-008-2,1,0.0,4.2,Yes,Intra-Frequency,2026-01-13
TKYO-008-1,TKYO-008-3,2,0.0,-1.7,Yes,Intra-Frequency,2026-01-13
TKYO-008-1,TKYO-010-1,3,820.7,0.8,Yes,Intra-Frequency,2026-01-13
TKYO-008-1,TKYO-010-2,4,820.7,5.4,Yes,Intra-Frequency,2026-01-13
TKYO-008-1,TKYO-010-3,5,820.7,-0.6,Yes,Intra-Frequency,2026-01-13
TKYO-008-1,TKYO-014-1,6,842.3,4.3,Yes,Intra-Frequency,2026-01-13
TKYO-008-1,TKYO-014-2,7,842.3,3.6,Yes,Intra-Frequency,2026-01-13
TKYO-008-1,TKYO-014-3,8,842.3,6.0,Yes,Intra-Frequency,2026-01-13
TKYO-008-1,TKYO-009-1,9,1460.4,1.7,Yes,Inter-Frequency,2026-01-13
TKYO-008-1,TKYO-009-2,10,1460.4,5.3,Yes,Inter-Frequency,2026-01-13
TKYO-008-1,TKYO-009-3,11,1460.4,-2.4,Yes,Inter-Frequency,2026-01-13
TKYO-008-1,TKYO-015-1,12,1532.8,-2.5,Yes,Inter-Frequency,2026-01-13
TKYO-008-2,TKYO-008-1,1,0.0,1.7,Yes,Intra-Frequency,2026-01-13
TKYO-008-2,TKYO-008-3,2,0.0,-1.8,Yes,Intra-Frequency,2026-01-13
TKYO-008-2,TKYO-010-1,3,820.7,1.1,Yes,Intra-Frequency,2026-01-13
TKYO-008-2,TKYO-010-2,4,820.7,-2.0,Yes,Intra-Frequency,2026-01-13
TKYO-008-2,TKYO-010-3,5,820.7,3.1,Yes,Intra-Frequency,2026-01-13
TKYO-008-2,TKYO-014-1,6,842.3,5.1,Yes,Intra-Frequency,2026-01-13
TKYO-008-2,TKYO-014-2,7,842.3,-0.1,Yes,Intra-Frequency,2026-01-13
TKYO-008-2,TKYO-014-3,8,842.3,-3.3,Yes,Intra-Frequency,2026-01-13
TKYO-008-2,TKYO-009-1,9,1460.4,-4.6,Yes,Inter-Frequency,2026-01-13
TKYO-008-2,TKYO-009-2,10,1460.4,-0.7,Yes,Inter-Frequency,2026-01-13
TKYO-008-2,TKYO-009-3,11,1460.4,2.8,Yes,Inter-Frequency,2026-01-13
TKYO-008-3,TKYO-008-1,1,0.0,-0.0,Yes,Intra-Frequency,2026-01-13
TKYO-008-3,TKYO-008-2,2,0.0,0.4,Yes,Intra-Frequency,2026-01-13
TKYO-008-3,TKYO-010-1,3,820.7,1.1,Yes,Intra-Frequency,2026-01-13
TKYO-008-3,TKYO-010-2,4,820.7,5.4,Yes,Intra-Frequency,2026-01-13
TKYO-008-3,TKYO-010-3,5,820.7,1.6,Yes,Intra-Frequency,2026-01-13
TKYO-008-3,TKYO-014-1,6,842.3,-2.2,Yes,Intra-Frequency,2026-01-13
TKYO-008-3,TKYO-014-2,7,842.3,1.4,Yes,Intra-Frequency,2026-01-13
TKYO-008-3,TKYO-014-3,8,842.3,-4.7,Yes,Intra-Frequency,2026-01-13
TKYO-008-3,TKYO-009-1,9,1460.4,-0.8,Yes,Inter-Frequency,2026-01-13
TKYO-009-1,TKYO-009-2,1,0.0,-3.4,Yes,Intra-Frequency,2026-01-13
TKYO-009-1,TKYO-009-3,2,0.0,5.4,Yes,Intra-Frequency,2026-01-13
TKYO-009-1,TKYO-005-1,3,306.0,4.0,Yes,Intra-Frequency,2026-01-13
TKYO-009-1,TKYO-005-2,4,306.0,-2.9,Yes,Intra-Frequency,2026-01-13
TKYO-009-1,TKYO-005-3,5,306.0,1.7,Yes,Intra-Frequency,2026-01-13
TKYO-009-1,TKYO-002-1,6,760.9,-4.7,Yes,Inter-Frequency,2026-01-13
TKYO-009-1,TKYO-002-2,7,760.9,-4.8,Yes,Inter-Frequency,2026-01-13
TKYO-009-1,TKYO-002-3,8,760.9,-1.4,Yes,Inter-Frequency,2026-01-13
TKYO-009-1,TKYO-015-1,9,806.4,2.2,Yes,Intra-Frequency,2026-01-13
TKYO-009-1,TKYO-015-2,10,806.4,3.6,Yes,Intra-Frequency,2026-01-13
TKYO-009-1,TKYO-015-3,11,806.4,4.7,Yes,Intra-Frequency,2026-01-13
TKYO-009-1,TKYO-007-1,12,858.3,-5.4,Yes,Intra-Frequency,2026-01-13
TKYO-009-1,TKYO-007-2,13,858.3,5.8,Yes,Intra-Frequency,2026-01-13
TKYO-009-2,TKYO-009-1,1,0.0,-2.5,Yes,Intra-Frequency,2026-01-13
TKYO-009-2,TKYO-009-3,2,0.0,-3.6,Yes,Intra-Frequency,2026-01-13
TKYO-009-2,TKYO-005-1,3,306.0,5.1,Yes,Intra-Frequency,2026-01-13
TKYO-009-2,TKYO-005-2,4,306.0,-0.7,Yes,Intra-Frequency,2026-01-13
TKYO-009-2,TKYO-005-3,5,306.0,-5.5,Yes,Intra-Frequency,2026-01-13
TKYO-009-2,TKYO-002-1,6,760.9,-4.2,Yes,Inter-Frequency,2026-01-13
TKYO-009-2,TKYO-002-2,7,760.9,-2.7,Yes,Inter-Frequency,2026-01-13
TKYO-009-2,TKYO-002-3,8,760.9,4.7,Yes,Inter-Frequency,2026-01-13
TKYO-009-2,TKYO-015-1,9,806.4,4.3,Yes,Intra-Frequency,2026-01-13
TKYO-009-2,TKYO-015-2,10,806.4,2.0,Yes,Intra-Frequency,2026-01-13
TKYO-009-2,TKYO-015-3,11,806.4,3.5,Yes,Intra-Frequency,2026-01-13
TKYO-009-2,TKYO-007-1,12,858.3,-3.5,Yes,Intra-Frequency,2026-01-13
TKYO-009-2,TKYO-007-2,13,858.3,4.4,Yes,Intra-Frequency,2026-01-13
TKYO-009-3,TKYO-009-1,1,0.0,-0.5,Yes,Intra-Frequency,2026-01-13
TKYO-009-3,TKYO-009-2,2,0.0,-5.9,Yes,Intra-Frequency,2026-01-13
TKYO-009-3,TKYO-005-1,3,306.0,-3.1,Yes,Intra-Frequency,2026-01-13
TKYO-009-3,TKYO-005-2,4,306.0,3.9,Yes,Intra-Frequency,2026-01-13
TKYO-009-3,TKYO-005-3,5,306.0,-4.9,Yes,Intra-Frequency,2026-01-13
TKYO-009-3,TKYO-002-1,6,760.9,-0.5,Yes,Inter-Frequency,2026-01-13
TKYO-009-3,TKYO-002-2,7,760.9,0.3,Yes,Inter-Frequency,2026-01-13
TKYO-009-3,TKYO-002-3,8,760.9,-2.6,Yes,Inter-Frequency,2026-01-13
TKYO-009-3,TKYO-015-1,9,806.4,3.4,Yes,Intra-Frequency,2026-01-13
