serving_cell,neighbor_cell,neighbor_rank,distance_m,cell_individual_offset_dB,handover_allowed,relation_type,last_updated
RJPN-002-2,RJPN-007-1,3,2106.7,-4.2,Yes,Inter-Frequency,2026-01-13
RJPN-002-2,RJPN-007-2,4,2106.7,-4.7,Yes,Inter-Frequency,2026-01-13
RJPN-002-2,RJPN-007-3,5,2106.7,1.7,Yes,Inter-Frequency,2026-01-13
RJPN-002-2,RJPN-011-1,6,2171.9,5.0,Yes,Inter-Frequency,2026-01-13
RJPN-002-2,RJPN-011-2,7,2171.9,5.1,Yes,Inter-Frequency,2026-01-13
RJPN-002-2,RJPN-011-3,8,2171.9,2.2,Yes,Inter-Frequency,2026-01-13
RJPN-002-3,RJPN-002-1,1,0.0,-4.2,Yes,Intra-Frequency,2026-01-13
RJPN-002-3,RJPN-002-2,2,0.0,2.7,Yes,Intra-Frequency,2026-01-13
RJPN-002-3,RJPN-007-1,3,2106.7,-0.1,Yes,Inter-Frequency,2026-01-13
RJPN-002-3,RJPN-007-2,4,2106.7,-0.6,Yes,Inter-Frequency,2026-01-13
RJPN-002-3,RJPN-007-3,5,2106.7,2.2,Yes,Inter-Frequency,2026-01-13
RJPN-002-3,RJPN-011-1,6,2171.9,-3.1,Yes,Inter-Frequency,2026-01-13
RJPN-002-3,RJPN-011-2,7,2171.9,-3.3,Yes,Inter-Frequency,2026-01-13
RJPN-002-3,RJPN-011-3,8,2171.9,2.3,Yes,Inter-Frequency,2026-01-13
RJPN-003-1,RJPN-003-2,1,0.0,-3.3,Yes,Intra-Frequency,2026-01-13
RJPN-003-1,RJPN-003-3,2,0.0,-5.0,Yes,Intra-Frequency,2026-01-13
RJPN-003-1,RJPN-009-1,3,2280.1,2.5,Yes,Intra-Frequency,2026-01-13
RJPN-003-1,RJPN-009-2,4,2280.1,-1.6,Yes,Intra-Frequency,2026-01-13
RJPN-003-1,RJPN-009-3,5,2280.1,1.4,Yes,Intra-Frequency,2026-01-13
RJPN-003-1,RJPN-005-1,6,2583.4,4.4,Yes,Intra-Frequency,2026-01-13
RJPN-003-1,RJPN-005-2,7,2583.4,-3.7,Yes,Intra-Frequency,2026-01-13
RJPN-003-1,RJPN-005-3,8,2583.4,-2.5,Yes,Intra-Frequency,2026-01-13
RJPN-003-1,RJPN-007-1,9,4355.4,3.5,Yes,Intra-Frequency,2026-01-13
RJPN-003-1,RJPN-007-2,10,4355.4,5.9,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-003-1,1,0.0,1.6,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-003-3,2,0.0,-2.2,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-009-1,3,2280.1,3.3,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-009-2,4,2280.1,-0.3,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-009-3,5,2280.1,0.5,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-005-1,6,2583.4,-5.2,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-005-2,7,2583.4,4.3,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-005-3,8,2583.4,-4.2,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-007-1,9,4355.4,-2.4,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-007-2,10,4355.4,4.5,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-007-3,11,4355.4,5.0,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-001-1,12,5578.7,4.4,Yes,Intra-Frequency,2026-01-13
RJPN-003-2,RJPN-001-2,13,5578.7,4.0,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-003-1,1,0.0,-5.4,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-003-2,2,0.0,-1.9,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-009-1,3,2280.1,-4.1,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-009-2,4,2280.1,-5.5,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-009-3,5,2280.1,5.8,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-005-1,6,2583.4,1.2,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-005-2,7,2583.4,1.6,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-005-3,8,2583.4,-5.6,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-007-1,9,4355.4,-0.2,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-007-2,10,4355.4,-1.7,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-007-3,11,4355.4,5.9,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-001-1,12,5578.7,-1.0,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-001-2,13,5578.7,-3.6,Yes,Intra-Frequency,2026-01-13
RJPN-003-3,RJPN-001-3,14,5578.7,2.1,Yes,Intra-Frequency,2026-01-13
RJPN-004-1,RJPN-004-2,1,0.0,3.4,Yes,Intra-Frequency,2026-01-13
RJPN-004-1,RJPN-004-3,2,0.0,4.4,Yes,Intra-Frequency,2026-01-13
RJPN-004-1,RJPN-006-1,3,3816.5,-0.6,Yes,Intra-Frequency,2026-01-13
RJPN-004-1,RJPN-006-2,4,3816.5,-5.2,Yes,Intra-Frequency,2026-01-13
RJPN-004-1,RJPN-006-3,5,3816.5,-0.9,Yes,Intra-Frequency,2026-01-13
RJPN-004-1,RJPN-011-1,6,6296.2,2.6,Yes,Inter-Frequency,2026-01-13
RJPN-004-1,RJPN-011-2,7,6296.2,3.4,Yes,Inter-Frequency,2026-01-13
RJPN-004-1,RJPN-011-3,8,6296.2,-2.8,Yes,Inter-Frequency,2026-01-13
RJPN-004-1,RJPN-008-1,9,6323.1,-5.0,Yes,Intra-Frequency,2026-01-13
RJPN-004-1,RJPN-008-2,10,6323.1,-2.0,Yes,Intra-Frequency,2026-01-13
RJPN-004-1,RJPN-008-3,11,6323.1,0.3,Yes,Intra-Frequency,2026-01-13
RJPN-004-2,RJPN-004-1,1,0.0,-0.6,Yes,Intra-Frequency,2026-01-13
RJPN-004-2,RJPN-004-3,2,0.0,-4.0,Yes,Intra-Frequency,2026-01-13
RJPN-004-2,RJPN-006-1,3,3816.5,-4.1,Yes,Intra-Frequency,2026-01-13
RJPN-004-2,RJPN-006-2,4,3816.5,-4.4,Yes,Intra-Frequency,2026-01-13
RJPN-004-2,RJPN-006-3,5,3816.5,-1.6,Yes,Intra-Frequency,2026-01-13
RJPN-004-2,RJPN-011-1,6,6296.2,4.1,Yes,Inter-Frequency,2026-01-13
RJPN-004-2,RJPN-011-2,7,6296.2,2.4,Yes,Inter-Frequency,2026-01-13
RJPN-004-2,RJPN-011-3,8,6296.2,5.3,Yes,Inter-Frequency,2026-01-13
RJPN-004-2,RJPN-008-1,9,6323.1,-2.1,Yes,Intra-Frequency,2026-01-13
RJPN-004-2,RJPN-008-2,10,6323.1,-4.0,Yes,Intra-Frequency,2026-01-13
RJPN-004-2,RJPN-008-3,11,6323.1,1.0,Yes,Intra-Frequency,2026-01-13
RJPN-004-2,RJPN-002-1,12,7224.2,-3.3,Yes,Intra-Frequency,2026-01-13
RJPN-004-3,RJPN-004-1,1,0.0,3.4,Yes,Intra-Frequency,2026-01-13
RJPN-004-3,RJPN-004-2,2,0.0,-3.6,Yes,Intra-Frequency,2026-01-13
RJPN-004-3,RJPN-006-1,3,3816.5,-5.7,Yes,Intra-Frequency,2026-01-13
RJPN-004-3,RJPN-006-2,4,3816.5,-3.0,Yes,Intra-Frequency,2026-01-13
RJPN-004-3,RJPN-006-3,5,3816.5,1.3,Yes,Intra-Frequency,2026-01-13
RJPN-004-3,RJPN-011-1,6,6296.2,-4.0,Yes,Inter-Frequency,2026-01-13
RJPN-004-3,RJPN-011-2,7,6296.2,1.2,Yes,Inter-Frequency,2026-01-13
RJPN-004-3,RJPN-011-3,8,6296.2,4.4,Yes,Inter-Frequency,2026-01-13
RJPN-004-3,RJPN-008-1,9,6323.1,-5.8,Yes,Intra-Frequency,2026-01-13
RJPN-004-3,RJPN-008-2,10,6323.1,4.8,Yes,Intra-Frequency,2026-01-13
RJPN-004-3,RJPN-008-3,11,6323.1,2.2,Yes,Intra-Frequency,2026-01-13
RJPN-004-3,RJPN-002-1,12,7224.2,4.0,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-005-2,1,0.0,-5.6,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-005-3,2,0.0,3.7,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-007-1,3,1850.9,-2.4,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-007-2,4,1850.9,-0.3,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-007-3,5,1850.9,3.7,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-009-1,6,2406.5,3.7,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-009-2,7,2406.5,-4.5,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-009-3,8,2406.5,-3.3,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-003-1,9,2583.4,-2.4,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-003-2,10,2583.4,-3.1,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-003-3,11,2583.4,-0.2,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-001-1,12,3431.2,-5.0,Yes,Intra-Frequency,2026-01-13
RJPN-005-1,RJPN-001-2,13,3431.2,-5.5,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-005-1,1,0.0,4.6,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-005-3,2,0.0,-0.0,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-007-1,3,1850.9,-2.6,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-007-2,4,1850.9,4.3,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-007-3,5,1850.9,3.2,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-009-1,6,2406.5,3.0,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-009-2,7,2406.5,5.8,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-009-3,8,2406.5,-0.6,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-003-1,9,2583.4,1.4,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-003-2,10,2583.4,-5.9,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-003-3,11,2583.4,-1.4,Yes,Intra-Frequency,2026-01-13
RJPN-005-2,RJPN-001-1,12,3431.2,-5.1,Yes,Intra-Frequency,2026-01-13
RJPN-005-3,RJPN-005-1,1,0.0,1.4,Yes,Intra-Frequency,2026-01-13
RJPN-005-3,RJPN-005-2,2,0.0,-1.9,Yes,Intra-Frequency,2026-01-13
RJPN-005-3,RJPN-007-1,3,1850.9,-5.5,Yes,Intra-Frequency,2026-01-13
RJPN-005-3,RJPN-007-2,4,1850.9,3.4,Yes,Intra-Frequency,2026-01-13
RJPN-005-3,RJPN-007-3,5,1850.9,-2.6,Yes,Intra-Frequency,2026-01-13
RJPN-005-3,RJPN-009-1,6,2406.5,1.4,Yes,Intra-Frequency,2026-01-13
RJPN-005-3,RJPN-009-2,7,2406.5,4.0,Yes,Intra-Frequency,2026-01-13
RJPN-005-3,RJPN-009-3,8,2406.5,5.7,Yes,Intra-Frequency,2026-01-13
RJPN-006-1,RJPN-006-2,1,0.0,0.1,Yes,Intra-Frequency,2026-01-13
RJPN-006-1,RJPN-006-3,2,0.0,-0.9,Yes,Intra-Frequency,2026-01-13
RJPN-006-1,RJPN-008-1,3,2575.6,-0.8,Yes,Intra-Frequency,2026-01-13
RJPN-006-1,RJPN-008-2,4,2575.6,2.2,Yes,Intra-Frequency,2026-01-13
RJPN-006-1,RJPN-008-3,5,2575.6,5.4,Yes,Intra-Frequency,2026-01-13
RJPN-006-1,RJPN-011-1,6,2671.6,-4.9,Yes,Inter-Frequency,2026-01-13
RJPN-006-1,RJPN-011-2,7,2671.6,5.1,Yes,Inter-Frequency,2026-01-13
RJPN-006-1,RJPN-011-3,8,2671.6,2.6,Yes,Inter-Frequency,2026-01-13
RJPN-006-1,RJPN-004-1,9,3816.5,3.3,Yes,Intra-Frequency,2026-01-13
RJPN-006-1,RJPN-004-2,10,3816.5,2.7,Yes,Intra-Frequency,2026-01-13
RJPN-006-1,RJPN-004-3,11,3816.5,-1.5,Yes,Intra-Frequency,2026-01-13
RJPN-006-1,RJPN-002-1,12,4270.9,-4.2,Yes,Intra-Frequency,2026-01-13
RJPN-006-2,RJPN-006-1,1,0.0,-2.3,Yes,Intra-Frequency,2026-01-13
RJPN-006-2,RJPN-006-3,2,0.0,5.2,Yes,Intra-Frequency,2026-01-13
RJPN-006-2,RJPN-008-1,3,2575.6,-5.9,Yes,Intra-Frequency,2026-01-13
RJPN-006-2,RJPN-008-2,4,2575.6,3.9,Yes,Intra-Frequency,2026-01-13
RJPN-006-2,RJPN-008-3,5,2575.6,4.2,Yes,Intra-Frequency,2026-01-13
RJPN-006-2,RJPN-011-1,6,2671.6,-2.8,Yes,Inter-Frequency,2026-01-13
RJPN-006-2,RJPN-011-2,7,2671.6,-5.5,Yes,Inter-Frequency,2026-01-13
RJPN-006-2,RJPN-011-3,8,2671.6,0.5,Yes,Inter-Frequency,2026-01-13
RJPN-006-2,RJPN-004-1,9,3816.5,-1.9,Yes,Intra-Frequency,2026-01-13
RJPN-006-2,RJPN-004-2,10,3816.5,2.0,Yes,Intra-Frequency,2026-01-13
RJPN-006-3,RJPN-006-1,1,0.0,-4.6,Yes,Intra-Frequency,2026-01-13
RJPN-006-3,RJPN-006-2,2,0.0,2.7,Yes,Intra-Frequency,2026-01-13
RJPN-006-3,RJPN-008-1,3,2575.6,5.3,Yes,Intra-Frequency,2026-01-13
RJPN-006-3,RJPN-008-2,4,2575.6,-2.7,Yes,Intra-Frequency,2026-01-13
RJPN-006-3,RJPN-008-3,5,2575.6,-4.2,Yes,Intra-Frequency,2026-01-13
RJPN-006-3,RJPN-011-1,6,2671.6,1.1,Yes,Inter-Frequency,2026-01-13
RJPN-006-3,RJPN-011-2,7,2671.6,-1.6,Yes,Inter-Frequency,2026-01-13
RJPN-006-3,RJPN-011-3,8,2671.6,-3.0,Yes,Inter-Frequency,2026-01-13
RJPN-006-3,RJPN-004-1,9,3816.5,2.9,Yes,Intra-Frequency,2026-01-13
RJPN-007-1,RJPN-007-2,1,0.0,-5.6,Yes,Intra-Frequency,2026-01-13
RJPN-007-1,RJPN-007-3,2,0.0,1.7,Yes,Intra-Frequency,2026-01-13
RJPN-007-1,RJPN-005-1,3,1850.9,1.7,Yes,Intra-Frequency,2026-01-13
RJPN-007-1,RJPN-005-2,4,1850.9,3.9,Yes,Intra-Frequency,2026-01-13
RJPN-007-1,RJPN-005-3,5,1850.9,-4.3,Yes,Intra-Frequency,2026-01-13
RJPN-007-1,RJPN-002-1,6,2106.7,-4.7,Yes,Inter-Frequency,2026-01-13
RJPN-007-1,RJPN-002-2,7,2106.7,5.8,Yes,Inter-Frequency,2026-01-13
RJPN-007-1,RJPN-002-3,8,2106.7,3.4,Yes,Inter-Frequency,2026-01-13
RJPN-007-1,RJPN-001-1,9,3178.1,-4.8,Yes,Intra-Frequency,2026-01-13
RJPN-007-1,RJPN-001-2,10,3178.1,-5.3,Yes,Intra-Frequency,2026-01-13
RJPN-007-1,RJPN-001-3,11,3178.1,-5.1,Yes,Intra-Frequency,2026-01-13
RJPN-007-2,RJPN-007-1,1,0.0,5.0,Yes,Intra-Frequency,2026-01-13
RJPN-007-2,RJPN-007-3,2,0.0,-0.6,Yes,Intra-Frequency,2026-01-13
RJPN-007-2,RJPN-005-1,3,1850.9,-5.5,Yes,Intra-Frequency,2026-01-13
RJPN-007-2,RJPN-005-2,4,1850.9,3.9,Yes,Intra-Frequency,2026-01-13
RJPN-007-2,RJPN-005-3,5,1850.9,-4.8,Yes,Intra-Frequency,2026-01-13
RJPN-007-2,RJPN-002-1,6,2106.7,3.5,Yes,Inter-Frequency,2026-01-13
RJPN-007-2,RJPN-002-2,7,2106.7,-5.2,Yes,Inter-Frequency,2026-01-13
RJPN-007-2,RJPN-002-3,8,2106.7,5.2,Yes,Inter-Frequency,2026-01-13
RJPN-007-2,RJPN-001-1,9,3178.1,4.1,Yes,Intra-Frequency,2026-01-13
RJPN-007-2,RJPN-001-2,10,3178.1,-0.9,Yes,Intra-Frequency,2026-01-13
RJPN-007-3,RJPN-007-1,1,0.0,1.3,Yes,Intra-Frequency,2026-01-13
RJPN-007-3,RJPN-007-2,2,0.0,-0.8,Yes,Intra-Frequency,2026-01-13
RJPN-007-3,RJPN-005-1,3,1850.9,-0.0,Yes,Intra-Frequency,2026-01-13
RJPN-007-3,RJPN-005-2,4,1850.9,-4.6,Yes,Intra-Frequency,2026-01-13
RJPN-007-3,RJPN-005-3,5,1850.9,-3.3,Yes,Intra-Frequency,2026-01-13
RJPN-007-3,RJPN-002-1,6,2106.7,-2.0,Yes,Inter-Frequency,2026-01-13
RJPN-007-3,RJPN-002-2,7,2106.7,3.9,Yes,Inter-Frequency,2026-01-13
RJPN-007-3,RJPN-002-3,8,2106.7,5.9,Yes,Inter-Frequency,2026-01-13
RJPN-007-3,RJPN-001-1,9,3178.1,4.5,Yes,Intra-Frequency,2026-01-13
RJPN-007-3,RJPN-001-2,10,3178.1,-1.0,Yes,Intra-Frequency,2026-01-13
RJPN-007-3,RJPN-001-3,11,3178.1,4.5,Yes,Intra-Frequency,2026-01-13
RJPN-007-3,RJPN-011-1,12,3198.7,-4.4,Yes,Intra-Frequency,2026-01-13
RJPN-007-3,RJPN-011-2,13,3198.7,-3.5,Yes,Intra-Frequency,2026-01-13
RJPN-007-3,RJPN-011-3,14,3198.7,-4.6,Yes,Intra-Frequency,2026-01-13
RJPN-008-1,RJPN-008-2,1,0.0,-4.3,Yes,Intra-Frequency,2026-01-13
RJPN-008-1,RJPN-008-3,2,0.0,4.3,Yes,Intra-Frequency,2026-01-13
RJPN-008-1,RJPN-011-1,3,521.5,5.7,Yes,Inter-Frequency,2026-01-13
RJPN-008-1,RJPN-011-2,4,521.5,0.7,Yes,Inter-Frequency,2026-01-13
RJPN-008-1,RJPN-011-3,5,521.5,-4.0,Yes,Inter-Frequency,2026-01-13
RJPN-008-1,RJPN-006-1,6,2575.6,3.2,Yes,Intra-Frequency,2026-01-13
RJPN-008-1,RJPN-006-2,7,2575.6,-3.0,Yes,Intra-Frequency,2026-01-13
RJPN-008-1,RJPN-006-3,8,2575.6,2.9,Yes,Intra-Frequency,2026-01-13
RJPN-008-1,RJPN-002-1,9,2674.5,3.5,Yes,Intra-Frequency,2026-01-13
RJPN-008-2,RJPN-008-1,1,0.0,2.2,Yes,Intra-Frequency,2026-01-13
RJPN-008-2,RJPN-008-3,2,0.0,-2.6,Yes,Intra-Frequency,2026-01-13
RJPN-008-2,RJPN-011-1,3,521.5,0.3,Yes,Inter-Frequency,2026-01-13
RJPN-008-2,RJPN-011-2,4,521.5,-1.7,Yes,Inter-Frequency,2026-01-13
RJPN-008-2,RJPN-011-3,5,521.5,3.4,Yes,Inter-Frequency,2026-01-13
RJPN-008-2,RJPN-006-1,6,2575.6,-5.3,Yes,Intra-Frequency,2026-01-13
RJPN-008-2,RJPN-006-2,7,2575.6,-0.4,Yes,Intra-Frequency,2026-01-13
RJPN-008-2,RJPN-006-3,8,2575.6,-0.9,Yes,Intra-Frequency,2026-01-13
RJPN-008-2,RJPN-002-1,9,2674.5,-5.5,Yes,Intra-Frequency,2026-01-13
RJPN-008-2,RJPN-002-2,10,2674.5,3.2,Yes,Intra-Frequency,2026-01-13
RJPN-008-2,RJPN-002-3,11,2674.5,-2.5,Yes,Intra-Frequency,2026-01-13
RJPN-008-2,RJPN-007-1,12,3502.6,-2.1,Yes,Inter-Frequency,2026-01-13
RJPN-008-3,RJPN-008-1,1,0.0,3.4,Yes,Intra-Frequency,2026-01-13
RJPN-008-3,RJPN-008-2,2,0.0,1.5,Yes,Intra-Frequency,2026-01-13
RJPN-008-3,RJPN-011-1,3,521.5,-4.4,Yes,Inter-Frequency,2026-01-13
RJPN-008-3,RJPN-011-2,4,521.5,-5.8,Yes,Inter-Frequency,2026-01-13
RJPN-008-3,RJPN-011-3,5,521.5,-4.2,Yes,Inter-Frequency,2026-01-13
RJPN-008-3,RJPN-006-1,6,2575.6,1.9,Yes,Intra-Frequency,2026-01-13
RJPN-008-3,RJPN-006-2,7,2575.6,-3.8,Yes,Intra-Frequency,2026-01-13
RJPN-008-3,RJPN-006-3,8,2575.6,-5.5,Yes,Intra-Frequency,2026-01-13
RJPN-008-3,RJPN-002-1,9,2674.5,-2.9,Yes,Intra-Frequency,2026-01-13
RJPN-008-3,RJPN-002-2,10,2674.5,5.7,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-009-2,1,0.0,-5.0,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-009-3,2,0.0,3.0,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-003-1,3,2280.1,-5.8,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-003-2,4,2280.1,-5.0,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-003-3,5,2280.1,-1.3,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-005-1,6,2406.5,-4.9,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-005-2,7,2406.5,-5.1,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-005-3,8,2406.5,-2.1,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-007-1,9,3367.6,0.9,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-007-2,10,3367.6,-3.2,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-007-3,11,3367.6,-0.8,Yes,Intra-Frequency,2026-01-13
RJPN-009-1,RJPN-008-1,12,4889.2,5.4,Yes,Inter-Frequency,2026-01-13
RJPN-009-2,RJPN-009-1,1,0.0,-3.6,Yes,Intra-Frequency,2026-01-13
RJPN-009-2,RJPN-009-3,2,0.0,3.9,Yes,Intra-Frequency,2026-01-13
RJPN-009-2,RJPN-003-1,3,2280.1,-3.0,Yes,Intra-Frequency,2026-01-13
RJPN-009-2,RJPN-003-2,4,2280.1,-4.1,Yes,Intra-Frequency,2026-01-13
RJPN-009-2,RJPN-003-3,5,2280.1,-4.6,Yes,Intra-Frequency,2026-01-13
RJPN-009-2,RJPN-005-1,6,2406.5,-3.2,Yes,Intra-Frequency,2026-01-13
RJPN-009-2,RJPN-005-2,7,2406.5,0.1,Yes,Intra-Frequency,2026-01-13
RJPN-009-2,RJPN-005-3,8,2406.5,-5.6,Yes,Intra-Frequency,2026-01-13
RJPN-009-2,RJPN-007-1,9,3367.6,-1.0,Yes,Intra-Frequency,2026-01-13
RJPN-009-2,RJPN-007-2,10,3367.6,5.4,Yes,Intra-Frequency,2026-01-13
