cell_id,enodeb_id,site_name,latitude,longitude,antenna_height_m,sector,azimuth_deg,electrical_tilt_deg,mechanical_tilt_deg,total_tilt_deg,clutter_type,elevation_m,frequency_band,pci,tac,vendor,technology,status
RJPN-007-1,RJPN-007,Nagano-Rural-Site-007,36.637713,138.185109,27,1,3,4,1,5,Suburban,38.3,Band 1 (2100MHz),19,41006,NEC,LTE,Active
RJPN-007-2,RJPN-007,Nagano-Rural-Site-007,36.637713,138.185109,36,2,123,5,3,8,Suburban,62.7,Band 1 (2100MHz),20,41006,NEC,LTE,Active
RJPN-007-3,RJPN-007,Nagano-Rural-Site-007,36.637713,138.185109,40,3,235,5,3,8,Suburban,76.8,Band 1 (2100MHz),21,41006,NEC,LTE,Active
RJPN-008-1,RJPN-008,Nagano-Rural-Site-008,36.668403,138.176266,29,1,-5,6,1,7,Open Area,46.0,Band 3 (1800MHz),22,41007,NEC,LTE,Active
RJPN-008-2,RJPN-008,Nagano-Rural-Site-008,36.668403,138.176266,46,2,124,4,2,6,Rural,43.1,Band 3 (1800MHz),23,41007,NEC,LTE,Active
RJPN-008-3,RJPN-008,Nagano-Rural-Site-008,36.668403,138.176266,42,3,238,6,1,7,Rural,50.6,Band 3 (1800MHz),24,41007,NEC,LTE,Active
RJPN-009-1,RJPN-009,Nagano-Rural-Site-009,36.644157,138.221989,26,1,-4,4,3,7,Rural,60.0,Band 1 (2100MHz),25,41008,NEC,LTE,Active
RJPN-009-2,RJPN-009,Nagano-Rural-Site-009,36.644157,138.221989,38,2,122,2,0,2,Rural,69.4,Band 1 (2100MHz),26,41008,NEC,LTE,Active
RJPN-009-3,RJPN-009,Nagano-Rural-Site-009,36.644157,138.221989,26,3,238,5,1,6,Suburban,58.4,Band 1 (2100MHz),27,41008,NEC,LTE,Active
RJPN-010-1,RJPN-010,Nagano-Rural-Site-010,36.687819,138.239558,40,1,-4,4,3,7,Suburban,73.6,Band 3 (1800MHz),28,41009,NEC,LTE,Active
RJPN-010-2,RJPN-010,Nagano-Rural-Site-010,36.687819,138.239558,37,2,121,4,1,5,Suburban,69.1,Band 3 (1800MHz),29,41009,NEC,LTE,Active
RJPN-010-3,RJPN-010,Nagano-Rural-Site-010,36.687819,138.239558,32,3,244,4,0,4,Open Area,70.2,Band 3 (1800MHz),30,41009,NEC,LTE,Active
RJPN-011-1,RJPN-011,Nagano-Rural-Site-011,36.664697,138.172683,45,1,4,3,0,3,Open Area,37.4,Band 1 (2100MHz),31,41010,NEC,LTE,Active
RJPN-011-2,RJPN-011,Nagano-Rural-Site-011,36.664697,138.172683,41,2,116,4,2,6,Rural,33.4,Band 1 (2100MHz),32,41010,NEC,LTE,Active
RJPN-011-3,RJPN-011,Nagano-Rural-Site-011,36.664697,138.172683,49,3,237,6,3,9,Rural,39.7,Band 1 (2100MHz),33,41010,NEC,LTE,Active
