cell_id,enodeb_id,clutter_type,total_ho_attempts,total_ho_success,total_ho_failures,ho_failure_rate_pct,failure_too_early,failure_too_late,failure_wrong_cell,total_pingpong,pingpong_rate_pct,avg_rsrp_dBm,problem_cell
TKYO-009-2,TKYO-009,High-Rise,157663,153375,4288,2.72,1500,1286,1502,2361,1.54,-84.0,No
TKYO-009-3,TKYO-009,Urban,208963,203760,5203,2.49,1821,1561,1821,3606,1.77,-90.3,No
TKYO-010-1,TKYO-010,Dense Urban,298588,293065,5523,1.85,1933,1657,1933,3311,1.13,-85.2,No
TKYO-010-2,TKYO-010,Dense Urban,251499,247853,3646,1.45,1276,1094,1276,1809,0.73,-79.8,No
TKYO-010-3,TKYO-010,Dense Urban,221620,209032,12588,5.68,4406,3776,4406,7901,3.78,-94.4,Yes
TKYO-011-1,TKYO-011,Urban,278380,272033,6347,2.28,2221,1904,2222,5495,2.02,-79.8,No
TKYO-011-2,TKYO-011,High-Rise,190657,186616,4041,2.12,1414,1212,1415,2761,1.48,-77.8,No
TKYO-011-3,TKYO-011,Urban,247758,245876,1882,0.76,658,565,659,3294,1.34,-76.7,No
TKYO-012-1,TKYO-012,High-Rise,233292,228393,4899,2.1,1715,1470,1714,1141,0.5,-86.0,No
TKYO-012-2,TKYO-012,Urban,236720,229690,7030,2.97,2461,2109,2460,1768,0.77,-75.2,No
TKYO-012-3,TKYO-012,Dense Urban,294937,288449,6488,2.2,2271,1947,2270,2278,0.79,-89.4,No
TKYO-013-1,TKYO-013,Urban,170240,166972,3268,1.92,1144,981,1143,1352,0.81,-75.1,No
TKYO-013-2,TKYO-013,Urban,204460,199615,4845,2.37,1696,1454,1695,3573,1.79,-83.5,No
TKYO-013-3,TKYO-013,Dense Urban,270370,267315,3055,1.13,1069,916,1070,3047,1.14,-83.9,No
TKYO-014-1,TKYO-014,Dense Urban,204834,200369,4465,2.18,1563,1340,1562,1061,0.53,-84.7,No
TKYO-014-2,TKYO-014,Urban,255896,248603,7293,2.85,2553,2188,2552,4474,1.8,-88.7,No
TKYO-014-3,TKYO-014,Urban,278223,275775,2448,0.88,856,734,858,5212,1.89,-88.8,No
TKYO-015-1,TKYO-015,High-Rise,230075,210749,19326,8.4,6764,5797,6765,10537,5.0,-98.0,Yes
TKYO-015-2,TKYO-015,Dense Urban,277748,275054,2694,0.97,943,808,943,4675,1.7,-83.7,No
TKYO-015-3,TKYO-015,Dense Urban,206586,201587,4999,2.42,1750,1500,1749,2923,1.45,-82.7,No
TKYO-016-1,TKYO-016,High-Rise,193143,188296,4847,2.51,1696,1454,1697,1468,0.78,-85.0,No
TKYO-016-2,TKYO-016,High-Rise,168517,166832,1685,1.0,590,506,589,1935,1.16,-80.7,No
TKYO-016-3,TKYO-016,High-Rise,189591,186786,2805,1.48,982,842,981,3586,1.92,-83.1,No
