cell_id,enodeb_id,clutter_type,total_ho_attempts,total_ho_success,total_ho_failures,ho_failure_rate_pct,failure_too_early,failure_too_late,failure_wrong_cell,total_pingpong,pingpong_rate_pct,avg_rsrp_dBm,problem_cell
RKSB-021-2,RKSB-021,Urban,113997,110844,3153,2.77,275,446,2432,844,0.76,-80.1,No
RKSB-021-3,RKSB-021,Urban,116184,115267,917,0.79,7,17,893,932,0.81,-80.2,No
RKSB-022-1,RKSB-022,Dense Urban,200693,196558,4135,2.06,423,703,3009,2167,1.1,-85.0,No
RKSB-022-2,RKSB-022,Dense Urban,202604,198498,4106,2.03,421,692,2993,2170,1.09,-85.1,No
RKSB-022-3,RKSB-022,Dense Urban,203116,198861,4255,2.09,466,743,3046,2168,1.09,-85.0,No
RKSB-023-1,RKSB-023,Dense Urban,201609,197473,4136,2.05,429,693,3014,5536,2.8,-85.1,No
RKSB-023-2,RKSB-023,Urban,113847,110667,3180,2.79,261,466,2453,838,0.76,-79.9,No
RKSB-023-3,RKSB-023,Dense Urban,200034,195812,4222,2.11,434,736,3052,2129,1.09,-85.1,No
RKSB-024-1,RKSB-024,Urban,112593,111725,868,0.77,5,13,850,818,0.73,-80.0,No
RKSB-024-2,RKSB-024,Urban,113371,112517,854,0.75,7,17,830,2647,2.35,-79.9,No
RKSB-024-3,RKSB-024,Dense Urban,201928,197771,4157,2.06,430,679,3048,5531,2.8,-85.2,No
RKSB-025-1,RKSB-025,Urban,111964,111155,809,0.72,6,17,786,891,0.8,-80.0,No
RKSB-025-2,RKSB-025,Urban,113491,112652,839,0.74,7,14,818,905,0.8,-80.0,No
RKSB-025-3,RKSB-025,Dense Urban,201714,197626,4088,2.03,403,686,2999,2136,1.08,-84.9,No
