cell_id,enodeb_id,site_name,latitude,longitude,antenna_height_m,sector,azimuth_deg,electrical_tilt_deg,mechanical_tilt_deg,total_tilt_deg,clutter_type,elevation_m,frequency_band,pci,tac,vendor,technology,status
BRLN-005-3,BRLN-005,Berlin-Site-005,52.522307,13.397305,48,3,244,4,2,6,Urban,30.6,Band 3 (1800MHz),15,20005,Nokia,LTE,Active
BRLN-006-1,BRLN-006,Berlin-Site-006,52.509568,13.391356,41,1,-4,6,1,7,Dense Urban,49.5,Band 7 (2600MHz),16,20006,Nokia,LTE,Active
BRLN-006-2,BRLN-006,Berlin-Site-006,52.509568,13.391356,28,2,121,3,3,6,Suburban,31.9,Band 7 (2600MHz),17,20006,Nokia,LTE,Active
BRLN-006-3,BRLN-006,Berlin-Site-006,52.509568,13.391356,39,3,237,2,3,5,Dense Urban,79.8,Band 7 (2600MHz),18,20006,Nokia,LTE,Active
BRLN-007-1,BRLN-007,Berlin-Site-007,52.531731,13.389786,26,1,-3,3,0,3,Dense Urban,42.6,Band 3 (1800MHz),19,20007,Nokia,LTE,Active
BRLN-007-2,BRLN-007,Berlin-Site-007,52.531731,13.389786,47,2,121,2,3,5,Urban,52.5,Band 3 (1800MHz),20,20007,Nokia,LTE,Active
BRLN-007-3,BRLN-007,Berlin-Site-007,52.531731,13.389786,47,3,242,6,1,7,Suburban,59.0,Band 3 (1800MHz),21,20007,Nokia,LTE,Active
BRLN-008-1,BRLN-008,Berlin-Site-008,52.513276,13.389247,31,1,1,2,2,4,Urban,72.4,Band 7 (2600MHz),22,20008,Nokia,LTE,Active
BRLN-008-2,BRLN-008,Berlin-Site-008,52.513276,13.389247,47,2,116,3,1,4,Dense Urban,49.5,Band 7 (2600MHz),23,20008,Nokia,LTE,Active
BRLN-008-3,BRLN-008,Berlin-Site-008,52.513276,13.389247,33,3,235,4,2,6,Dense Urban,76.8,Band 7 (2600MHz),24,20008,Nokia,LTE,Active
BRLN-009-1,BRLN-009,Berlin-Site-009,52.533302,13.407595,32,1,1,2,0,2,Dense Urban,44.9,Band 3 (1800MHz),25,20009,Nokia,LTE,Active
BRLN-009-2,BRLN-009,Berlin-Site-009,52.533302,13.407595,45,2,125,2,0,2,Suburban,47.6,Band 3 (1800MHz),26,20009,Nokia,LTE,Active
BRLN-009-3,BRLN-009,Berlin-Site-009,52.533302,13.407595,46,3,242,2,1,3,Dense Urban,31.1,Band 3 (1800MHz),27,20009,Nokia,LTE,Active
BRLN-010-1,BRLN-010,Berlin-Site-010,52.523179,13.398447,50,1,3,3,1,4,Suburban,30.2,Band 7 (2600MHz),28,20010,Nokia,LTE,Active
BRLN-010-2,BRLN-010,Berlin-Site-010,52.523179,13.398447,48,2,115,4,3,7,Dense Urban,49.0,Band 7 (2600MHz),29,20010,Nokia,LTE,Active
BRLN-010-3,BRLN-010,Berlin-Site-010,52.523179,13.398447,48,3,242,3,1,4,Dense Urban,60.1,Band 7 (2600MHz),30,20010,Nokia,LTE,Active
BRLN-011-1,BRLN-011,Berlin-Site-011,52.522068,13.423841,27,1,5,5,1,6,Urban,59.2,Band 3 (1800MHz),31,20011,Nokia,LTE,Active
BRLN-011-2,BRLN-011,Berlin-Site-011,52.522068,13.423841,43,2,123,2,2,4,Dense Urban,73.2,Band 3 (1800MHz),32,20011,Nokia,LTE,Active
BRLN-011-3,BRLN-011,Berlin-Site-011,52.522068,13.423841,43,3,244,3,0,3,Urban,70.2,Band 3 (1800MHz),33,20011,Nokia,LTE,Active
BRLN-012-1,BRLN-012,Berlin-Site-012,52.518108,13.398402,27,1,-4,2,3,5,Urban,31.0,Band 7 (2600MHz),34,20012,Nokia,LTE,Active
BRLN-012-2,BRLN-012,Berlin-Site-012,52.518108,13.398402,29,2,122,2,0,2,Urban,61.3,Band 7 (2600MHz),35,20012,Nokia,LTE,Active
BRLN-012-3,BRLN-012,Berlin-Site-012,52.518108,13.398402,28,3,243,6,1,7,Dense Urban,78.2,Band 7 (2600MHz),36,20012,Nokia,LTE,Active
BRLN-013-1,BRLN-013,Berlin-Site-013,52.521477,13.389307,36,1,4,5,0,5,Suburban,71.7,Band 3 (1800MHz),37,20013,Nokia,LTE,Active
BRLN-013-2,BRLN-013,Berlin-Site-013,52.521477,13.389307,35,2,116,5,2,7,Dense Urban,66.9,Band 3 (1800MHz),38,20013,Nokia,LTE,Active
BRLN-013-3,BRLN-013,Berlin-Site-013,52.521477,13.389307,49,3,240,3,0,3,Dense Urban,41.2,Band 3 (1800MHz),39,20013,Nokia,LTE,Active
BRLN-014-1,BRLN-014,Berlin-Site-014,52.50954,13.386741,40,1,5,2,3,5,Urban,55.5,Band 7 (2600MHz),40,20014,Nokia,LTE,Active
BRLN-014-2,BRLN-014,Berlin-Site-014,52.50954,13.386741,31,2,122,2,2,4,Dense Urban,60.2,Band 7 (2600MHz),41,20014,Nokia,LTE,Active
BRLN-014-3,BRLN-014,Berlin-Site-014,52.50954,13.386741,41,3,236,3,0,3,Suburban,65.4,Band 7 (2600MHz),42,20014,Nokia,LTE,Active
BRLN-015-1,BRLN-015,Berlin-Site-015,52.519001,13.413653,28,1,-2,4,2,6,Dense Urban,61.4,Band 3 (1800MHz),43,20015,Nokia,LTE,Active
BRLN-015-2,BRLN-015,Berlin-Site-015,52.519001,13.413653,28,2,119,4,3,7,Suburban,39.6,Band 3 (1800MHz),44,20015,Nokia,LTE,Active
BRLN-015-3,BRLN-015,Berlin-Site-015,52.519001,13.413653,27,3,237,4,1,5,Dense Urban,65.6,Band 3 (1800MHz),45,20015,Nokia,LTE,Active
BRLN-016-1,BRLN-016,Berlin-Site-016,52.5087,13.396787,31,1,0,4,1,5,Suburban,35.5,Band 7 (2600MHz),46,20016,Nokia,LTE,Active
BRLN-016-2,BRLN-016,Berlin-Site-016,52.5087,13.396787,49,2,115,3,1,4,Urban,67.1,Band 7 (2600MHz),47,20016,Nokia,LTE,Active
BRLN-016-3,BRLN-016,Berlin-Site-016,52.5087,13.396787,46,3,235,6,3,9,Urban,30.4,Band 7 (2600MHz),48,20016,Nokia,LTE,Active
BRLN-017-1,BRLN-017,Berlin-Site-017,52.519924,13.401682,37,1,-3,3,3,6,Dense Urban,40.2,Band 3 (1800MHz),49,20017,Nokia,LTE,Active
BRLN-017-2,BRLN-017,Berlin-Site-017,52.519924,13.401682,33,2,118,4,3,7,Urban,43.0,Band 3 (1800MHz),50,20017,Nokia,LTE,Active
BRLN-017-3,BRLN-017,Berlin-Site-017,52.519924,13.401682,25,3,239,3,1,4,Dense Urban,63.1,Band 3 (1800MHz),51,20017,Nokia,LTE,Active
BRLN-018-1,BRLN-018,Berlin-Site-018,52.508996,13.398445,30,1,4,5,2,7,Dense Urban,68.7,Band 7 (2600MHz),52,20018,Nokia,LTE,Active
BRLN-018-2,BRLN-018,Berlin-Site-018,52.508996,13.398445,41,2,118,5,0,5,Urban,71.9,Band 7 (2600MHz),53,20018,Nokia,LTE,Active
BRLN-018-3,BRLN-018,Berlin-Site-018,52.508996,13.398445,26,3,239,5,0,5,Dense Urban,47.8,Band 7 (2600MHz),54,20018,Nokia,LTE,Active
BRLN-019-1,BRLN-019,Berlin-Site-019,52.531617,13.394261,43,1,2,6,2,8,Suburban,49.9,Band 3 (1800MHz),55,20019,Nokia,LTE,Active
BRLN-019-2,BRLN-019,Berlin-Site-019,52.531617,13.394261,35,2,117,3,1,4,Urban,54.7,Band 3 (1800MHz),56,20019,Nokia,LTE,Active
BRLN-019-3,BRLN-019,Berlin-Site-019,52.531617,13.394261,37,3,244,5,1,6,Urban,67.2,Band 3 (1800MHz),57,20019,Nokia,LTE,Active
BRLN-020-1,BRLN-020,Berlin-Site-020,52.520827,13.390637,32,1,-4,2,2,4,Urban,41.0,Band 7 (2600MHz),58,20020,Nokia,LTE,Active
BRLN-020-2,BRLN-020,Berlin-Site-020,52.520827,13.390637,35,2,121,2,2,4,Urban,47.2,Band 7 (2600MHz),59,20020,Nokia,LTE,Active
BRLN-020-3,BRLN-020,Berlin-Site-020,52.520827,13.390637,35,3,236,6,2,8,Suburban,67.3,Band 7 (2600MHz),60,20020,Nokia,LTE,Active
