cell_id,enodeb_id,clutter_type,total_ho_attempts,total_ho_success,total_ho_failures,ho_failure_rate_pct,failure_too_early,failure_too_late,failure_wrong_cell,total_pingpong,pingpong_rate_pct,avg_rsrp_dBm,problem_cell
BRLN-013-2,BRLN-013,Dense Urban,260948,258835,2113,0.81,690,806,418,1112,0.43,-79.4,No
BRLN-013-3,BRLN-013,Dense Urban,157046,155790,1256,0.8,404,384,245,2087,1.34,-87.1,No
BRLN-014-1,BRLN-014,Urban,212082,207841,4241,2.0,898,1156,669,1558,0.75,-79.7,No
BRLN-014-2,BRLN-014,Dense Urban,206611,201612,4999,2.42,1277,2134,1213,1451,0.72,-78.4,No
BRLN-014-3,BRLN-014,Suburban,243625,238241,5384,2.21,1483,1825,732,1191,0.5,-79.7,No
BRLN-015-1,BRLN-015,Dense Urban,217600,214728,2872,1.32,694,1093,513,2877,1.34,-87.1,No
BRLN-015-2,BRLN-015,Suburban,251154,245077,6077,2.42,1678,1807,1413,1127,0.46,-80.8,No
BRLN-015-3,BRLN-015,Dense Urban,157157,154486,2671,1.7,411,974,596,741,0.48,-80.5,No
BRLN-016-1,BRLN-016,Suburban,267757,262054,5703,2.13,1759,2225,600,3170,1.21,-82.1,No
BRLN-016-2,BRLN-016,Urban,200047,198407,1640,0.82,326,587,247,674,0.34,-76.3,No
BRLN-016-3,BRLN-016,Urban,205399,203695,1704,0.83,564,695,336,1038,0.51,-82.5,No
BRLN-017-1,BRLN-017,Dense Urban,235573,232888,2685,1.14,480,955,514,2142,0.92,-79.2,No
BRLN-017-2,BRLN-017,Urban,207972,205102,2870,1.38,506,1033,854,1435,0.7,-83.5,No
BRLN-017-3,BRLN-017,Dense Urban,275074,272791,2283,0.83,674,944,639,3819,1.4,-86.3,No
BRLN-018-1,BRLN-018,Dense Urban,158865,156959,1906,1.2,597,778,446,1506,0.96,-77.8,No
BRLN-018-2,BRLN-018,Urban,182909,179343,3566,1.95,767,1313,878,1111,0.62,-78.0,No
BRLN-018-3,BRLN-018,Dense Urban,165518,161381,4137,2.5,922,1201,481,1533,0.95,-87.1,No
BRLN-019-1,BRLN-019,Suburban,263011,259776,3235,1.23,851,1189,627,1792,0.69,-78.3,No
BRLN-019-2,BRLN-019,Urban,222658,218228,4430,1.99,1220,1908,554,1811,0.83,-83.5,No
BRLN-019-3,BRLN-019,Urban,222830,221271,1559,0.7,537,582,322,2124,0.96,-83.6,No
BRLN-020-1,BRLN-020,Urban,265660,263482,2178,0.82,521,951,569,3583,1.36,-88.8,No
BRLN-020-2,BRLN-020,Urban,269475,264787,4688,1.74,1239,1502,1066,1138,0.43,-86.4,No
BRLN-020-3,BRLN-020,Suburban,197431,192812,4619,2.34,1085,1361,1294,1677,0.87,-82.2,No
