cell_id,enodeb_id,clutter_type,total_ho_attempts,total_ho_success,total_ho_failures,ho_failure_rate_pct,failure_too_early,failure_too_late,failure_wrong_cell,total_pingpong,pingpong_rate_pct,avg_rsrp_dBm,problem_cell
TKYO-009-2,TKYO-009,High-Rise,280337,265732,14605,5.21,6572,4381,3652,14748,5.55,-94.1,Yes
TKYO-009-3,TKYO-009,High-Rise,298728,295204,3524,1.18,1586,1057,881,3808,1.29,-84.9,No
TKYO-010-1,TKYO-010,High-Rise,293754,288114,5640,1.92,2538,1692,1410,4148,1.44,-87.5,No
TKYO-010-2,TKYO-010,High-Rise,158195,155380,2815,1.78,1267,845,703,2190,1.41,-90.5,No
TKYO-010-3,TKYO-010,Dense Urban,270973,267397,3576,1.32,1609,1073,894,1604,0.6,-76.6,No
TKYO-011-1,TKYO-011,Dense Urban,228521,226191,2330,1.02,1048,699,583,1922,0.85,-80.0,No
TKYO-011-2,TKYO-011,Dense Urban,235772,214223,21549,9.14,9697,6465,5387,5784,2.7,-102.3,Yes
TKYO-011-3,TKYO-011,Dense Urban,283899,256248,27651,9.74,12443,8295,6913,6867,2.68,-93.2,Yes
TKYO-012-1,TKYO-012,Urban,294291,291201,3090,1.05,1390,927,773,4863,1.67,-89.4,No
TKYO-012-2,TKYO-012,Urban,210431,208180,2251,1.07,1013,675,563,2664,1.28,-84.1,No
TKYO-012-3,TKYO-012,Urban,213866,208263,5603,2.62,2521,1681,1401,3311,1.59,-85.9,No
TKYO-013-1,TKYO-013,Urban,219213,213755,5458,2.49,2456,1637,1365,3078,1.44,-89.4,No
TKYO-013-2,TKYO-013,Dense Urban,251881,246542,5339,2.12,2402,1602,1335,1208,0.49,-85.0,No
TKYO-013-3,TKYO-013,Urban,203157,201512,1645,0.81,741,494,410,1007,0.5,-81.3,No
TKYO-014-1,TKYO-014,Urban,214963,212104,2859,1.33,1287,857,715,784,0.37,-84.5,No
TKYO-014-2,TKYO-014,Urban,291597,288390,3207,1.1,1444,962,801,4671,1.62,-83.3,No
TKYO-014-3,TKYO-014,High-Rise,273587,271454,2133,0.78,960,640,533,4424,1.63,-82.1,No
TKYO-015-1,TKYO-015,Dense Urban,188972,185836,3136,1.66,1411,941,784,1430,0.77,-80.0,No
TKYO-015-2,TKYO-015,Urban,246916,240966,5950,2.41,2677,1785,1488,3831,1.59,-81.6,No
TKYO-015-3,TKYO-015,Dense Urban,226199,223055,3144,1.39,1415,943,786,914,0.41,-79.5,No
TKYO-016-1,TKYO-016,Dense Urban,236419,234930,1489,0.63,670,447,372,1315,0.56,-82.2,No
TKYO-016-2,TKYO-016,High-Rise,178289,175793,2496,1.4,1123,749,624,914,0.52,-81.5,No
TKYO-016-3,TKYO-016,Dense Urban,197463,195785,1678,0.85,755,503,420,1018,0.52,-88.0,No
