serving_cell,neighbor_cell,neighbor_rank,distance_m,cell_individual_offset_dB,handover_allowed,relation_type,last_updated
KYIV-001-3,KYIV-002-3,8,1485.5,-5.0,Yes,Inter-Frequency,2026-10-13
KYIV-001-3,KYIV-006-1,9,1853.3,-5.6,Yes,Inter-Frequency,2026-10-13
KYIV-001-3,KYIV-006-2,10,1853.3,-0.8,Yes,Inter-Frequency,2026-10-13
KYIV-001-3,KYIV-006-3,11,1853.3,-0.6,Yes,Inter-Frequency,2026-10-13
KYIV-002-1,KYIV-002-2,1,0.0,-1.4,Yes,Intra-Frequency,2026-10-13
KYIV-002-1,KYIV-002-3,2,0.0,0.7,Yes,Intra-Frequency,2026-10-13
KYIV-002-1,KYIV-012-1,3,1280.6,1.2,Yes,Intra-Frequency,2026-10-13
KYIV-002-1,KYIV-012-2,4,1280.6,-3.5,Yes,Intra-Frequency,2026-10-13
KYIV-002-1,KYIV-012-3,5,1280.6,-3.1,Yes,Intra-Frequency,2026-10-13
KYIV-002-1,KYIV-014-1,6,1321.3,-3.4,Yes,Intra-Frequency,2026-10-13
KYIV-002-1,KYIV-014-2,7,1321.3,-1.8,Yes,Intra-Frequency,2026-10-13
KYIV-002-1,KYIV-014-3,8,1321.3,1.5,Yes,Intra-Frequency,2026-10-13
KYIV-002-1,KYIV-013-1,9,1470.9,-1.0,Yes,Inter-Frequency,2026-10-13
KYIV-002-2,KYIV-002-1,1,0.0,2.1,Yes,Intra-Frequency,2026-10-13
KYIV-002-2,KYIV-002-3,2,0.0,4.7,Yes,Intra-Frequency,2026-10-13
KYIV-002-2,KYIV-012-1,3,1280.6,2.8,Yes,Intra-Frequency,2026-10-13
KYIV-002-2,KYIV-012-2,4,1280.6,-1.9,Yes,Intra-Frequency,2026-10-13
KYIV-002-2,KYIV-012-3,5,1280.6,5.7,Yes,Intra-Frequency,2026-10-13
KYIV-002-2,KYIV-014-1,6,1321.3,4.4,Yes,Intra-Frequency,2026-10-13
KYIV-002-2,KYIV-014-2,7,1321.3,4.8,Yes,Intra-Frequency,2026-10-13
KYIV-002-2,KYIV-014-3,8,1321.3,3.0,Yes,Intra-Frequency,2026-10-13
KYIV-002-2,KYIV-013-1,9,1470.9,1.9,Yes,Inter-Frequency,2026-10-13
KYIV-002-2,KYIV-013-2,10,1470.9,3.2,Yes,Inter-Frequency,2026-10-13
KYIV-002-2,KYIV-013-3,11,1470.9,-5.3,Yes,Inter-Frequency,2026-10-13
KYIV-002-2,KYIV-001-1,12,1485.5,-1.5,Yes,Inter-Frequency,2026-10-13
KYIV-002-2,KYIV-001-2,13,1485.5,0.4,Yes,Inter-Frequency,2026-10-13
KYIV-002-2,KYIV-001-3,14,1485.5,-2.6,Yes,Inter-Frequency,2026-10-13
KYIV-002-3,KYIV-002-1,1,0.0,-5.9,Yes,Intra-Frequency,2026-10-13
KYIV-002-3,KYIV-002-2,2,0.0,-0.4,Yes,Intra-Frequency,2026-10-13
KYIV-002-3,KYIV-012-1,3,1280.6,-4.9,Yes,Intra-Frequency,2026-10-13
KYIV-002-3,KYIV-012-2,4,1280.6,2.4,Yes,Intra-Frequency,2026-10-13
KYIV-002-3,KYIV-012-3,5,1280.6,1.1,Yes,Intra-Frequency,2026-10-13
KYIV-002-3,KYIV-014-1,6,1321.3,0.7,Yes,Intra-Frequency,2026-10-13
KYIV-002-3,KYIV-014-2,7,1321.3,2.3,Yes,Intra-Frequency,2026-10-13
KYIV-002-3,KYIV-014-3,8,1321.3,-4.2,Yes,Intra-Frequency,2026-10-13
KYIV-002-3,KYIV-013-1,9,1470.9,5.1,Yes,Inter-Frequency,2026-10-13
KYIV-002-3,KYIV-013-2,10,1470.9,4.5,Yes,Inter-Frequency,2026-10-13
KYIV-002-3,KYIV-013-3,11,1470.9,-2.8,Yes,Inter-Frequency,2026-10-13
KYIV-002-3,KYIV-001-1,12,1485.5,0.8,Yes,Inter-Frequency,2026-10-13
KYIV-002-3,KYIV-001-2,13,1485.5,0.4,Yes,Inter-Frequency,2026-10-13
KYIV-002-3,KYIV-001-3,14,1485.5,4.9,Yes,Inter-Frequency,2026-10-13
KYIV-003-1,KYIV-003-2,1,0.0,0.2,Yes,Intra-Frequency,2026-10-13
KYIV-003-1,KYIV-003-3,2,0.0,-3.5,Yes,Intra-Frequency,2026-10-13
KYIV-003-1,KYIV-010-1,3,143.5,0.1,Yes,Inter-Frequency,2026-10-13
KYIV-003-1,KYIV-010-2,4,143.5,4.2,Yes,Inter-Frequency,2026-10-13
KYIV-003-1,KYIV-010-3,5,143.5,-0.3,Yes,Inter-Frequency,2026-10-13
KYIV-003-1,KYIV-015-1,6,241.7,2.6,Yes,Intra-Frequency,2026-10-13
KYIV-003-1,KYIV-015-2,7,241.7,3.9,Yes,Intra-Frequency,2026-10-13
KYIV-003-1,KYIV-015-3,8,241.7,3.9,Yes,Intra-Frequency,2026-10-13
KYIV-003-1,KYIV-013-1,9,1196.7,-4.0,Yes,Intra-Frequency,2026-10-13
KYIV-003-1,KYIV-013-2,10,1196.7,1.3,Yes,Intra-Frequency,2026-10-13
KYIV-003-1,KYIV-013-3,11,1196.7,3.4,Yes,Intra-Frequency,2026-10-13
KYIV-003-1,KYIV-006-1,12,1219.4,-2.0,Yes,Inter-Frequency,2026-10-13
KYIV-003-1,KYIV-006-2,13,1219.4,3.7,Yes,Inter-Frequency,2026-10-13
KYIV-003-2,KYIV-003-1,1,0.0,-1.6,Yes,Intra-Frequency,2026-10-13
KYIV-003-2,KYIV-003-3,2,0.0,-4.8,Yes,Intra-Frequency,2026-10-13
KYIV-003-2,KYIV-010-1,3,143.5,-2.8,Yes,Inter-Frequency,2026-10-13
KYIV-003-2,KYIV-010-2,4,143.5,5.7,Yes,Inter-Frequency,2026-10-13
KYIV-003-2,KYIV-010-3,5,143.5,-0.7,Yes,Inter-Frequency,2026-10-13
KYIV-003-2,KYIV-015-1,6,241.7,4.8,Yes,Intra-Frequency,2026-10-13
KYIV-003-2,KYIV-015-2,7,241.7,-5.1,Yes,Intra-Frequency,2026-10-13
KYIV-003-2,KYIV-015-3,8,241.7,1.4,Yes,Intra-Frequency,2026-10-13
KYIV-003-2,KYIV-013-1,9,1196.7,0.4,Yes,Intra-Frequency,2026-10-13
KYIV-003-2,KYIV-013-2,10,1196.7,-3.0,Yes,Intra-Frequency,2026-10-13
KYIV-003-2,KYIV-013-3,11,1196.7,3.2,Yes,Intra-Frequency,2026-10-13
KYIV-003-2,KYIV-006-1,12,1219.4,-4.2,Yes,Inter-Frequency,2026-10-13
KYIV-003-2,KYIV-006-2,13,1219.4,1.6,Yes,Inter-Frequency,2026-10-13
KYIV-003-2,KYIV-006-3,14,1219.4,1.8,Yes,Inter-Frequency,2026-10-13
KYIV-003-3,KYIV-003-1,1,0.0,-0.3,Yes,Intra-Frequency,2026-10-13
KYIV-003-3,KYIV-003-2,2,0.0,5.6,Yes,Intra-Frequency,2026-10-13
KYIV-003-3,KYIV-010-1,3,143.5,2.7,Yes,Inter-Frequency,2026-10-13
KYIV-003-3,KYIV-010-2,4,143.5,-4.3,Yes,Inter-Frequency,2026-10-13
KYIV-003-3,KYIV-010-3,5,143.5,5.4,Yes,Inter-Frequency,2026-10-13
KYIV-003-3,KYIV-015-1,6,241.7,0.3,Yes,Intra-Frequency,2026-10-13
KYIV-003-3,KYIV-015-2,7,241.7,2.8,Yes,Intra-Frequency,2026-10-13
KYIV-003-3,KYIV-015-3,8,241.7,-4.1,Yes,Intra-Frequency,2026-10-13
KYIV-004-1,KYIV-004-2,1,0.0,0.8,Yes,Intra-Frequency,2026-10-13
KYIV-004-1,KYIV-004-3,2,0.0,2.3,Yes,Intra-Frequency,2026-10-13
KYIV-004-1,KYIV-012-1,3,603.0,1.3,Yes,Intra-Frequency,2026-10-13
KYIV-004-1,KYIV-012-2,4,603.0,5.6,Yes,Intra-Frequency,2026-10-13
KYIV-004-1,KYIV-012-3,5,603.0,-2.3,Yes,Intra-Frequency,2026-10-13
KYIV-004-1,KYIV-014-1,6,691.2,4.3,Yes,Intra-Frequency,2026-10-13
KYIV-004-1,KYIV-014-2,7,691.2,-4.8,Yes,Intra-Frequency,2026-10-13
KYIV-004-1,KYIV-014-3,8,691.2,-0.4,Yes,Intra-Frequency,2026-10-13
KYIV-004-1,KYIV-011-1,9,698.0,-4.7,Yes,Inter-Frequency,2026-10-13
KYIV-004-1,KYIV-011-2,10,698.0,-3.8,Yes,Inter-Frequency,2026-10-13
KYIV-004-1,KYIV-011-3,11,698.0,5.3,Yes,Inter-Frequency,2026-10-13
KYIV-004-2,KYIV-004-1,1,0.0,-0.3,Yes,Intra-Frequency,2026-10-13
KYIV-004-2,KYIV-004-3,2,0.0,-5.3,Yes,Intra-Frequency,2026-10-13
KYIV-004-2,KYIV-012-1,3,603.0,-6.0,Yes,Intra-Frequency,2026-10-13
KYIV-004-2,KYIV-012-2,4,603.0,2.6,Yes,Intra-Frequency,2026-10-13
KYIV-004-2,KYIV-012-3,5,603.0,-2.1,Yes,Intra-Frequency,2026-10-13
KYIV-004-2,KYIV-014-1,6,691.2,-1.0,Yes,Intra-Frequency,2026-10-13
KYIV-004-2,KYIV-014-2,7,691.2,5.5,Yes,Intra-Frequency,2026-10-13
KYIV-004-2,KYIV-014-3,8,691.2,3.2,Yes,Intra-Frequency,2026-10-13
KYIV-004-2,KYIV-011-1,9,698.0,1.3,Yes,Inter-Frequency,2026-10-13
KYIV-004-3,KYIV-004-1,1,0.0,-4.3,Yes,Intra-Frequency,2026-10-13
KYIV-004-3,KYIV-004-2,2,0.0,-2.0,Yes,Intra-Frequency,2026-10-13
KYIV-004-3,KYIV-012-1,3,603.0,0.3,Yes,Intra-Frequency,2026-10-13
KYIV-004-3,KYIV-012-2,4,603.0,4.2,Yes,Intra-Frequency,2026-10-13
KYIV-004-3,KYIV-012-3,5,603.0,-4.7,Yes,Intra-Frequency,2026-10-13
KYIV-004-3,KYIV-014-1,6,691.2,3.8,Yes,Intra-Frequency,2026-10-13
KYIV-004-3,KYIV-014-2,7,691.2,2.7,Yes,Intra-Frequency,2026-10-13
KYIV-004-3,KYIV-014-3,8,691.2,0.6,Yes,Intra-Frequency,2026-10-13
KYIV-004-3,KYIV-011-1,9,698.0,-5.0,Yes,Inter-Frequency,2026-10-13
KYIV-004-3,KYIV-011-2,10,698.0,-3.0,Yes,Inter-Frequency,2026-10-13
KYIV-004-3,KYIV-011-3,11,698.0,3.3,Yes,Inter-Frequency,2026-10-13
KYIV-004-3,KYIV-016-1,12,1036.1,1.7,Yes,Intra-Frequency,2026-10-13
KYIV-004-3,KYIV-016-2,13,1036.1,-4.1,Yes,Intra-Frequency,2026-10-13
KYIV-004-3,KYIV-016-3,14,1036.1,0.9,Yes,Intra-Frequency,2026-10-13
KYIV-005-1,KYIV-005-2,1,0.0,-0.4,Yes,Intra-Frequency,2026-10-13
KYIV-005-1,KYIV-005-3,2,0.0,4.0,Yes,Intra-Frequency,2026-10-13
KYIV-005-1,KYIV-009-1,3,401.1,1.4,Yes,Intra-Frequency,2026-10-13
KYIV-005-1,KYIV-009-2,4,401.1,5.2,Yes,Intra-Frequency,2026-10-13
KYIV-005-1,KYIV-009-3,5,401.1,-3.1,Yes,Intra-Frequency,2026-10-13
KYIV-005-1,KYIV-007-1,6,541.6,2.4,Yes,Intra-Frequency,2026-10-13
KYIV-005-1,KYIV-007-2,7,541.6,4.7,Yes,Intra-Frequency,2026-10-13
KYIV-005-1,KYIV-007-3,8,541.6,-3.9,Yes,Intra-Frequency,2026-10-13
KYIV-005-1,KYIV-016-1,9,1151.7,4.0,Yes,Inter-Frequency,2026-10-13
KYIV-005-1,KYIV-016-2,10,1151.7,5.7,Yes,Inter-Frequency,2026-10-13
KYIV-005-2,KYIV-005-1,1,0.0,5.4,Yes,Intra-Frequency,2026-10-13
KYIV-005-2,KYIV-005-3,2,0.0,1.4,Yes,Intra-Frequency,2026-10-13
KYIV-005-2,KYIV-009-1,3,401.1,-3.6,Yes,Intra-Frequency,2026-10-13
KYIV-005-2,KYIV-009-2,4,401.1,0.4,Yes,Intra-Frequency,2026-10-13
KYIV-005-2,KYIV-009-3,5,401.1,1.5,Yes,Intra-Frequency,2026-10-13
KYIV-005-2,KYIV-007-1,6,541.6,3.7,Yes,Intra-Frequency,2026-10-13
KYIV-005-2,KYIV-007-2,7,541.6,-3.9,Yes,Intra-Frequency,2026-10-13
KYIV-005-2,KYIV-007-3,8,541.6,2.7,Yes,Intra-Frequency,2026-10-13
KYIV-005-2,KYIV-016-1,9,1151.7,2.2,Yes,Inter-Frequency,2026-10-13
KYIV-005-2,KYIV-016-2,10,1151.7,-2.7,Yes,Inter-Frequency,2026-10-13
KYIV-005-3,KYIV-005-1,1,0.0,0.8,Yes,Intra-Frequency,2026-10-13
KYIV-005-3,KYIV-005-2,2,0.0,-1.1,Yes,Intra-Frequency,2026-10-13
KYIV-005-3,KYIV-009-1,3,401.1,2.7,Yes,Intra-Frequency,2026-10-13
KYIV-005-3,KYIV-009-2,4,401.1,2.4,Yes,Intra-Frequency,2026-10-13
KYIV-005-3,KYIV-009-3,5,401.1,2.5,Yes,Intra-Frequency,2026-10-13
KYIV-005-3,KYIV-007-1,6,541.6,-5.7,Yes,Intra-Frequency,2026-10-13
KYIV-005-3,KYIV-007-2,7,541.6,1.9,Yes,Intra-Frequency,2026-10-13
KYIV-005-3,KYIV-007-3,8,541.6,1.9,Yes,Intra-Frequency,2026-10-13
KYIV-005-3,KYIV-016-1,9,1151.7,2.7,Yes,Inter-Frequency,2026-10-13
KYIV-006-1,KYIV-006-2,1,0.0,3.5,Yes,Intra-Frequency,2026-10-13
KYIV-006-1,KYIV-006-3,2,0.0,-0.9,Yes,Intra-Frequency,2026-10-13
KYIV-006-1,KYIV-013-1,3,776.1,-1.5,Yes,Inter-Frequency,2026-10-13
KYIV-006-1,KYIV-013-2,4,776.1,-2.4,Yes,Inter-Frequency,2026-10-13
KYIV-006-1,KYIV-013-3,5,776.1,0.8,Yes,Inter-Frequency,2026-10-13
KYIV-006-1,KYIV-008-1,6,849.9,5.9,Yes,Intra-Frequency,2026-10-13
KYIV-006-1,KYIV-008-2,7,849.9,-3.1,Yes,Intra-Frequency,2026-10-13
KYIV-006-1,KYIV-008-3,8,849.9,-0.4,Yes,Intra-Frequency,2026-10-13
KYIV-006-1,KYIV-015-1,9,1063.4,-3.2,Yes,Inter-Frequency,2026-10-13
KYIV-006-1,KYIV-015-2,10,1063.4,-4.1,Yes,Inter-Frequency,2026-10-13
KYIV-006-1,KYIV-015-3,11,1063.4,-1.9,Yes,Inter-Frequency,2026-10-13
KYIV-006-1,KYIV-016-1,12,1189.4,0.2,Yes,Intra-Frequency,2026-10-13
KYIV-006-1,KYIV-016-2,13,1189.4,1.0,Yes,Intra-Frequency,2026-10-13
KYIV-006-1,KYIV-016-3,14,1189.4,1.2,Yes,Intra-Frequency,2026-10-13
KYIV-006-2,KYIV-006-1,1,0.0,5.8,Yes,Intra-Frequency,2026-10-13
KYIV-006-2,KYIV-006-3,2,0.0,3.1,Yes,Intra-Frequency,2026-10-13
KYIV-006-2,KYIV-013-1,3,776.1,-2.2,Yes,Inter-Frequency,2026-10-13
KYIV-006-2,KYIV-013-2,4,776.1,-0.5,Yes,Inter-Frequency,2026-10-13
KYIV-006-2,KYIV-013-3,5,776.1,1.3,Yes,Inter-Frequency,2026-10-13
KYIV-006-2,KYIV-008-1,6,849.9,5.8,Yes,Intra-Frequency,2026-10-13
KYIV-006-2,KYIV-008-2,7,849.9,-4.1,Yes,Intra-Frequency,2026-10-13
KYIV-006-2,KYIV-008-3,8,849.9,-3.5,Yes,Intra-Frequency,2026-10-13
KYIV-006-2,KYIV-015-1,9,1063.4,-4.0,Yes,Inter-Frequency,2026-10-13
KYIV-006-2,KYIV-015-2,10,1063.4,0.9,Yes,Inter-Frequency,2026-10-13
KYIV-006-2,KYIV-015-3,11,1063.4,-0.7,Yes,Inter-Frequency,2026-10-13
KYIV-006-2,KYIV-016-1,12,1189.4,4.9,Yes,Intra-Frequency,2026-10-13
KYIV-006-2,KYIV-016-2,13,1189.4,3.3,Yes,Intra-Frequency,2026-10-13
KYIV-006-3,KYIV-006-1,1,0.0,-2.2,Yes,Intra-Frequency,2026-10-13
KYIV-006-3,KYIV-006-2,2,0.0,3.7,Yes,Intra-Frequency,2026-10-13
KYIV-006-3,KYIV-013-1,3,776.1,-2.4,Yes,Inter-Frequency,2026-10-13
KYIV-006-3,KYIV-013-2,4,776.1,-0.9,Yes,Inter-Frequency,2026-10-13
KYIV-006-3,KYIV-013-3,5,776.1,2.0,Yes,Inter-Frequency,2026-10-13
KYIV-006-3,KYIV-008-1,6,849.9,0.8,Yes,Intra-Frequency,2026-10-13
KYIV-006-3,KYIV-008-2,7,849.9,-3.8,Yes,Intra-Frequency,2026-10-13
KYIV-006-3,KYIV-008-3,8,849.9,-3.3,Yes,Intra-Frequency,2026-10-13
KYIV-006-3,KYIV-015-1,9,1063.4,5.5,Yes,Inter-Frequency,2026-10-13
KYIV-007-1,KYIV-007-2,1,0.0,-4.1,Yes,Intra-Frequency,2026-10-13
KYIV-007-1,KYIV-007-3,2,0.0,-2.0,Yes,Intra-Frequency,2026-10-13
KYIV-007-1,KYIV-009-1,3,154.7,3.9,Yes,Intra-Frequency,2026-10-13
KYIV-007-1,KYIV-009-2,4,154.7,-3.5,Yes,Intra-Frequency,2026-10-13
KYIV-007-1,KYIV-009-3,5,154.7,4.3,Yes,Intra-Frequency,2026-10-13
KYIV-007-1,KYIV-005-1,6,541.6,-2.1,Yes,Intra-Frequency,2026-10-13
KYIV-007-1,KYIV-005-2,7,541.6,3.3,Yes,Intra-Frequency,2026-10-13
KYIV-007-1,KYIV-005-3,8,541.6,-3.1,Yes,Intra-Frequency,2026-10-13
KYIV-007-1,KYIV-016-1,9,951.1,0.9,Yes,Inter-Frequency,2026-10-13
KYIV-007-1,KYIV-016-2,10,951.1,3.7,Yes,Inter-Frequency,2026-10-13
KYIV-007-1,KYIV-016-3,11,951.1,1.6,Yes,Inter-Frequency,2026-10-13
KYIV-007-1,KYIV-008-1,12,1020.2,-2.1,Yes,Inter-Frequency,2026-10-13
KYIV-007-1,KYIV-008-2,13,1020.2,3.8,Yes,Inter-Frequency,2026-10-13
KYIV-007-2,KYIV-007-1,1,0.0,-3.5,Yes,Intra-Frequency,2026-10-13
KYIV-007-2,KYIV-007-3,2,0.0,-1.5,Yes,Intra-Frequency,2026-10-13
KYIV-007-2,KYIV-009-1,3,154.7,1.9,Yes,Intra-Frequency,2026-10-13
KYIV-007-2,KYIV-009-2,4,154.7,5.9,Yes,Intra-Frequency,2026-10-13
KYIV-007-2,KYIV-009-3,5,154.7,-2.8,Yes,Intra-Frequency,2026-10-13
KYIV-007-2,KYIV-005-1,6,541.6,0.6,Yes,Intra-Frequency,2026-10-13
KYIV-007-2,KYIV-005-2,7,541.6,-5.1,Yes,Intra-Frequency,2026-10-13
KYIV-007-2,KYIV-005-3,8,541.6,3.1,Yes,Intra-Frequency,2026-10-13
KYIV-007-2,KYIV-016-1,9,951.1,3.4,Yes,Inter-Frequency,2026-10-13
KYIV-007-2,KYIV-016-2,10,951.1,-1.5,Yes,Inter-Frequency,2026-10-13
KYIV-007-2,KYIV-016-3,11,951.1,4.8,Yes,Inter-Frequency,2026-10-13
KYIV-007-2,KYIV-008-1,12,1020.2,-2.5,Yes,Inter-Frequency,2026-10-13
KYIV-007-2,KYIV-008-2,13,1020.2,-1.5,Yes,Inter-Frequency,2026-10-13
KYIV-007-3,KYIV-007-1,1,0.0,-3.8,Yes,Intra-Frequency,2026-10-13
KYIV-007-3,KYIV-007-2,2,0.0,-3.1,Yes,Intra-Frequency,2026-10-13
KYIV-007-3,KYIV-009-1,3,154.7,-4.3,Yes,Intra-Frequency,2026-10-13
KYIV-007-3,KYIV-009-2,4,154.7,4.2,Yes,Intra-Frequency,2026-10-13
KYIV-007-3,KYIV-009-3,5,154.7,3.9,Yes,Intra-Frequency,2026-10-13
KYIV-007-3,KYIV-005-1,6,541.6,-1.5,Yes,Intra-Frequency,2026-10-13
KYIV-007-3,KYIV-005-2,7,541.6,-3.2,Yes,Intra-Frequency,2026-10-13
KYIV-007-3,KYIV-005-3,8,541.6,2.5,Yes,Intra-Frequency,2026-10-13
KYIV-007-3,KYIV-016-1,9,951.1,2.0,Yes,Inter-Frequency,2026-10-13
KYIV-007-3,KYIV-016-2,10,951.1,0.6,Yes,Inter-Frequency,2026-10-13
KYIV-007-3,KYIV-016-3,11,951.1,2.9,Yes,Inter-Frequency,2026-10-13
KYIV-007-3,KYIV-008-1,12,1020.2,-5.0,Yes,Inter-Frequency,2026-10-13
KYIV-007-3,KYIV-008-2,13,1020.2,4.6,Yes,Inter-Frequency,2026-10-13
KYIV-008-1,KYIV-008-2,1,0.0,-5.3,Yes,Intra-Frequency,2026-10-13
KYIV-008-1,KYIV-008-3,2,0.0,2.5,Yes,Intra-Frequency,2026-10-13
KYIV-008-1,KYIV-016-1,3,596.0,-3.2,Yes,Intra-Frequency,2026-10-13
KYIV-008-1,KYIV-016-2,4,596.0,2.4,Yes,Intra-Frequency,2026-10-13
KYIV-008-1,KYIV-016-3,5,596.0,-1.4,Yes,Intra-Frequency,2026-10-13
KYIV-008-1,KYIV-006-1,6,849.9,-3.1,Yes,Intra-Frequency,2026-10-13
KYIV-008-1,KYIV-006-2,7,849.9,-3.3,Yes,Intra-Frequency,2026-10-13
KYIV-008-1,KYIV-006-3,8,849.9,-0.9,Yes,Intra-Frequency,2026-10-13
KYIV-008-1,KYIV-011-1,9,937.2,5.6,Yes,Inter-Frequency,2026-10-13
KYIV-008-1,KYIV-011-2,10,937.2,2.4,Yes,Inter-Frequency,2026-10-13
KYIV-008-1,KYIV-011-3,11,937.2,-3.8,Yes,Inter-Frequency,2026-10-13
KYIV-008-1,KYIV-007-1,12,1020.2,1.3,Yes,Inter-Frequency,2026-10-13
KYIV-008-1,KYIV-007-2,13,1020.2,1.9,Yes,Inter-Frequency,2026-10-13
KYIV-008-1,KYIV-007-3,14,1020.2,-3.9,Yes,Inter-Frequency,2026-10-13
KYIV-008-2,KYIV-008-1,1,0.0,1.7,Yes,Intra-Frequency,2026-10-13
KYIV-008-2,KYIV-008-3,2,0.0,3.1,Yes,Intra-Frequency,2026-10-13
KYIV-008-2,KYIV-016-1,3,596.0,1.8,Yes,Intra-Frequency,2026-10-13
KYIV-008-2,KYIV-016-2,4,596.0,1.2,Yes,Intra-Frequency,2026-10-13
KYIV-008-2,KYIV-016-3,5,596.0,-3.5,Yes,Intra-Frequency,2026-10-13
KYIV-008-2,KYIV-006-1,6,849.9,-3.4,Yes,Intra-Frequency,2026-10-13
KYIV-008-2,KYIV-006-2,7,849.9,3.6,Yes,Intra-Frequency,2026-10-13
KYIV-008-2,KYIV-006-3,8,849.9,-1.4,Yes,Intra-Frequency,2026-10-13
KYIV-008-2,KYIV-011-1,9,937.2,5.8,Yes,Inter-Frequency,2026-10-13
KYIV-008-2,KYIV-011-2,10,937.2,5.9,Yes,Inter-Frequency,2026-10-13
KYIV-008-2,KYIV-011-3,11,937.2,5.8,Yes,Inter-Frequency,2026-10-13
KYIV-008-2,KYIV-007-1,12,1020.2,-2.2,Yes,Inter-Frequency,2026-10-13
KYIV-008-2,KYIV-007-2,13,1020.2,-4.8,Yes,Inter-Frequency,2026-10-13
KYIV-008-3,KYIV-008-1,1,0.0,-1.6,Yes,Intra-Frequency,2026-10-13
KYIV-008-3,KYIV-008-2,2,0.0,3.8,Yes,Intra-Frequency,2026-10-13
KYIV-008-3,KYIV-016-1,3,596.0,1.6,Yes,Intra-Frequency,2026-10-13
KYIV-008-3,KYIV-016-2,4,596.0,4.1,Yes,Intra-Frequency,2026-10-13
KYIV-008-3,KYIV-016-3,5,596.0,3.7,Yes,Intra-Frequency,2026-10-13
KYIV-008-3,KYIV-006-1,6,849.9,5.5,Yes,Intra-Frequency,2026-10-13
KYIV-008-3,KYIV-006-2,7,849.9,1.1,Yes,Intra-Frequency,2026-10-13
KYIV-008-3,KYIV-006-3,8,849.9,-1.1,Yes,Intra-Frequency,2026-10-13
KYIV-008-3,KYIV-011-1,9,937.2,0.9,Yes,Inter-Frequency,2026-10-13
KYIV-008-3,KYIV-011-2,10,937.2,-5.6,Yes,Inter-Frequency,2026-10-13
KYIV-008-3,KYIV-011-3,11,937.2,-4.5,Yes,Inter-Frequency,2026-10-13
KYIV-008-3,KYIV-007-1,12,1020.2,-4.4,Yes,Inter-Frequency,2026-10-13
KYIV-008-3,KYIV-007-2,13,1020.2,-1.7,Yes,Inter-Frequency,2026-10-13
KYIV-009-1,KYIV-009-2,1,0.0,0.4,Yes,Intra-Frequency,2026-10-13
KYIV-009-1,KYIV-009-3,2,0.0,-4.0,Yes,Intra-Frequency,2026-10-13
KYIV-009-1,KYIV-007-1,3,154.7,3.8,Yes,Intra-Frequency,2026-10-13
KYIV-009-1,KYIV-007-2,4,154.7,0.5,Yes,Intra-Frequency,2026-10-13
