cell_id,enodeb_id,clutter_type,total_ho_attempts,total_ho_success,total_ho_failures,ho_failure_rate_pct,failure_too_early,failure_too_late,failure_wrong_cell,total_pingpong,pingpong_rate_pct,avg_rsrp_dBm,problem_cell
KYIV-013-1,KYIV-013,Urban,165644,153155,12489,7.54,5994,3746,2749,3445,2.25,-98.7,Yes
KYIV-013-2,KYIV-013,Urban,219325,213513,5812,2.65,2790,1744,1278,1131,0.53,-89.1,No
KYIV-013-3,KYIV-013,Urban,242951,240328,2623,1.08,1259,787,577,2883,1.2,-86.9,No
KYIV-014-1,KYIV-014,Urban,154286,151741,2545,1.65,1221,763,561,2230,1.47,-82.6,No
KYIV-014-2,KYIV-014,Dense Urban,263294,258608,4686,1.78,2250,1405,1031,3310,1.28,-76.2,No
KYIV-014-3,KYIV-014,Urban,228311,226827,1484,0.65,713,446,325,771,0.34,-84.6,No
KYIV-015-1,KYIV-015,Suburban,210783,188989,21794,10.34,10461,6538,4795,7408,3.92,-95.2,Yes
KYIV-015-2,KYIV-015,Suburban,296204,288918,7286,2.46,3497,2186,1603,1617,0.56,-91.1,No
KYIV-015-3,KYIV-015,Dense Urban,231580,225606,5974,2.58,2867,1793,1314,1849,0.82,-86.3,No
KYIV-016-1,KYIV-016,Dense Urban,260360,254685,5675,2.18,2724,1703,1248,1451,0.57,-80.7,No
KYIV-016-2,KYIV-016,Dense Urban,255717,252061,3656,1.43,1755,1097,804,1361,0.54,-82.0,No
KYIV-016-3,KYIV-016,Urban,287905,286236,1669,0.58,801,501,367,2604,0.91,-77.3,No
