source_cell,target_cell,initial_cio_dB,optimized_cio_dB,cio_delta_dB,before_success_%,after_success_%,improvement_%,action
KYIV-014-3,KYIV-001-2,-5.7,-5.7,0.0,0.0,96.59,96.59,unchanged
KYIV-004-1,KYIV-008-3,-4.4,-4.4,0.0,0.0,96.59,96.59,unchanged
KYIV-010-1,KYIV-010-2,-0.2,-0.2,0.0,0.0,96.58,96.58,unchanged
KYIV-005-1,KYIV-005-2,-2.1,-2.1,0.0,0.0,96.58,96.58,unchanged
KYIV-003-3,KYIV-014-3,2.7,2.7,0.0,0.0,96.58,96.58,unchanged
KYIV-009-2,KYIV-002-3,0.9,0.9,0.0,0.0,96.57,96.57,unchanged
KYIV-011-2,KYIV-004-1,5.8,5.8,0.0,0.0,96.57,96.57,unchanged
KYIV-012-2,KYIV-001-3,-5.2,-5.2,0.0,0.0,96.56,96.56,unchanged
KYIV-010-1,KYIV-006-1,1.7,1.7,0.0,0.0,96.55,96.55,unchanged
KYIV-007-2,KYIV-007-1,-4.2,-4.2,0.0,0.0,96.55,96.55,unchanged
KYIV-012-2,KYIV-012-3,0.2,0.2,0.0,0.0,96.54,96.54,unchanged
KYIV-004-2,KYIV-013-3,4.8,4.8,0.0,0.0,96.54,96.54,unchanged
KYIV-007-2,KYIV-005-2,-3.4,-3.4,0.0,0.0,96.52,96.52,unchanged
KYIV-011-2,KYIV-010-1,-3.1,-3.1,0.0,0.0,96.52,96.52,unchanged
KYIV-012-1,KYIV-001-2,-0.9,-0.9,0.0,0.0,96.52,96.52,unchanged
KYIV-006-2,KYIV-004-3,-1.7,-1.7,0.0,0.0,96.51,96.51,unchanged
KYIV-013-2,KYIV-001-2,1.4,1.4,0.0,0.0,96.5,96.5,unchanged
KYIV-014-1,KYIV-015-1,1.2,1.2,0.0,0.0,96.49,96.49,unchanged
KYIV-012-2,KYIV-001-1,2.3,2.3,0.0,0.0,96.48,96.48,unchanged
KYIV-005-2,KYIV-005-1,0.7,0.7,0.0,0.0,96.46,96.46,unchanged
KYIV-011-3,KYIV-004-1,-1.6,-1.6,0.0,0.0,96.46,96.46,unchanged
KYIV-003-1,KYIV-016-3,3.9,3.9,0.0,0.0,96.45,96.45,unchanged
KYIV-001-1,KYIV-014-3,-2.1,-2.1,0.0,0.0,96.45,96.45,unchanged
KYIV-010-1,KYIV-011-1,-3.4,-3.4,0.0,0.0,96.44,96.44,unchanged
KYIV-004-1,KYIV-013-1,-3.3,-3.3,0.0,0.0,96.43,96.43,unchanged
KYIV-006-1,KYIV-010-2,-3.4,-3.4,0.0,0.0,96.42,96.42,unchanged
KYIV-004-2,KYIV-008-2,0.6,0.6,0.0,0.0,96.41,96.41,unchanged
KYIV-011-2,KYIV-011-1,-4.4,-4.4,0.0,0.0,96.4,96.4,unchanged
KYIV-004-1,KYIV-008-1,1.1,1.1,0.0,0.0,96.39,96.39,unchanged
KYIV-016-1,KYIV-014-2,-0.1,-0.1,0.0,0.0,96.38,96.38,unchanged
KYIV-015-2,KYIV-014-2,-0.7,-0.7,0.0,0.0,96.37,96.37,unchanged
KYIV-007-2,KYIV-016-3,-1.1,-1.1,0.0,0.0,96.37,96.37,unchanged
KYIV-015-1,KYIV-015-2,1.9,1.9,0.0,0.0,96.37,96.37,unchanged
KYIV-015-2,KYIV-014-1,-3.7,-3.7,0.0,0.0,96.36,96.36,unchanged
KYIV-009-2,KYIV-012-3,0.8,0.8,0.0,0.0,96.35,96.35,unchanged
KYIV-010-3,KYIV-013-1,-5.3,-5.3,0.0,0.0,96.35,96.35,unchanged
KYIV-007-2,KYIV-016-1,1.8,1.8,0.0,0.0,96.34,96.34,unchanged
KYIV-008-2,KYIV-004-1,-3.1,-3.1,0.0,0.0,96.34,96.34,unchanged
KYIV-015-2,KYIV-014-3,1.4,1.4,0.0,0.0,96.34,96.34,unchanged
KYIV-007-2,KYIV-016-2,0.8,0.8,0.0,0.0,96.34,96.34,unchanged
KYIV-009-1,KYIV-002-1,-0.6,-0.6,0.0,0.0,96.33,96.33,unchanged
KYIV-004-3,KYIV-008-1,-1.2,-1.2,0.0,0.0,96.33,96.33,unchanged
KYIV-007-3,KYIV-007-2,4.9,4.9,0.0,0.0,96.32,96.32,unchanged
KYIV-013-3,KYIV-001-1,-4.7,-4.7,0.0,0.0,96.32,96.32,unchanged
KYIV-004-2,KYIV-004-1,-3.7,-3.7,0.0,0.0,96.31,96.31,unchanged
KYIV-007-3,KYIV-016-2,3.2,3.2,0.0,0.0,96.29,96.29,unchanged
KYIV-005-1,KYIV-015-2,-5.3,-5.3,0.0,0.0,96.29,96.29,unchanged
KYIV-011-2,KYIV-006-1,-5.2,-5.2,0.0,0.0,96.29,96.29,unchanged
KYIV-014-1,KYIV-001-3,0.3,0.3,0.0,0.0,96.28,96.28,unchanged
KYIV-012-2,KYIV-015-3,2.1,2.1,0.0,0.0,96.28,96.28,unchanged
KYIV-016-3,KYIV-007-3,3.9,3.9,0.0,0.0,96.27,96.27,unchanged
KYIV-012-3,KYIV-001-1,4.2,4.2,0.0,0.0,96.27,96.27,unchanged
KYIV-016-3,KYIV-014-3,-3.7,-3.7,0.0,0.0,96.27,96.27,unchanged
KYIV-001-3,KYIV-013-2,-1.6,-1.6,0.0,0.0,96.26,96.26,unchanged
KYIV-003-1,KYIV-016-2,5.8,5.8,0.0,0.0,96.26,96.26,unchanged
KYIV-005-2,KYIV-012-1,2.2,2.2,0.0,0.0,96.26,96.26,unchanged
KYIV-009-1,KYIV-005-1,0.1,0.1,0.0,0.0,96.26,96.26,unchanged
KYIV-013-2,KYIV-004-2,-2.1,-2.1,0.0,0.0,96.26,96.26,unchanged
KYIV-005-2,KYIV-015-3,-4.4,-4.4,0.0,0.0,96.24,96.24,unchanged
KYIV-004-1,KYIV-008-2,-3.3,-3.3,0.0,0.0,96.23,96.23,unchanged
KYIV-013-2,KYIV-008-2,1.1,1.1,0.0,0.0,96.23,96.23,unchanged
KYIV-008-2,KYIV-013-1,2.6,2.6,0.0,0.0,96.23,96.23,unchanged
KYIV-014-3,KYIV-001-3,5.6,5.6,0.0,0.0,96.23,96.23,unchanged
KYIV-003-2,KYIV-016-1,-0.6,-0.6,0.0,0.0,96.22,96.22,unchanged
KYIV-008-2,KYIV-010-1,-0.2,-0.2,0.0,0.0,96.22,96.22,unchanged
KYIV-004-1,KYIV-004-3,-0.1,-0.1,0.0,0.0,96.22,96.22,unchanged
KYIV-013-3,KYIV-013-2,-4.7,-4.7,0.0,0.0,96.22,96.22,unchanged
KYIV-010-2,KYIV-010-1,3.6,3.6,0.0,0.0,96.22,96.22,unchanged
KYIV-006-3,KYIV-004-1,2.9,2.9,0.0,0.0,96.21,96.21,unchanged
KYIV-004-1,KYIV-010-1,-5.7,-5.7,0.0,0.0,96.21,96.21,unchanged
KYIV-014-1,KYIV-014-2,0.9,0.9,0.0,0.0,96.21,96.21,unchanged
KYIV-006-1,KYIV-004-2,5.2,5.2,0.0,0.0,96.21,96.21,unchanged
KYIV-001-1,KYIV-012-2,3.1,3.1,0.0,0.0,96.2,96.2,unchanged
KYIV-014-1,KYIV-013-2,-0.3,-0.3,0.0,0.0,96.19,96.19,unchanged
KYIV-011-3,KYIV-004-2,4.6,4.6,0.0,0.0,96.19,96.19,unchanged
KYIV-014-3,KYIV-013-1,0.8,0.8,0.0,0.0,96.19,96.19,unchanged
KYIV-015-3,KYIV-005-2,-3.8,-3.8,0.0,0.0,96.19,96.19,unchanged
KYIV-016-2,KYIV-003-1,-0.1,-0.1,0.0,0.0,96.18,96.18,unchanged
KYIV-010-1,KYIV-011-3,-4.3,-4.3,0.0,0.0,96.17,96.17,unchanged
KYIV-007-3,KYIV-016-1,5.7,5.7,0.0,0.0,96.17,96.17,unchanged
KYIV-011-3,KYIV-004-3,4.4,4.4,0.0,0.0,96.17,96.17,unchanged
KYIV-007-2,KYIV-005-1,-4.2,-4.2,0.0,0.0,96.17,96.17,unchanged
KYIV-010-2,KYIV-006-1,3.1,3.1,0.0,0.0,96.17,96.17,unchanged
KYIV-012-2,KYIV-012-1,5.2,5.2,0.0,0.0,96.17,96.17,unchanged
KYIV-005-1,KYIV-007-3,5.3,5.3,0.0,0.0,96.17,96.17,unchanged
KYIV-010-3,KYIV-004-3,-5.3,-5.3,0.0,0.0,96.17,96.17,unchanged
KYIV-010-1,KYIV-004-1,-1.3,-1.3,0.0,0.0,96.16,96.16,unchanged
KYIV-004-3,KYIV-004-1,2.3,2.3,0.0,0.0,96.15,96.15,unchanged
KYIV-016-2,KYIV-016-1,4.6,4.6,0.0,0.0,96.15,96.15,unchanged
KYIV-014-1,KYIV-014-3,-5.8,-5.8,0.0,0.0,96.14,96.14,unchanged
KYIV-016-1,KYIV-003-3,-4.4,-4.4,0.0,0.0,96.14,96.14,unchanged
KYIV-009-3,KYIV-005-1,1.7,1.7,0.0,0.0,96.14,96.14,unchanged
KYIV-008-3,KYIV-004-2,-1.3,-1.3,0.0,0.0,96.13,96.13,unchanged
KYIV-011-3,KYIV-010-1,-4.1,-4.1,0.0,0.0,96.12,96.12,unchanged
KYIV-003-1,KYIV-003-2,5.4,5.4,0.0,0.0,96.11,96.11,unchanged
KYIV-011-2,KYIV-006-2,-0.7,-0.7,0.0,0.0,96.11,96.11,unchanged
KYIV-010-3,KYIV-006-1,2.2,2.2,0.0,0.0,96.11,96.11,unchanged
KYIV-014-1,KYIV-013-1,0.3,0.3,0.0,0.0,96.11,96.11,unchanged
KYIV-006-1,KYIV-006-2,0.3,0.3,0.0,0.0,96.1,96.1,unchanged
KYIV-004-2,KYIV-008-3,-5.8,-5.8,0.0,0.0,96.1,96.1,unchanged
KYIV-003-3,KYIV-007-1,-2.7,-2.7,0.0,0.0,96.1,96.1,unchanged
KYIV-016-1,KYIV-016-3,4.9,4.9,0.0,0.0,96.09,96.09,unchanged
KYIV-009-2,KYIV-012-1,2.4,2.4,0.0,0.0,96.09,96.09,unchanged
KYIV-012-1,KYIV-009-2,2.1,2.1,0.0,0.0,96.09,96.09,unchanged
KYIV-009-3,KYIV-012-3,2.3,2.3,0.0,0.0,96.09,96.09,unchanged
KYIV-012-3,KYIV-015-1,1.4,1.4,0.0,0.0,96.09,96.09,unchanged
KYIV-011-3,KYIV-011-1,-1.3,-1.3,0.0,0.0,96.08,96.08,unchanged
KYIV-007-3,KYIV-007-1,4.7,4.7,0.0,0.0,96.07,96.07,unchanged
KYIV-008-1,KYIV-013-2,-0.3,-0.3,0.0,0.0,96.07,96.07,unchanged
KYIV-013-2,KYIV-008-3,-2.2,-2.2,0.0,0.0,96.07,96.07,unchanged
KYIV-010-3,KYIV-006-2,-3.3,-3.3,0.0,0.0,96.06,96.06,unchanged
KYIV-004-3,KYIV-013-3,-2.6,-2.6,0.0,0.0,96.06,96.06,unchanged
KYIV-008-1,KYIV-010-1,-0.6,-0.6,0.0,0.0,96.05,96.05,unchanged
KYIV-016-3,KYIV-003-3,-2.6,-2.6,0.0,0.0,96.05,96.05,unchanged
KYIV-012-3,KYIV-015-3,5.1,5.1,0.0,0.0,96.04,96.04,unchanged
KYIV-007-3,KYIV-005-3,-2.9,-2.9,0.0,0.0,96.04,96.04,unchanged
KYIV-014-1,KYIV-015-3,-0.4,-0.4,0.0,0.0,96.03,96.03,unchanged
KYIV-012-3,KYIV-012-1,1.4,1.4,0.0,0.0,96.03,96.03,unchanged
KYIV-006-2,KYIV-010-1,-2.3,-2.3,0.0,0.0,96.02,96.02,unchanged
KYIV-009-3,KYIV-002-1,5.9,5.9,0.0,0.0,96.02,96.02,unchanged
KYIV-004-1,KYIV-004-2,-0.4,-0.4,0.0,0.0,96.02,96.02,unchanged
KYIV-016-2,KYIV-016-3,0.2,0.2,0.0,0.0,96.02,96.02,unchanged
KYIV-003-2,KYIV-007-1,-3.1,-3.1,0.0,0.0,96.01,96.01,unchanged
KYIV-004-3,KYIV-004-2,1.3,1.3,0.0,0.0,96.0,96.0,unchanged
KYIV-013-1,KYIV-001-3,5.8,5.8,0.0,0.0,95.99,95.99,unchanged
KYIV-004-2,KYIV-008-1,5.6,5.6,0.0,0.0,95.99,95.99,unchanged
KYIV-003-1,KYIV-016-1,-3.1,-3.1,0.0,0.0,95.99,95.99,unchanged
KYIV-001-1,KYIV-012-3,-5.7,-5.7,0.0,0.0,95.99,95.99,unchanged
KYIV-012-1,KYIV-001-3,5.6,5.6,0.0,0.0,95.99,95.99,unchanged
KYIV-014-3,KYIV-001-1,-0.2,-0.2,0.0,0.0,95.98,95.98,unchanged
KYIV-009-2,KYIV-002-1,-1.7,-1.7,0.0,0.0,95.98,95.98,unchanged
KYIV-012-3,KYIV-015-2,-1.1,-1.1,0.0,0.0,95.98,95.98,unchanged
KYIV-016-2,KYIV-003-2,3.7,3.7,0.0,0.0,95.97,95.97,unchanged
KYIV-011-2,KYIV-006-3,-2.2,-2.2,0.0,0.0,95.97,95.97,unchanged
KYIV-007-3,KYIV-014-1,0.2,0.2,0.0,0.0,95.96,95.96,unchanged
KYIV-009-3,KYIV-005-2,4.9,4.9,0.0,0.0,95.96,95.96,unchanged
KYIV-007-1,KYIV-015-2,5.4,5.4,0.0,0.0,95.95,95.95,unchanged
KYIV-006-2,KYIV-011-1,3.7,3.7,0.0,0.0,95.95,95.95,unchanged
KYIV-001-2,KYIV-012-3,3.6,3.6,0.0,0.0,95.94,95.94,unchanged
KYIV-001-3,KYIV-015-2,1.7,1.7,0.0,0.0,95.94,95.94,unchanged
KYIV-014-1,KYIV-001-1,3.2,3.2,0.0,0.0,95.94,95.94,unchanged
KYIV-005-2,KYIV-007-2,-0.6,-0.6,0.0,0.0,95.94,95.94,unchanged
KYIV-015-1,KYIV-014-2,4.7,4.7,0.0,0.0,95.93,95.93,unchanged
KYIV-014-3,KYIV-014-1,-1.8,-1.8,0.0,0.0,95.93,95.93,unchanged
KYIV-013-2,KYIV-008-1,1.9,1.9,0.0,0.0,95.92,95.92,unchanged
KYIV-004-2,KYIV-013-1,-0.2,-0.2,0.0,0.0,95.92,95.92,unchanged
KYIV-004-3,KYIV-008-3,-3.4,-3.4,0.0,0.0,95.92,95.92,unchanged
KYIV-006-3,KYIV-011-2,2.4,2.4,0.0,0.0,95.91,95.91,unchanged
KYIV-010-2,KYIV-013-1,3.8,3.8,0.0,0.0,95.91,95.91,unchanged
KYIV-008-2,KYIV-008-3,-2.9,-2.9,0.0,0.0,95.9,95.9,unchanged
KYIV-004-3,KYIV-013-1,-0.9,-0.9,0.0,0.0,95.9,95.9,unchanged
KYIV-012-1,KYIV-012-2,-1.2,-1.2,0.0,0.0,95.9,95.9,unchanged
KYIV-008-3,KYIV-013-1,-4.8,-4.8,0.0,0.0,95.88,95.88,unchanged
KYIV-011-3,KYIV-006-1,1.3,1.3,0.0,0.0,95.88,95.88,unchanged
KYIV-014-3,KYIV-015-1,-4.4,-4.4,0.0,0.0,95.87,95.87,unchanged
KYIV-004-3,KYIV-010-2,5.2,5.2,0.0,0.0,95.86,95.86,unchanged
KYIV-009-3,KYIV-002-2,2.9,2.9,0.0,0.0,95.85,95.85,unchanged
KYIV-006-2,KYIV-013-1,5.4,5.4,0.0,0.0,95.85,95.85,unchanged
KYIV-012-2,KYIV-015-1,-2.2,-2.2,0.0,0.0,95.85,95.85,unchanged
KYIV-015-1,KYIV-014-3,2.8,2.8,0.0,0.0,95.85,95.85,unchanged
KYIV-003-2,KYIV-014-1,-0.6,-0.6,0.0,0.0,95.84,95.84,unchanged
KYIV-003-1,KYIV-007-1,-1.1,-1.1,0.0,0.0,95.84,95.84,unchanged
KYIV-015-3,KYIV-012-3,2.2,2.2,0.0,0.0,95.84,95.84,unchanged
KYIV-006-1,KYIV-010-3,0.4,0.4,0.0,0.0,95.84,95.84,unchanged
KYIV-013-1,KYIV-008-1,2.7,2.7,0.0,0.0,95.84,95.84,unchanged
KYIV-006-1,KYIV-011-1,1.4,1.4,0.0,0.0,95.83,95.83,unchanged
KYIV-008-3,KYIV-014-1,-1.6,-1.6,0.0,0.0,95.83,95.83,unchanged
KYIV-003-3,KYIV-016-2,-1.1,-1.1,0.0,0.0,95.82,95.82,unchanged
KYIV-003-1,KYIV-007-2,-2.3,-2.3,0.0,0.0,95.82,95.82,unchanged
KYIV-001-2,KYIV-014-2,2.8,2.8,0.0,0.0,95.82,95.82,unchanged
KYIV-002-3,KYIV-009-2,4.6,4.6,0.0,0.0,95.82,95.82,unchanged
KYIV-016-3,KYIV-014-2,2.3,2.3,0.0,0.0,95.81,95.81,unchanged
KYIV-003-2,KYIV-003-3,3.3,3.3,0.0,0.0,95.81,95.81,unchanged
KYIV-010-3,KYIV-010-1,3.3,3.3,0.0,0.0,95.8,95.8,unchanged
KYIV-014-1,KYIV-001-2,1.1,1.1,0.0,0.0,95.8,95.8,unchanged
KYIV-011-1,KYIV-004-1,-4.6,-4.6,0.0,0.0,95.78,95.78,unchanged
KYIV-008-3,KYIV-004-1,-0.7,-0.7,0.0,0.0,95.78,95.78,unchanged
KYIV-016-1,KYIV-003-1,-3.8,-3.8,0.0,0.0,95.77,95.77,unchanged
KYIV-009-2,KYIV-005-1,5.6,5.6,0.0,0.0,95.77,95.77,unchanged
KYIV-011-1,KYIV-010-2,-3.8,-3.8,0.0,0.0,95.77,95.77,unchanged
KYIV-015-2,KYIV-015-3,3.7,3.7,0.0,0.0,95.76,95.76,unchanged
KYIV-008-3,KYIV-010-3,5.6,5.6,0.0,0.0,95.76,95.76,unchanged
KYIV-013-2,KYIV-013-3,3.1,3.1,0.0,0.0,95.76,95.76,unchanged
KYIV-006-2,KYIV-010-3,5.2,5.2,0.0,0.0,95.76,95.76,unchanged
KYIV-002-3,KYIV-002-1,-0.8,-0.8,0.0,0.0,95.76,95.76,unchanged
KYIV-008-2,KYIV-013-3,-0.4,-0.4,0.0,0.0,95.75,95.75,unchanged
KYIV-011-3,KYIV-011-2,-0.2,-0.2,0.0,0.0,95.75,95.75,unchanged
KYIV-008-3,KYIV-008-1,-3.3,-3.3,0.0,0.0,95.74,95.74,unchanged
KYIV-003-3,KYIV-014-2,1.7,1.7,0.0,0.0,95.74,95.74,unchanged
KYIV-011-1,KYIV-011-3,-4.8,-4.8,0.0,0.0,95.74,95.74,unchanged
KYIV-006-2,KYIV-006-1,-2.7,-2.7,0.0,0.0,95.73,95.73,unchanged
KYIV-012-2,KYIV-015-2,5.7,5.7,0.0,0.0,95.73,95.73,unchanged
KYIV-008-2,KYIV-010-2,1.8,1.8,0.0,0.0,95.72,95.72,unchanged
KYIV-003-3,KYIV-003-2,3.6,3.6,0.0,0.0,95.72,95.72,unchanged
KYIV-010-3,KYIV-011-1,0.7,0.7,0.0,0.0,95.72,95.72,unchanged
KYIV-010-3,KYIV-004-1,-3.9,-3.9,0.0,0.0,95.72,95.72,unchanged
KYIV-012-1,KYIV-012-3,-5.8,-5.8,0.0,0.0,95.72,95.72,unchanged
KYIV-001-3,KYIV-015-3,5.7,5.7,0.0,0.0,95.72,95.72,unchanged
KYIV-003-3,KYIV-003-1,-4.7,-4.7,0.0,0.0,95.71,95.71,unchanged
KYIV-004-1,KYIV-013-3,2.9,2.9,0.0,0.0,95.71,95.71,unchanged
KYIV-013-3,KYIV-001-2,0.8,0.8,0.0,0.0,95.71,95.71,unchanged
KYIV-013-3,KYIV-004-3,0.9,0.9,0.0,0.0,95.7,95.7,unchanged
KYIV-009-3,KYIV-002-3,-2.9,-2.9,0.0,0.0,95.7,95.7,unchanged
KYIV-015-2,KYIV-001-2,0.4,0.4,0.0,0.0,95.69,95.69,unchanged
KYIV-001-2,KYIV-015-1,-3.6,-3.6,0.0,0.0,95.69,95.69,unchanged
KYIV-016-3,KYIV-016-1,-5.9,-5.9,0.0,0.0,95.69,95.69,unchanged
KYIV-012-1,KYIV-015-3,1.8,1.8,0.0,0.0,95.69,95.69,unchanged
KYIV-010-3,KYIV-006-3,-3.8,-3.8,0.0,0.0,95.68,95.68,unchanged
KYIV-010-1,KYIV-010-3,3.1,3.1,0.0,0.0,95.68,95.68,unchanged
KYIV-003-1,KYIV-014-1,-1.2,-1.2,0.0,0.0,95.68,95.68,unchanged
KYIV-003-3,KYIV-007-2,0.2,0.2,0.0,0.0,95.67,95.67,unchanged
KYIV-013-3,KYIV-008-3,0.8,0.8,0.0,0.0,95.67,95.67,unchanged
KYIV-006-1,KYIV-004-1,2.2,2.2,0.0,0.0,95.66,95.66,unchanged
KYIV-004-3,KYIV-013-2,1.7,1.7,0.0,0.0,95.66,95.66,unchanged
KYIV-006-3,KYIV-013-3,1.4,1.4,0.0,0.0,95.66,95.66,unchanged
KYIV-016-1,KYIV-014-1,-1.7,-1.7,0.0,0.0,95.66,95.66,unchanged
KYIV-009-3,KYIV-015-1,3.8,3.8,0.0,0.0,95.65,95.65,unchanged
KYIV-003-2,KYIV-007-3,-0.3,-0.3,0.0,0.0,95.65,95.65,unchanged
KYIV-006-1,KYIV-013-1,-0.4,-0.4,0.0,0.0,95.65,95.65,unchanged
KYIV-003-3,KYIV-007-3,4.3,4.3,0.0,0.0,95.65,95.65,unchanged
KYIV-003-1,KYIV-003-3,1.3,1.3,0.0,0.0,95.65,95.65,unchanged
KYIV-010-2,KYIV-011-3,2.1,2.1,0.0,0.0,95.64,95.64,unchanged
KYIV-007-1,KYIV-014-1,-5.1,-5.1,0.0,0.0,95.63,95.63,unchanged
KYIV-001-2,KYIV-014-3,-2.2,-2.2,0.0,0.0,95.63,95.63,unchanged
KYIV-001-2,KYIV-012-2,2.6,2.6,0.0,0.0,95.63,95.63,unchanged
KYIV-013-1,KYIV-004-2,2.1,2.1,0.0,0.0,95.61,95.61,unchanged
KYIV-015-3,KYIV-014-2,-5.9,-5.9,0.0,0.0,95.61,95.61,unchanged
KYIV-001-1,KYIV-015-2,-1.6,-1.6,0.0,0.0,95.61,95.61,unchanged
KYIV-007-3,KYIV-015-2,4.2,4.2,0.0,0.0,95.6,95.6,unchanged
KYIV-008-1,KYIV-014-2,4.3,4.3,0.0,0.0,95.59,95.59,unchanged
KYIV-002-3,KYIV-015-1,2.8,2.8,0.0,0.0,95.59,95.59,unchanged
KYIV-008-2,KYIV-004-3,-4.7,-4.7,0.0,0.0,95.58,95.58,unchanged
KYIV-008-1,KYIV-014-1,-3.6,-3.6,0.0,0.0,95.58,95.58,unchanged
KYIV-010-2,KYIV-006-3,5.4,5.4,0.0,0.0,95.57,95.57,unchanged
KYIV-016-3,KYIV-005-2,-3.1,-3.1,0.0,0.0,95.57,95.57,unchanged
KYIV-016-2,KYIV-007-3,3.3,3.3,0.0,0.0,95.57,95.57,unchanged
KYIV-006-2,KYIV-004-2,-3.9,-3.9,0.0,0.0,95.56,95.56,unchanged
KYIV-015-3,KYIV-001-1,-1.4,-1.4,0.0,0.0,95.53,95.53,unchanged
KYIV-006-3,KYIV-010-1,-1.7,-1.7,0.0,0.0,95.53,95.53,unchanged
KYIV-010-3,KYIV-010-2,2.1,2.1,0.0,0.0,95.53,95.53,unchanged
KYIV-013-3,KYIV-004-1,-2.7,-2.7,0.0,0.0,95.52,95.52,unchanged
KYIV-006-3,KYIV-004-3,3.9,3.9,0.0,0.0,95.51,95.51,unchanged
KYIV-003-3,KYIV-016-1,0.4,0.4,0.0,0.0,95.51,95.51,unchanged
KYIV-008-3,KYIV-004-3,-4.7,-4.7,0.0,0.0,95.5,95.5,unchanged
KYIV-001-2,KYIV-001-1,-1.9,-1.9,0.0,0.0,95.5,95.5,unchanged
KYIV-015-2,KYIV-012-1,-1.8,-1.8,0.0,0.0,95.5,95.5,unchanged
KYIV-003-1,KYIV-014-2,3.4,3.4,0.0,0.0,95.49,95.49,unchanged
KYIV-007-1,KYIV-015-3,1.3,1.3,0.0,0.0,95.47,95.47,unchanged
KYIV-011-3,KYIV-010-2,-5.1,-5.1,0.0,0.0,95.47,95.47,unchanged
KYIV-001-1,KYIV-015-3,-0.1,-0.1,0.0,0.0,95.46,95.46,unchanged
KYIV-011-1,KYIV-004-2,-2.4,-2.4,0.0,0.0,95.44,95.44,unchanged
KYIV-008-3,KYIV-013-2,3.3,3.3,0.0,0.0,95.42,95.42,unchanged
KYIV-011-1,KYIV-010-1,4.2,4.2,0.0,0.0,95.41,95.41,unchanged
KYIV-010-3,KYIV-011-3,-1.8,-1.8,0.0,0.0,95.41,95.41,unchanged
KYIV-006-2,KYIV-010-2,5.2,5.2,0.0,0.0,95.41,95.41,unchanged
KYIV-013-1,KYIV-001-2,5.3,5.3,0.0,0.0,95.4,95.4,unchanged
KYIV-015-3,KYIV-015-2,5.9,5.9,0.0,0.0,95.4,95.4,unchanged
KYIV-001-3,KYIV-012-3,2.2,2.2,0.0,0.0,95.4,95.4,unchanged
KYIV-008-2,KYIV-010-3,-4.2,-4.2,0.0,0.0,95.4,95.4,unchanged
KYIV-016-3,KYIV-003-1,5.2,5.2,0.0,0.0,95.39,95.39,unchanged
KYIV-002-3,KYIV-015-2,-4.8,-4.8,0.0,0.0,95.39,95.39,unchanged
