source_cell,target_cell,initial_cio_dB,optimized_cio_dB,cio_delta_dB,before_success_%,after_success_%,improvement_%,action
RJPN-005-3,RJPN-005-1,0.1,0.1,0.0,0.0,94.84,94.84,unchanged
RJPN-009-1,RJPN-002-1,1.3,1.3,0.0,0.0,94.81,94.81,unchanged
RJPN-009-1,RJPN-004-2,0.7,0.7,0.0,0.0,94.79,94.79,unchanged
RJPN-005-1,RJPN-008-1,-5.4,-5.4,0.0,0.0,94.75,94.75,unchanged
RJPN-005-1,RJPN-002-1,1.1,1.1,0.0,0.0,94.74,94.74,unchanged
RJPN-004-2,RJPN-009-2,-4.3,-4.3,0.0,0.0,94.69,94.69,unchanged
RJPN-009-1,RJPN-004-1,-0.1,-0.1,0.0,0.0,94.67,94.67,unchanged
RJPN-002-3,RJPN-007-2,-0.3,-0.3,0.0,0.0,94.61,94.61,unchanged
RJPN-004-3,RJPN-009-1,-1.3,-1.3,0.0,0.0,94.59,94.59,unchanged
RJPN-001-1,RJPN-007-2,-2.6,-2.6,0.0,0.0,94.58,94.58,unchanged
RJPN-004-3,RJPN-009-3,-5.3,-5.3,0.0,0.0,94.55,94.55,unchanged
RJPN-001-3,RJPN-007-2,5.9,5.9,0.0,0.0,94.55,94.55,unchanged
RJPN-007-3,RJPN-001-2,-1.8,-1.8,0.0,0.0,94.54,94.54,unchanged
RJPN-006-3,RJPN-011-1,3.3,3.3,0.0,0.0,94.54,94.54,unchanged
RJPN-004-3,RJPN-009-2,0.7,0.7,0.0,0.0,94.53,94.53,unchanged
RJPN-004-3,RJPN-010-2,-5.8,-5.8,0.0,0.0,94.52,94.52,unchanged
RJPN-011-1,RJPN-008-2,-3.4,-3.4,0.0,0.0,94.52,94.52,unchanged
RJPN-011-1,RJPN-001-1,1.4,1.4,0.0,0.0,94.5,94.5,unchanged
RJPN-002-3,RJPN-002-2,1.7,1.7,0.0,0.0,94.5,94.5,unchanged
RJPN-005-1,RJPN-008-3,3.3,3.3,0.0,0.0,94.5,94.5,unchanged
RJPN-007-3,RJPN-001-1,-5.6,-5.6,0.0,0.0,94.5,94.5,unchanged
RJPN-011-1,RJPN-001-2,4.3,4.3,0.0,0.0,94.47,94.47,unchanged
RJPN-007-3,RJPN-007-1,3.6,3.6,0.0,0.0,94.46,94.46,unchanged
RJPN-001-2,RJPN-007-3,1.7,1.7,0.0,0.0,94.46,94.46,unchanged
RJPN-004-3,RJPN-004-1,-5.7,-5.7,0.0,0.0,94.46,94.46,unchanged
RJPN-006-2,RJPN-003-2,2.8,2.8,0.0,0.0,94.46,94.46,unchanged
RJPN-005-3,RJPN-002-1,2.4,2.4,0.0,0.0,94.46,94.46,unchanged
RJPN-005-3,RJPN-001-2,-4.8,-4.8,0.0,0.0,94.44,94.44,unchanged
RJPN-006-2,RJPN-011-3,4.4,4.4,0.0,0.0,94.44,94.44,unchanged
RJPN-008-1,RJPN-007-1,-1.6,-1.6,0.0,0.0,94.44,94.44,unchanged
RJPN-004-3,RJPN-004-2,-0.3,-0.3,0.0,0.0,94.42,94.42,unchanged
RJPN-003-3,RJPN-004-1,-4.1,-4.1,0.0,0.0,94.4,94.4,unchanged
RJPN-006-2,RJPN-003-3,-1.8,-1.8,0.0,0.0,94.37,94.37,unchanged
RJPN-010-1,RJPN-004-2,-4.7,-4.7,0.0,0.0,94.36,94.36,unchanged
RJPN-004-3,RJPN-003-3,-2.3,-2.3,0.0,0.0,94.36,94.36,unchanged
RJPN-001-3,RJPN-002-3,1.7,1.7,0.0,0.0,94.32,94.32,unchanged
RJPN-004-3,RJPN-010-1,-5.4,-5.4,0.0,0.0,94.32,94.32,unchanged
RJPN-001-3,RJPN-008-1,0.9,0.9,0.0,0.0,94.3,94.3,unchanged
RJPN-011-1,RJPN-008-3,-0.6,-0.6,0.0,0.0,94.3,94.3,unchanged
RJPN-003-2,RJPN-004-1,-3.9,-3.9,0.0,0.0,94.3,94.3,unchanged
RJPN-008-2,RJPN-008-1,-2.2,-2.2,0.0,0.0,94.27,94.27,unchanged
RJPN-005-3,RJPN-001-1,1.1,1.1,0.0,0.0,94.23,94.23,unchanged
RJPN-004-2,RJPN-004-1,-1.2,-1.2,0.0,0.0,94.2,94.2,unchanged
RJPN-002-3,RJPN-009-3,1.2,1.2,0.0,0.0,94.2,94.2,unchanged
RJPN-010-3,RJPN-004-2,2.6,2.6,0.0,0.0,94.16,94.16,unchanged
RJPN-008-2,RJPN-007-2,1.4,1.4,0.0,0.0,94.12,94.12,unchanged
RJPN-004-2,RJPN-010-2,1.4,1.4,0.0,0.0,94.09,94.09,unchanged
RJPN-002-3,RJPN-009-2,3.1,3.1,0.0,0.0,94.09,94.09,unchanged
RJPN-005-3,RJPN-008-2,-5.1,-5.1,0.0,0.0,94.07,94.07,unchanged
RJPN-007-1,RJPN-001-2,-4.7,-4.7,0.0,0.0,94.06,94.06,unchanged
RJPN-008-1,RJPN-008-2,5.9,5.9,0.0,0.0,94.05,94.05,unchanged
RJPN-006-3,RJPN-004-2,-5.7,-5.7,0.0,0.0,94.05,94.05,unchanged
RJPN-001-3,RJPN-007-3,-3.1,-3.1,0.0,0.0,94.02,94.02,unchanged
RJPN-010-1,RJPN-009-2,-3.6,-3.6,0.0,0.0,93.95,93.95,unchanged
RJPN-003-1,RJPN-007-2,-0.2,-0.2,0.0,0.0,93.94,93.94,unchanged
RJPN-003-2,RJPN-007-1,4.2,4.2,0.0,0.0,93.9,93.9,unchanged
RJPN-001-1,RJPN-005-1,2.6,2.6,0.0,0.0,93.89,93.89,unchanged
RJPN-009-2,RJPN-002-3,1.7,1.7,0.0,0.0,93.88,93.88,unchanged
RJPN-003-2,RJPN-004-2,4.8,4.8,0.0,0.0,93.84,93.84,unchanged
RJPN-008-2,RJPN-001-2,1.7,1.7,0.0,0.0,93.8,93.8,unchanged
RJPN-004-2,RJPN-003-2,-1.9,-1.9,0.0,0.0,93.8,93.8,unchanged
RJPN-006-3,RJPN-003-2,-5.4,-5.4,0.0,0.0,93.79,93.79,unchanged
RJPN-006-2,RJPN-004-3,0.7,0.7,0.0,0.0,93.75,93.75,unchanged
RJPN-008-3,RJPN-001-1,-2.6,-2.6,0.0,0.0,93.75,93.75,unchanged
RJPN-003-2,RJPN-006-2,-4.2,-4.2,0.0,0.0,93.73,93.73,unchanged
RJPN-001-3,RJPN-001-2,3.7,3.7,0.0,0.0,93.73,93.73,unchanged
RJPN-008-2,RJPN-011-1,0.9,0.9,0.0,0.0,93.7,93.7,unchanged
RJPN-005-1,RJPN-005-3,-1.9,-1.9,0.0,0.0,93.7,93.7,unchanged
RJPN-004-2,RJPN-003-1,-4.7,-4.7,0.0,0.0,93.67,93.67,unchanged
RJPN-005-1,RJPN-001-3,-2.8,-2.8,0.0,0.0,93.65,93.65,unchanged
RJPN-001-1,RJPN-008-2,-4.9,-4.9,0.0,0.0,93.63,93.63,unchanged
RJPN-010-3,RJPN-010-1,0.2,0.2,0.0,0.0,93.61,93.61,unchanged
RJPN-008-3,RJPN-008-2,-1.1,-1.1,0.0,0.0,93.61,93.61,unchanged
RJPN-008-2,RJPN-002-2,1.4,1.4,0.0,0.0,93.6,93.6,unchanged
RJPN-006-2,RJPN-011-2,1.4,1.4,0.0,0.0,93.58,93.58,unchanged
RJPN-001-1,RJPN-007-3,3.1,3.1,0.0,0.0,93.57,93.57,unchanged
RJPN-006-2,RJPN-004-2,-4.1,-4.1,0.0,0.0,93.57,93.57,unchanged
RJPN-001-1,RJPN-008-1,4.1,4.1,0.0,0.0,93.55,93.55,unchanged
RJPN-001-1,RJPN-001-3,0.8,0.8,0.0,0.0,93.55,93.55,unchanged
RJPN-004-1,RJPN-004-3,3.8,3.8,0.0,0.0,93.54,93.54,unchanged
RJPN-009-2,RJPN-007-1,0.2,0.2,0.0,0.0,93.51,93.51,unchanged
RJPN-004-1,RJPN-009-2,3.1,3.1,0.0,0.0,93.51,93.51,unchanged
RJPN-004-2,RJPN-004-3,2.1,2.1,0.0,0.0,93.46,93.46,unchanged
RJPN-010-2,RJPN-009-2,-5.6,-5.6,0.0,0.0,93.46,93.46,unchanged
RJPN-001-3,RJPN-008-2,-2.9,-2.9,0.0,0.0,93.45,93.45,unchanged
RJPN-003-1,RJPN-004-2,-4.6,-4.6,0.0,0.0,93.44,93.44,unchanged
RJPN-006-3,RJPN-011-2,-3.9,-3.9,0.0,0.0,93.43,93.43,unchanged
RJPN-006-2,RJPN-007-1,-5.7,-5.7,0.0,0.0,93.43,93.43,unchanged
RJPN-003-2,RJPN-006-1,-3.3,-3.3,0.0,0.0,93.42,93.42,unchanged
RJPN-006-3,RJPN-011-3,-2.9,-2.9,0.0,0.0,93.42,93.42,unchanged
RJPN-007-2,RJPN-007-1,5.1,5.1,0.0,0.0,93.37,93.37,unchanged
RJPN-003-1,RJPN-003-3,5.3,5.3,0.0,0.0,93.36,93.36,unchanged
RJPN-007-2,RJPN-002-3,-0.4,-0.4,0.0,0.0,93.36,93.36,unchanged
RJPN-002-3,RJPN-007-3,-2.9,-2.9,0.0,0.0,93.35,93.35,unchanged
RJPN-006-2,RJPN-004-1,5.7,5.7,0.0,0.0,93.35,93.35,unchanged
RJPN-009-2,RJPN-009-3,-0.3,-0.3,0.0,0.0,93.33,93.33,unchanged
RJPN-001-3,RJPN-007-1,-0.9,-0.9,0.0,0.0,93.33,93.33,unchanged
RJPN-001-1,RJPN-002-2,-0.4,-0.4,0.0,0.0,93.32,93.32,unchanged
RJPN-001-1,RJPN-007-1,1.7,1.7,0.0,0.0,93.32,93.32,unchanged
RJPN-010-2,RJPN-002-3,5.3,5.3,0.0,0.0,93.32,93.32,unchanged
RJPN-007-1,RJPN-008-3,0.9,0.9,0.0,0.0,93.29,93.29,unchanged
RJPN-010-2,RJPN-002-1,3.2,3.2,0.0,0.0,93.27,93.27,unchanged
RJPN-001-1,RJPN-002-1,0.2,0.2,0.0,0.0,93.27,93.27,unchanged
RJPN-006-2,RJPN-011-1,-0.6,-0.6,0.0,0.0,93.26,93.26,unchanged
RJPN-001-1,RJPN-002-3,-4.6,-4.6,0.0,0.0,93.25,93.25,unchanged
RJPN-007-2,RJPN-008-3,2.9,2.9,0.0,0.0,93.24,93.24,unchanged
RJPN-001-3,RJPN-002-1,2.4,2.4,0.0,0.0,93.23,93.23,unchanged
RJPN-004-2,RJPN-009-1,-3.2,-3.2,0.0,0.0,93.22,93.22,unchanged
RJPN-009-2,RJPN-002-1,5.6,5.6,0.0,0.0,93.17,93.17,unchanged
RJPN-003-1,RJPN-004-1,-5.4,-5.4,0.0,0.0,93.16,93.16,unchanged
RJPN-006-3,RJPN-003-1,5.1,5.1,0.0,0.0,93.14,93.14,unchanged
RJPN-008-2,RJPN-007-3,4.9,4.9,0.0,0.0,93.14,93.14,unchanged
RJPN-004-3,RJPN-003-2,1.8,1.8,0.0,0.0,93.12,93.12,unchanged
RJPN-007-2,RJPN-008-1,-1.1,-1.1,0.0,0.0,93.05,93.05,unchanged
RJPN-007-1,RJPN-002-2,-1.9,-1.9,0.0,0.0,93.03,93.03,unchanged
RJPN-007-2,RJPN-008-2,-5.6,-5.6,0.0,0.0,93.03,93.03,unchanged
RJPN-007-1,RJPN-008-1,-0.4,-0.4,0.0,0.0,93.01,93.01,unchanged
RJPN-008-2,RJPN-008-3,5.6,5.6,0.0,0.0,92.99,92.99,unchanged
RJPN-008-2,RJPN-001-3,-2.3,-2.3,0.0,0.0,92.99,92.99,unchanged
RJPN-006-2,RJPN-003-1,-5.4,-5.4,0.0,0.0,92.93,92.93,unchanged
RJPN-010-3,RJPN-004-1,2.6,2.6,0.0,0.0,92.93,92.93,unchanged
RJPN-009-2,RJPN-010-3,4.4,4.4,0.0,0.0,92.93,92.93,unchanged
RJPN-008-3,RJPN-007-2,5.8,5.8,0.0,0.0,92.93,92.93,unchanged
RJPN-006-3,RJPN-007-1,0.3,0.3,0.0,0.0,92.92,92.92,unchanged
RJPN-003-1,RJPN-006-3,-4.8,-4.8,0.0,0.0,92.92,92.92,unchanged
RJPN-006-3,RJPN-004-3,-1.6,-1.6,0.0,0.0,92.88,92.88,unchanged
RJPN-003-2,RJPN-004-3,-2.8,-2.8,0.0,0.0,92.86,92.86,unchanged
RJPN-008-3,RJPN-002-1,-1.6,-1.6,0.0,0.0,92.86,92.86,unchanged
RJPN-010-2,RJPN-007-1,-1.6,-1.6,0.0,0.0,92.84,92.84,unchanged
RJPN-006-3,RJPN-003-3,0.7,0.7,0.0,0.0,92.8,92.8,unchanged
RJPN-003-2,RJPN-003-3,-1.9,-1.9,0.0,0.0,92.77,92.77,unchanged
RJPN-010-3,RJPN-002-2,4.1,4.1,0.0,0.0,92.75,92.75,unchanged
RJPN-010-3,RJPN-007-1,-4.2,-4.2,0.0,0.0,92.75,92.75,unchanged
RJPN-007-1,RJPN-008-2,-0.1,-0.1,0.0,0.0,92.74,92.74,unchanged
RJPN-001-3,RJPN-001-1,-4.6,-4.6,0.0,0.0,92.66,92.66,unchanged
RJPN-010-3,RJPN-002-1,3.7,3.7,0.0,0.0,92.66,92.66,unchanged
RJPN-006-3,RJPN-006-2,-0.4,-0.4,0.0,0.0,92.65,92.65,unchanged
RJPN-001-3,RJPN-002-2,-3.4,-3.4,0.0,0.0,92.62,92.62,unchanged
RJPN-001-3,RJPN-005-1,3.7,3.7,0.0,0.0,92.6,92.6,unchanged
RJPN-004-1,RJPN-009-1,4.2,4.2,0.0,0.0,92.57,92.57,unchanged
RJPN-003-1,RJPN-007-1,-3.7,-3.7,0.0,0.0,92.56,92.56,unchanged
RJPN-003-1,RJPN-004-3,3.1,3.1,0.0,0.0,92.55,92.55,unchanged
RJPN-007-1,RJPN-009-2,-2.8,-2.8,0.0,0.0,92.54,92.54,unchanged
RJPN-009-2,RJPN-004-3,4.8,4.8,0.0,0.0,92.54,92.54,unchanged
RJPN-007-2,RJPN-001-2,3.7,3.7,0.0,0.0,92.51,92.51,unchanged
RJPN-003-1,RJPN-003-2,-2.9,-2.9,0.0,0.0,92.5,92.5,unchanged
RJPN-007-2,RJPN-002-1,-3.2,-3.2,0.0,0.0,92.46,92.46,unchanged
RJPN-007-1,RJPN-007-3,3.7,3.7,0.0,0.0,92.45,92.45,unchanged
RJPN-007-1,RJPN-002-1,-1.1,-1.1,0.0,0.0,92.44,92.44,unchanged
RJPN-003-1,RJPN-011-2,-5.6,-5.6,0.0,0.0,92.42,92.42,unchanged
RJPN-007-2,RJPN-001-1,5.8,5.8,0.0,0.0,92.42,92.42,unchanged
RJPN-007-2,RJPN-002-2,-2.7,-2.7,0.0,0.0,92.33,92.33,unchanged
RJPN-010-2,RJPN-010-1,4.8,4.8,0.0,0.0,92.32,92.32,unchanged
RJPN-006-3,RJPN-007-2,1.4,1.4,0.0,0.0,92.31,92.31,unchanged
RJPN-003-1,RJPN-006-1,-1.2,-1.2,0.0,0.0,92.31,92.31,unchanged
RJPN-009-2,RJPN-009-1,1.6,1.6,0.0,0.0,92.3,92.3,unchanged
RJPN-010-2,RJPN-009-1,-2.7,-2.7,0.0,0.0,92.29,92.29,unchanged
RJPN-003-1,RJPN-006-2,-0.6,-0.6,0.0,0.0,92.25,92.25,unchanged
RJPN-009-2,RJPN-010-1,0.6,0.6,0.0,0.0,92.24,92.24,unchanged
RJPN-004-3,RJPN-003-1,5.3,5.3,0.0,0.0,92.21,92.21,unchanged
RJPN-010-2,RJPN-004-2,0.4,0.4,0.0,0.0,92.18,92.18,unchanged
RJPN-004-1,RJPN-003-1,5.3,5.3,0.0,0.0,92.14,92.14,unchanged
RJPN-007-2,RJPN-009-1,4.8,4.8,0.0,0.0,92.13,92.13,unchanged
RJPN-009-2,RJPN-004-2,2.9,2.9,0.0,0.0,92.12,92.12,unchanged
RJPN-010-3,RJPN-002-3,0.2,0.2,0.0,0.0,92.12,92.12,unchanged
RJPN-004-1,RJPN-010-1,-3.3,-3.3,0.0,0.0,92.12,92.12,unchanged
RJPN-004-1,RJPN-002-2,-2.7,-2.7,0.0,0.0,92.1,92.1,unchanged
RJPN-004-1,RJPN-009-3,-2.3,-2.3,0.0,0.0,92.08,92.08,unchanged
RJPN-007-1,RJPN-002-3,2.7,2.7,0.0,0.0,92.07,92.07,unchanged
RJPN-006-3,RJPN-004-1,5.4,5.4,0.0,0.0,92.06,92.06,unchanged
RJPN-010-3,RJPN-009-3,0.4,0.4,0.0,0.0,92.05,92.05,unchanged
RJPN-010-2,RJPN-010-3,-5.9,-5.9,0.0,0.0,92.02,92.02,unchanged
RJPN-009-2,RJPN-007-2,2.8,2.8,0.0,0.0,91.96,91.96,unchanged
RJPN-010-2,RJPN-009-3,-2.8,-2.8,0.0,0.0,91.93,91.93,unchanged
RJPN-008-3,RJPN-001-2,-4.9,-4.9,0.0,0.0,91.86,91.86,unchanged
RJPN-009-2,RJPN-010-2,-5.7,-5.7,0.0,0.0,91.85,91.85,unchanged
RJPN-008-3,RJPN-008-1,-4.6,-4.6,0.0,0.0,91.8,91.8,unchanged
RJPN-010-3,RJPN-009-1,-4.2,-4.2,0.0,0.0,91.79,91.79,unchanged
RJPN-008-3,RJPN-007-3,2.2,2.2,0.0,0.0,91.79,91.79,unchanged
RJPN-004-1,RJPN-004-2,-5.6,-5.6,0.0,0.0,91.76,91.76,unchanged
RJPN-010-3,RJPN-007-2,-3.2,-3.2,0.0,0.0,91.76,91.76,unchanged
RJPN-008-3,RJPN-011-3,5.2,5.2,0.0,0.0,91.74,91.74,unchanged
RJPN-008-3,RJPN-002-2,0.7,0.7,0.0,0.0,91.67,91.67,unchanged
RJPN-008-3,RJPN-007-1,-1.1,-1.1,0.0,0.0,91.65,91.65,unchanged
RJPN-008-3,RJPN-011-1,5.4,5.4,0.0,0.0,91.55,91.55,unchanged
RJPN-010-2,RJPN-002-2,-5.9,-5.9,0.0,0.0,91.5,91.5,unchanged
RJPN-003-2,RJPN-006-3,-2.3,-2.3,0.0,0.0,91.33,91.33,unchanged
RJPN-007-1,RJPN-009-1,-0.6,-0.6,0.0,0.0,91.01,91.01,unchanged
RJPN-004-1,RJPN-002-1,-1.8,-1.8,0.0,0.0,90.78,90.78,unchanged
RJPN-008-3,RJPN-011-2,0.3,0.3,0.0,0.0,90.67,90.67,unchanged
RJPN-004-1,RJPN-010-2,0.7,0.7,0.0,0.0,90.63,90.63,unchanged
RJPN-004-1,RJPN-003-2,-1.2,-1.2,0.0,0.0,90.09,90.09,unchanged
RJPN-002-2,RJPN-009-3,3.9,3.9,0.0,0.0,87.93,87.93,unchanged
RJPN-002-2,RJPN-002-3,-4.3,-4.3,0.0,0.0,87.92,87.92,unchanged
RJPN-002-2,RJPN-007-3,-1.1,-1.1,0.0,0.0,87.92,87.92,unchanged
RJPN-002-2,RJPN-009-2,5.3,5.3,0.0,0.0,87.79,87.79,unchanged
RJPN-002-2,RJPN-002-1,1.4,1.4,0.0,0.0,87.7,87.7,unchanged
RJPN-002-2,RJPN-001-1,-2.7,-2.7,0.0,0.0,87.19,87.19,unchanged
RJPN-002-2,RJPN-007-1,-4.1,-4.1,0.0,0.0,86.92,86.92,unchanged
RJPN-002-2,RJPN-009-1,-4.4,-4.4,0.0,0.0,86.84,86.84,unchanged
RJPN-011-2,RJPN-001-1,2.3,2.3,0.0,0.0,86.66,86.66,unchanged
RJPN-011-2,RJPN-011-1,-4.3,-4.3,0.0,0.0,86.4,86.4,unchanged
RJPN-011-2,RJPN-007-3,5.7,5.7,0.0,0.0,86.29,86.29,unchanged
RJPN-011-2,RJPN-001-2,5.2,5.2,0.0,0.0,85.97,85.97,unchanged
RJPN-011-2,RJPN-008-3,-1.7,-1.7,0.0,0.0,85.78,85.78,unchanged
RJPN-011-3,RJPN-011-2,-3.2,-3.2,0.0,0.0,85.58,85.58,unchanged
