source_cell,target_cell,initial_cio_dB,optimized_cio_dB,cio_delta_dB,before_success_%,after_success_%,improvement_%,action
RJPN-011-3,RJPN-006-3,2.1,2.1,0.0,0.0,93.76,93.76,unchanged
RJPN-004-2,RJPN-011-1,3.8,3.8,0.0,0.0,93.75,93.75,unchanged
RJPN-008-1,RJPN-010-1,-1.8,-1.8,0.0,0.0,93.71,93.71,unchanged
RJPN-004-1,RJPN-001-2,-4.8,-4.8,0.0,0.0,93.7,93.7,unchanged
RJPN-006-1,RJPN-011-3,-5.1,-5.1,0.0,0.0,93.7,93.7,unchanged
RJPN-009-1,RJPN-004-3,3.9,3.9,0.0,0.0,93.67,93.67,unchanged
RJPN-006-3,RJPN-011-3,5.9,5.9,0.0,0.0,93.66,93.66,unchanged
RJPN-004-2,RJPN-001-3,-3.1,-3.1,0.0,0.0,93.66,93.66,unchanged
RJPN-002-2,RJPN-003-2,4.9,4.9,0.0,0.0,93.6,93.6,unchanged
RJPN-006-3,RJPN-004-2,-5.1,-5.1,0.0,0.0,93.59,93.59,unchanged
RJPN-002-3,RJPN-002-2,5.6,5.6,0.0,0.0,93.59,93.59,unchanged
RJPN-004-3,RJPN-001-1,3.6,3.6,0.0,0.0,93.57,93.57,unchanged
RJPN-008-1,RJPN-008-3,-2.6,-2.6,0.0,0.0,93.56,93.56,unchanged
RJPN-001-2,RJPN-011-1,-5.7,-5.7,0.0,0.0,93.55,93.55,unchanged
RJPN-005-1,RJPN-004-1,-4.1,-4.1,0.0,0.0,93.54,93.54,unchanged
RJPN-007-1,RJPN-002-1,0.6,0.6,0.0,0.0,93.51,93.51,unchanged
RJPN-002-3,RJPN-004-3,4.6,4.6,0.0,0.0,93.51,93.51,unchanged
RJPN-007-1,RJPN-003-1,-2.4,-2.4,0.0,0.0,93.49,93.49,unchanged
RJPN-002-3,RJPN-003-1,-1.9,-1.9,0.0,0.0,93.49,93.49,unchanged
RJPN-008-1,RJPN-010-3,5.1,5.1,0.0,0.0,93.49,93.49,unchanged
RJPN-002-3,RJPN-009-2,-2.9,-2.9,0.0,0.0,93.49,93.49,unchanged
RJPN-008-1,RJPN-011-2,5.4,5.4,0.0,0.0,93.43,93.43,unchanged
RJPN-004-2,RJPN-004-3,-3.3,-3.3,0.0,0.0,93.43,93.43,unchanged
RJPN-005-1,RJPN-001-1,-1.1,-1.1,0.0,0.0,93.42,93.42,unchanged
RJPN-011-3,RJPN-008-2,-1.8,-1.8,0.0,0.0,93.42,93.42,unchanged
RJPN-008-2,RJPN-006-1,0.6,0.6,0.0,0.0,93.4,93.4,unchanged
RJPN-009-1,RJPN-011-3,3.7,3.7,0.0,0.0,93.39,93.39,unchanged
RJPN-001-2,RJPN-001-3,-2.7,-2.7,0.0,0.0,93.39,93.39,unchanged
RJPN-004-2,RJPN-009-3,-5.4,-5.4,0.0,0.0,93.37,93.37,unchanged
RJPN-002-3,RJPN-007-3,0.9,0.9,0.0,0.0,93.34,93.34,unchanged
RJPN-001-2,RJPN-007-3,5.6,5.6,0.0,0.0,93.32,93.32,unchanged
RJPN-007-1,RJPN-007-3,5.1,5.1,0.0,0.0,93.3,93.3,unchanged
RJPN-005-1,RJPN-003-3,-3.2,-3.2,0.0,0.0,93.26,93.26,unchanged
RJPN-004-2,RJPN-007-2,5.7,5.7,0.0,0.0,93.24,93.24,unchanged
RJPN-006-3,RJPN-008-2,-5.4,-5.4,0.0,0.0,93.21,93.21,unchanged
RJPN-008-1,RJPN-006-1,-4.9,-4.9,0.0,0.0,93.19,93.19,unchanged
RJPN-008-2,RJPN-008-3,5.2,5.2,0.0,0.0,93.17,93.17,unchanged
RJPN-007-1,RJPN-007-2,0.4,0.4,0.0,0.0,93.16,93.16,unchanged
RJPN-001-2,RJPN-001-1,-3.1,-3.1,0.0,0.0,93.15,93.15,unchanged
RJPN-001-2,RJPN-011-2,-4.9,-4.9,0.0,0.0,93.14,93.14,unchanged
RJPN-006-3,RJPN-011-1,3.8,3.8,0.0,0.0,93.14,93.14,unchanged
RJPN-002-2,RJPN-004-3,-2.3,-2.3,0.0,0.0,93.13,93.13,unchanged
RJPN-011-3,RJPN-006-2,2.7,2.7,0.0,0.0,93.11,93.11,unchanged
RJPN-001-2,RJPN-004-2,-4.1,-4.1,0.0,0.0,93.1,93.1,unchanged
RJPN-002-2,RJPN-004-2,0.9,0.9,0.0,0.0,93.1,93.1,unchanged
RJPN-004-1,RJPN-011-1,-0.6,-0.6,0.0,0.0,93.08,93.08,unchanged
RJPN-008-2,RJPN-001-2,2.8,2.8,0.0,0.0,93.08,93.08,unchanged
RJPN-001-2,RJPN-007-1,5.6,5.6,0.0,0.0,93.06,93.06,unchanged
RJPN-004-1,RJPN-001-3,0.7,0.7,0.0,0.0,93.04,93.04,unchanged
RJPN-002-3,RJPN-002-1,5.6,5.6,0.0,0.0,93.04,93.04,unchanged
RJPN-005-1,RJPN-005-2,3.9,3.9,0.0,0.0,93.02,93.02,unchanged
RJPN-005-1,RJPN-001-3,-2.8,-2.8,0.0,0.0,93.02,93.02,unchanged
RJPN-003-3,RJPN-005-1,2.8,2.8,0.0,0.0,93.01,93.01,unchanged
RJPN-009-1,RJPN-006-1,1.8,1.8,0.0,0.0,93.0,93.0,unchanged
RJPN-003-3,RJPN-002-1,0.1,0.1,0.0,0.0,93.0,93.0,unchanged
RJPN-008-1,RJPN-008-2,-1.9,-1.9,0.0,0.0,92.99,92.99,unchanged
RJPN-007-1,RJPN-001-2,4.6,4.6,0.0,0.0,92.98,92.98,unchanged
RJPN-006-3,RJPN-011-2,-2.3,-2.3,0.0,0.0,92.98,92.98,unchanged
RJPN-008-2,RJPN-001-1,3.3,3.3,0.0,0.0,92.98,92.98,unchanged
RJPN-008-1,RJPN-010-2,-1.4,-1.4,0.0,0.0,92.96,92.96,unchanged
RJPN-004-2,RJPN-009-2,-2.6,-2.6,0.0,0.0,92.95,92.95,unchanged
RJPN-007-1,RJPN-001-3,1.2,1.2,0.0,0.0,92.93,92.93,unchanged
RJPN-002-2,RJPN-003-1,-1.9,-1.9,0.0,0.0,92.93,92.93,unchanged
RJPN-004-2,RJPN-001-2,4.7,4.7,0.0,0.0,92.87,92.87,unchanged
RJPN-009-3,RJPN-009-2,5.2,5.2,0.0,0.0,92.86,92.86,unchanged
RJPN-009-1,RJPN-011-1,1.4,1.4,0.0,0.0,92.82,92.82,unchanged
RJPN-009-3,RJPN-004-1,-2.1,-2.1,0.0,0.0,92.81,92.81,unchanged
RJPN-009-1,RJPN-006-2,-1.2,-1.2,0.0,0.0,92.81,92.81,unchanged
RJPN-002-2,RJPN-009-2,1.3,1.3,0.0,0.0,92.79,92.79,unchanged
RJPN-009-1,RJPN-011-2,4.8,4.8,0.0,0.0,92.79,92.79,unchanged
RJPN-009-3,RJPN-011-2,-5.1,-5.1,0.0,0.0,92.76,92.76,unchanged
RJPN-009-3,RJPN-011-3,-4.6,-4.6,0.0,0.0,92.75,92.75,unchanged
RJPN-004-2,RJPN-007-3,-4.2,-4.2,0.0,0.0,92.72,92.72,unchanged
RJPN-006-3,RJPN-009-1,-2.9,-2.9,0.0,0.0,92.7,92.7,unchanged
RJPN-004-2,RJPN-001-1,3.6,3.6,0.0,0.0,92.68,92.68,unchanged
RJPN-009-1,RJPN-001-2,1.9,1.9,0.0,0.0,92.68,92.68,unchanged
RJPN-002-2,RJPN-002-1,-2.8,-2.8,0.0,0.0,92.63,92.63,unchanged
RJPN-002-2,RJPN-002-3,4.2,4.2,0.0,0.0,92.62,92.62,unchanged
RJPN-009-3,RJPN-006-2,2.3,2.3,0.0,0.0,92.61,92.61,unchanged
RJPN-004-1,RJPN-001-1,-2.6,-2.6,0.0,0.0,92.6,92.6,unchanged
RJPN-006-3,RJPN-004-1,-1.2,-1.2,0.0,0.0,92.59,92.59,unchanged
RJPN-008-2,RJPN-008-1,-2.4,-2.4,0.0,0.0,92.58,92.58,unchanged
RJPN-004-1,RJPN-007-3,-4.4,-4.4,0.0,0.0,92.57,92.57,unchanged
RJPN-005-1,RJPN-003-1,4.6,4.6,0.0,0.0,92.56,92.56,unchanged
RJPN-004-1,RJPN-004-3,3.1,3.1,0.0,0.0,92.54,92.54,unchanged
RJPN-009-3,RJPN-001-1,-0.2,-0.2,0.0,0.0,92.53,92.53,unchanged
RJPN-006-3,RJPN-006-1,4.8,4.8,0.0,0.0,92.51,92.51,unchanged
RJPN-002-2,RJPN-004-1,-0.8,-0.8,0.0,0.0,92.5,92.5,unchanged
RJPN-006-3,RJPN-006-2,-4.2,-4.2,0.0,0.0,92.49,92.49,unchanged
RJPN-004-1,RJPN-009-2,2.4,2.4,0.0,0.0,92.48,92.48,unchanged
RJPN-002-2,RJPN-007-3,3.4,3.4,0.0,0.0,92.46,92.46,unchanged
RJPN-001-2,RJPN-006-2,4.8,4.8,0.0,0.0,92.44,92.44,unchanged
RJPN-008-2,RJPN-006-3,0.8,0.8,0.0,0.0,92.43,92.43,unchanged
RJPN-006-3,RJPN-009-2,-1.9,-1.9,0.0,0.0,92.43,92.43,unchanged
RJPN-004-1,RJPN-011-2,-3.9,-3.9,0.0,0.0,92.41,92.41,unchanged
RJPN-004-2,RJPN-004-1,1.3,1.3,0.0,0.0,92.4,92.4,unchanged
RJPN-004-1,RJPN-004-2,4.3,4.3,0.0,0.0,92.39,92.39,unchanged
RJPN-007-1,RJPN-004-3,-0.7,-0.7,0.0,0.0,92.39,92.39,unchanged
RJPN-009-1,RJPN-009-2,1.6,1.6,0.0,0.0,92.24,92.24,unchanged
RJPN-008-2,RJPN-011-3,4.8,4.8,0.0,0.0,92.23,92.23,unchanged
RJPN-009-3,RJPN-006-3,-3.2,-3.2,0.0,0.0,92.2,92.2,unchanged
RJPN-008-2,RJPN-011-1,2.7,2.7,0.0,0.0,92.18,92.18,unchanged
RJPN-009-3,RJPN-009-1,2.4,2.4,0.0,0.0,92.16,92.16,unchanged
RJPN-009-3,RJPN-001-2,-1.7,-1.7,0.0,0.0,92.15,92.15,unchanged
RJPN-004-2,RJPN-011-2,0.7,0.7,0.0,0.0,92.12,92.12,unchanged
RJPN-001-2,RJPN-007-2,0.1,0.1,0.0,0.0,92.11,92.11,unchanged
RJPN-009-1,RJPN-009-3,-1.7,-1.7,0.0,0.0,91.87,91.87,unchanged
RJPN-008-2,RJPN-011-2,-4.2,-4.2,0.0,0.0,91.83,91.83,unchanged
RJPN-009-3,RJPN-004-3,5.9,5.9,0.0,0.0,91.76,91.76,unchanged
RJPN-008-2,RJPN-010-1,2.7,2.7,0.0,0.0,91.75,91.75,unchanged
RJPN-008-2,RJPN-006-2,5.8,5.8,0.0,0.0,91.64,91.64,unchanged
RJPN-009-1,RJPN-004-1,3.8,3.8,0.0,0.0,91.61,91.61,unchanged
RJPN-001-2,RJPN-006-1,-5.6,-5.6,0.0,0.0,91.57,91.57,unchanged
RJPN-009-3,RJPN-004-2,2.3,2.3,0.0,0.0,91.5,91.5,unchanged
RJPN-009-3,RJPN-001-3,1.1,1.1,0.0,0.0,91.43,91.43,unchanged
RJPN-008-2,RJPN-010-3,-3.1,-3.1,0.0,0.0,91.4,91.4,unchanged
RJPN-002-2,RJPN-009-1,3.8,3.8,0.0,0.0,91.2,91.2,unchanged
RJPN-009-3,RJPN-011-1,-2.3,-2.3,0.0,0.0,90.77,90.77,unchanged
RJPN-010-3,RJPN-006-2,-0.6,-0.6,0.0,0.0,87.75,87.75,unchanged
RJPN-010-3,RJPN-001-1,0.4,0.4,0.0,0.0,86.93,86.93,unchanged
RJPN-011-1,RJPN-011-3,-2.3,-2.3,0.0,0.0,86.66,86.66,unchanged
RJPN-011-1,RJPN-009-3,5.7,5.7,0.0,0.0,86.66,86.66,unchanged
RJPN-010-3,RJPN-010-1,4.4,4.4,0.0,0.0,86.55,86.55,unchanged
RJPN-010-3,RJPN-011-3,-5.3,-5.3,0.0,0.0,86.36,86.36,unchanged
RJPN-011-1,RJPN-006-2,1.4,1.4,0.0,0.0,86.33,86.33,unchanged
RJPN-011-1,RJPN-004-1,-0.3,-0.3,0.0,0.0,86.08,86.08,unchanged
RJPN-011-1,RJPN-006-3,3.3,3.3,0.0,0.0,86.03,86.03,unchanged
RJPN-011-1,RJPN-011-2,-3.7,-3.7,0.0,0.0,86.03,86.03,unchanged
RJPN-011-1,RJPN-009-1,-2.1,-2.1,0.0,0.0,85.97,85.97,unchanged
RJPN-010-3,RJPN-010-2,0.6,0.6,0.0,0.0,85.91,85.91,unchanged
RJPN-011-1,RJPN-006-1,-0.3,-0.3,0.0,0.0,85.85,85.85,unchanged
RJPN-002-1,RJPN-004-1,1.1,1.1,0.0,0.0,85.66,85.66,unchanged
RJPN-011-1,RJPN-008-2,0.7,0.7,0.0,0.0,85.64,85.64,unchanged
RJPN-011-1,RJPN-009-2,0.7,0.7,0.0,0.0,85.57,85.57,unchanged
RJPN-002-1,RJPN-004-2,4.2,4.2,0.0,0.0,85.53,85.53,unchanged
RJPN-002-1,RJPN-002-2,-0.4,-0.4,0.0,0.0,85.44,85.44,unchanged
RJPN-010-3,RJPN-008-2,-2.8,-2.8,0.0,0.0,85.08,85.08,unchanged
RJPN-010-3,RJPN-011-2,-2.6,-2.6,0.0,0.0,85.05,85.05,unchanged
RJPN-002-1,RJPN-007-3,-3.6,-3.6,0.0,0.0,85.02,85.02,unchanged
RJPN-002-1,RJPN-009-3,3.6,3.6,0.0,0.0,84.99,84.99,unchanged
RJPN-002-1,RJPN-003-1,4.7,4.7,0.0,0.0,84.94,84.94,unchanged
RJPN-002-1,RJPN-009-1,-3.2,-3.2,0.0,0.0,84.87,84.87,unchanged
RJPN-010-3,RJPN-006-3,-5.8,-5.8,0.0,0.0,84.49,84.49,unchanged
RJPN-002-1,RJPN-003-2,2.7,2.7,0.0,0.0,84.11,84.11,unchanged
RJPN-002-1,RJPN-007-1,-0.4,-0.4,0.0,0.0,83.98,83.98,unchanged
RJPN-002-3,RJPN-009-3,-3.5,-3.5,0.0,94.43,94.43,0.0,unchanged
RJPN-003-3,RJPN-001-3,-4.0,-4.0,0.0,94.11,94.11,0.0,unchanged
